From	To
A8MX34	ENSG00000212658
A8MX34	ENSG00000262542
A8MX34	ENSG00000262218
O76011	ENSG00000131737
P84157	ENSG00000182534
O15534	ENSG00000179094
Q96QT6	ENSG00000109118
Q9BUL5	ENSG00000040633
Q8IZL8	ENSG00000141456
Q9UBM1	ENSG00000133027
P35232	ENSG00000167085
Q96FM1	ENSG00000161395
P16284	ENSG00000261371
P36955	ENSG00000132386
Q99447	ENSG00000185813
Q8WYR1	ENSG00000141506
Q5UE93	ENSG00000276231
P78356	ENSG00000277292
P78356	ENSG00000276293
O15067	ENSG00000178921
O00231	ENSG00000108671
Q969G3	ENSG00000073584
O43508	ENSG00000239697
P30874	ENSG00000180616
Q9NYH9	ENSG00000108651
Q14168	ENSG00000108852
Q9NYA4	ENSG00000108389
Q9Y623	ENSG00000264424
P22079	ENSG00000167419
P05164	ENSG00000005381
Q9BZG1	ENSG00000109113
Q15276	ENSG00000029725
Q9Y272	ENSG00000108551
P51148	ENSG00000108774
Q8NG50	ENSG00000276432
Q8NG50	ENSG00000278023
P60763	ENSG00000169750
O75916	ENSG00000108370
O00623	ENSG00000108733
Q96FV2	ENSG00000141295
Q92503	ENSG00000129657
Q8TEV9	ENSG00000176994
Q8TEV9	ENSG00000283741
P04278	ENSG00000129214
Q8ND04	ENSG00000167447
Q92925	ENSG00000108604
Q96LD4	ENSG00000132481
Q6PJ69	ENSG00000141569
Q9Y5R8	ENSG00000170043
Q6UXZ0	ENSG00000182271
O95411	ENSG00000221995
P17152	ENSG00000178307
Q71RG4	ENSG00000168591
A6NLX3	ENSG00000183318
P62750	ENSG00000198242
Q9HA92	ENSG00000136444
Q9Y2R9	ENSG00000125445
Q9Y3D9	ENSG00000181610
Q59EK9	ENSG00000108309
Q96C34	ENSG00000198863
Q9C000	ENSG00000091592
Q9BZF2	ENSG00000006025
P01298	ENSG00000108849
Q96HE9	ENSG00000068489
P62195	ENSG00000087191
P01242	ENSG00000136487
Q96H20	ENSG00000159210
Q7Z6J9	ENSG00000182173
Q96CP7	ENSG00000160606
A6NGC4	ENSG00000185561
A6NGC4	ENSG00000275246
Q14258	ENSG00000121060
Q8IUH8	ENSG00000185294
Q7KZ85	ENSG00000109111
A0A1B0GUW6	ENSG00000283439
A0A1B0GUW6	ENSG00000284090
Q8N1S5	ENSG00000133195
Q86WA9	ENSG00000181045
P35499	ENSG00000007314
Q86YT5	ENSG00000141485
P78383	ENSG00000121073
Q53EL9	ENSG00000063015
Q6ZSJ9	ENSG00000188803
Q9UJ37	ENSG00000070731
O43147	ENSG00000141258
P16035	ENSG00000035862
Q8N511	ENSG00000244045
O75674	ENSG00000141198
Q6ZVM7	ENSG00000175662
Q13470	ENSG00000174292
Q13470	ENSG00000283781
P61254	ENSG00000161970
O60248	ENSG00000129194
Q9Y5W9	ENSG00000002919
Q9P0Z9	ENSG00000179761
Q68D06	ENSG00000154760
P0C7P3	ENSG00000236320
Q08AF3	ENSG00000166750
O43760	ENSG00000108639
Q8N9M5	ENSG00000181284
Q8N9M5	ENSG00000284228
Q6UX40	ENSG00000179029
O14836	ENSG00000240505
Q7Z7L1	ENSG00000172716
Q8IYM2	ENSG00000172123
Q86UU9	ENSG00000176358
