From	To
P55268	ENSG00000172037
Q8NBL1	ENSG00000163389
Q9NZ53	ENSG00000114631
Q9BWX1	ENSG00000010318
Q8NDX5	ENSG00000173889
P49585	ENSG00000161217
Q6L8Q7	ENSG00000174840
Q9BUL8	ENSG00000114209
Q8WUM4	ENSG00000170248
Q8WW12	ENSG00000081154
Q9UKZ9	ENSG00000163710
Q9UIW2	ENSG00000114554
O43157	ENSG00000164050
Q9Y4D7	ENSG00000004399
Q99570	ENSG00000196455
P42336	ENSG00000121879
P42338	ENSG00000051382
P08473	ENSG00000196549
Q6ZRP0	ENSG00000233701
P02788	ENSG00000012223
O60902	ENSG00000168779
Q9Y6A9	ENSG00000114902
Q86TL2	ENSG00000213533
Q765I0	ENSG00000188958
Q96ER9	ENSG00000164051
Q99102	ENSG00000145113
Q7Z3G6	ENSG00000163637
Q8IVL5	ENSG00000090530
P52756	ENSG00000003756
P78332	ENSG00000004534
Q6XE24	ENSG00000144642
Q9H1K0	ENSG00000131381
Q86YS6	ENSG00000172780
Q15283	ENSG00000155903
P20339	ENSG00000144566
Q9NS23	ENSG00000068028
Q5HYI8	ENSG00000144840
Q9NRW1	ENSG00000154917
P51149	ENSG00000075785
Q9UBF6	ENSG00000114125
O14807	ENSG00000158186
Q7Z7A4	ENSG00000168297
P18077	ENSG00000182899
O43567	ENSG00000082996
Q7Z5A9	ENSG00000183662
Q96LR4	ENSG00000163377
Q9UI15	ENSG00000144834
Q15746	ENSG00000065534
P61586	ENSG00000067560
Q99624	ENSG00000188338
Q8TBE7	ENSG00000168917
Q9HC62	ENSG00000163904
Q9C0A6	ENSG00000168137
Q92922	ENSG00000173473
O94876	ENSG00000172765
Q9BWF2	ENSG00000183763
Q9UPV9	ENSG00000182606
Q8IWR1	ENSG00000213186
P40225	ENSG00000090534
Q6PIZ9	ENSG00000163519
Q6ZT21	ENSG00000188167
Q7RTY8	ENSG00000176040
P82094	ENSG00000144747
Q8NEW7	ENSG00000181585
Q8IUF8	ENSG00000170854
Q96IZ7	ENSG00000174891
Q9Y265	ENSG00000175792
