From	To
Q9ULX7	ENSG00000118298
Q01518	ENSG00000131236
Q5VVM6	ENSG00000186409
O60341	ENSG00000004487
Q5TCM9	ENSG00000186207
P16581	ENSG00000007908
P61326	ENSG00000162385
A1L020	ENSG00000254726
Q13113	ENSG00000162366
P36871	ENSG00000079739
P56645	ENSG00000049246
Q86YL7	ENSG00000162493
Q86YI8	ENSG00000116273
Q8IZ21	ENSG00000204138
P43115	ENSG00000050628
Q15121	ENSG00000162734
Q5VY43	ENSG00000187800
A6NKB5	ENSG00000135749
Q8IXK0	ENSG00000134686
Q6P3X8	ENSG00000185220
Q8N414	ENSG00000177614
Q9H4B4	ENSG00000173846
P98160	ENSG00000142798
Q9UBV8	ENSG00000162517
Q07343	ENSG00000184588
Q8NBP7	ENSG00000169174
O75051	ENSG00000076356
Q5T2W1	ENSG00000174827
Q92786	ENSG00000117707
Q92963	ENSG00000143622
P02549	ENSG00000163554
P43308	ENSG00000163479
P16949	ENSG00000117632
P19320	ENSG00000162692
P47901	ENSG00000198049
Q68CQ4	ENSG00000117597
O95399	ENSG00000049247
Q96LB4	ENSG00000151418
Q96LB4	ENSG00000263014
O75095	ENSG00000162591
Q96T58	ENSG00000065526
Q9H2W2	ENSG00000185155
Q68CQ1	ENSG00000184313
Q96AQ6	ENSG00000163346
P0C025	ENSG00000186364
Q8NGY3	ENSG00000203757
O15243	ENSG00000213625
Q8NGX5	ENSG00000173285
P40424	ENSG00000185630
Q9ULW8	ENSG00000142619
Q9ULW8	ENSG00000280549
Q9UNK4	ENSG00000117215
Q9Y5S9	ENSG00000265241
P57735	ENSG00000132698
B7ZAP0	ENSG00000152061
P20337	ENSG00000169213
Q8N4Z0	ENSG00000188060
P20338	ENSG00000168118
Q8WWW0	ENSG00000266094
P29373	ENSG00000143320
Q96AH8	ENSG00000276600
P01111	ENSG00000213281
Q9UKA9	ENSG00000117569
P25105	ENSG00000169403
P10155	ENSG00000116747
Q9H310	ENSG00000132677
Q7Z7F7	ENSG00000162910
Q9BT88	ENSG00000132718
Q7Z5A8	ENSG00000184599
Q8NB59	ENSG00000143469
Q8N9I0	ENSG00000143858
Q5T7P8	ENSG00000134207
P54577	ENSG00000134684
P37802	ENSG00000158710
Q8IYJ3	ENSG00000142765
Q9BW92	ENSG00000143374
Q5VXT5	ENSG00000143028
Q7L3T8	ENSG00000162396
P42898	ENSG00000177000
Q9H093	ENSG00000163545
Q9H3S5	ENSG00000143315
P10586	ENSG00000142949
Q52LW3	ENSG00000137962
Q9UJD0	ENSG00000117016
Q6UVJ0	ENSG00000156876
Q5K4L6	ENSG00000263163
Q5K4L6	ENSG00000143554
Q9UPR3	ENSG00000198952
O95562	ENSG00000213064
Q9H3S1	ENSG00000196189
O75069	ENSG00000133069
Q9GZM7	ENSG00000142910
Q9UM00	ENSG00000143183
Q7Z6W1	ENSG00000188800
Q5TGY1	ENSG00000162542
Q8NG06	ENSG00000162722
P40238	ENSG00000117400
Q9Y3A6	ENSG00000117500
Q9BVG3	ENSG00000116525
Q969Q1	ENSG00000158022
Q9NZQ9	ENSG00000163157
Q6ZTA4	ENSG00000119283
O43617	ENSG00000054116
Q9P0T7	ENSG00000116857
P0DMS9	ENSG00000121933
A6NFA1	ENSG00000269113
Q9NP77	ENSG00000160075
Q2MKA7	ENSG00000169218
Q9BUV0	ENSG00000117616
Q5VWQ0	ENSG00000081019
O60783	ENSG00000120333
P82914	ENSG00000116898
Q92681	ENSG00000215695
P82921	ENSG00000266472
P51398	ENSG00000132676
Q9BSD7	ENSG00000135778
Q9Y2J8	ENSG00000117115
Q02809	ENSG00000083444
Q9Y371	ENSG00000097033
O60613	ENSG00000183291
Q15388	ENSG00000173726
P28908	ENSG00000120949
Q9Y2W1	ENSG00000054118
Q07011	ENSG00000049249
Q96MV1	ENSG00000152078
Q8NDY8	ENSG00000178821
Q96L03	ENSG00000162814
Q9NUC0	ENSG00000082497
Q9NUC0	ENSG00000281230
P35325	ENSG00000196805
P22532	ENSG00000163216
P22528	ENSG00000169469
Q9BSE5	ENSG00000116771
Q9UBS9	ENSG00000094975
O43752	ENSG00000135823
Q7Z6I6	ENSG00000186517
P08134	ENSG00000155366
O60779	ENSG00000117479
P33763	ENSG00000196420
P05109	ENSG00000143546
P31151	ENSG00000143556
P21912	ENSG00000117118
Q96NU1	ENSG00000187634
P80511	ENSG00000163221
P21453	ENSG00000170989
Q96BU1	ENSG00000116497
Q5SV17	ENSG00000205090
P23510	ENSG00000117586
Q9NP31	ENSG00000027869
Q12974	ENSG00000184007
Q9GZU3	ENSG00000121775
Q5SNT2	ENSG00000188807
Q969M1	ENSG00000158882
O95807	ENSG00000183726
Q6P589	ENSG00000163154
P19237	ENSG00000159173
Q5TYX0	ENSG00000283150
Q5TYX0	ENSG00000276420
Q5TYX0	ENSG00000270601
Q5TYX0	ENSG00000282424
Q5VZ18	ENSG00000169291
A4FU49	ENSG00000214193
Q8IZD6	ENSG00000163393
Q8NCS4	ENSG00000243749
A6NKF7	ENSG00000205116
Q9H497	ENSG00000186283
P45379	ENSG00000118194
P23246	ENSG00000116560
Q6P2H8	ENSG00000126106
Q08170	ENSG00000116350
Q6ZMY3	ENSG00000134668
Q96RM1	ENSG00000244094
Q96PI1	ENSG00000184148
Q9BUN1	ENSG00000143443
Q8WZA1	ENSG00000085998
Q9Y2H5	ENSG00000143850
P28070	ENSG00000159377
P49810	ENSG00000143801
Q86SQ7	ENSG00000054282
Q86SQ7	ENSG00000276111
O60635	ENSG00000117472
Q5SRH9	ENSG00000085831
P0DMP2	ENSG00000196369
P0DJJ0	ENSG00000171943
O75044	ENSG00000266028
Q69YW2	ENSG00000203685
Q9NPJ4	ENSG00000189266
Q8IXN7	ENSG00000177181
P26447	ENSG00000196154
Q86SG5	ENSG00000184330
A0A1B0GTR4	ENSG00000283227
P19623	ENSG00000116649
Q8TDW4	ENSG00000007341
Q9Y228	ENSG00000009790
A2PYH4	ENSG00000162669
Q15345	ENSG00000132128
Q9Y546	ENSG00000116212
Q92604	ENSG00000123684
Q14114	ENSG00000157193
O75335	ENSG00000143847
Q9HBX8	ENSG00000133067
O75325	ENSG00000170382
O75610	ENSG00000243709
O00292	ENSG00000143768
Q5VT66	ENSG00000186205
Q9P2G4	ENSG00000212916
Q969Z3	ENSG00000117791
Q5TCQ9	ENSG00000081026
Q86V48	ENSG00000169641
P0DM35	ENSG00000244020
P06126	ENSG00000158477
Q9Y5Q6	ENSG00000172410
P81274	ENSG00000121957
Q96I76	ENSG00000198746
P62805	ENSG00000274618
P62805	ENSG00000197238
P62805	ENSG00000197837
P62805	ENSG00000158406
P62805	ENSG00000278705
P62805	ENSG00000197061
P62805	ENSG00000270882
P62805	ENSG00000270276
P62805	ENSG00000273542
P62805	ENSG00000277157
P62805	ENSG00000276966
P62805	ENSG00000276180
P62805	ENSG00000278637
P62805	ENSG00000275126
P0DMR1	ENSG00000179412
P0DMR1	ENSG00000282095
P0DMR1	ENSG00000283231
Q00839	ENSG00000153187
Q969L4	ENSG00000181817
Q8TE12	ENSG00000162761
Q9H9Z2	ENSG00000131914
Q5VT99	ENSG00000162494
Q96DD0	ENSG00000122477
Q9P0L2	ENSG00000116141
Q99698	ENSG00000143669
O00187	ENSG00000009724
Q6P0Q8	ENSG00000086015
P49137	ENSG00000162889
Q5TCX8	ENSG00000143674
O95382	ENSG00000142733
P49901	ENSG00000163206
Q12905	ENSG00000143621
Q14164	ENSG00000263528
Q7Z5L9	ENSG00000168264
Q6K0P9	ENSG00000163564
Q8N6P7	ENSG00000142677
P05023	ENSG00000163399
O95999	ENSG00000142867
P12107	ENSG00000060718
B1AJZ9	ENSG00000142621
Q02985	ENSG00000116785
P02545	ENSG00000160789
P84074	ENSG00000121905
Q96IR7	ENSG00000186603
Q5TA45	ENSG00000127054
Q9HCE1	ENSG00000155363
P16389	ENSG00000177301
Q7Z7F0	ENSG00000132680
Q07666	ENSG00000121774
P31947	ENSG00000175793
P50406	ENSG00000158748
O43741	ENSG00000131791
Q5T1N1	ENSG00000162641
P47756	ENSG00000077549
O60241	ENSG00000121753
Q5T440	ENSG00000181873
Q9NRR8	ENSG00000197622
P09912	ENSG00000126709
Q86VI3	ENSG00000183856
O75578	ENSG00000143127
Q6TDP4	ENSG00000187961
O95259	ENSG00000143473
Q92806	ENSG00000162728
Q5TA77	ENSG00000187238
P04003	ENSG00000123838
Q5T7V8	ENSG00000120370
Q9H4A5	ENSG00000143457
Q16695	ENSG00000168148
Q16695	ENSG00000285435
Q8NAX2	ENSG00000175707
P51858	ENSG00000143321
Q02575	ENSG00000171786
Q5T447	ENSG00000126107
S4R3Y5	ENSG00000270188
Q7LGA3	ENSG00000153936
Q5T700	ENSG00000203985
Q5SZI1	ENSG00000187942
P61968	ENSG00000143013
P29536	ENSG00000163431
Q8IVB5	ENSG00000271601
Q5T013	ENSG00000178922
Q9H9L3	ENSG00000143319
O14896	ENSG00000117595
Q9NTI7	ENSG00000197852
P53985	ENSG00000155380
P53985	ENSG00000281917
P22694	ENSG00000142875
P27144	ENSG00000162433
Q6YP21	ENSG00000137944
Q8IYS2	ENSG00000116685
Q9NRX6	ENSG00000215717
Q15726	ENSG00000170498
Q5T7N3	ENSG00000132854
O95069	ENSG00000082482
Q6UVM3	ENSG00000162687
O14633	ENSG00000159455
Q9UHI6	ENSG00000064703
O14640	ENSG00000107404
P55265	ENSG00000160710
Q8N7M0	ENSG00000152760
P12259	ENSG00000198734
O60825	ENSG00000123836
Q8IUE6	ENSG00000184270
P29323	ENSG00000133216
P12314	ENSG00000150337
Q8TAK5	ENSG00000143458
P14324	ENSG00000160752
F2Z333	ENSG00000228594
Q9Y547	ENSG00000081870
O00180	ENSG00000135750
Q9UGL1	ENSG00000117139
Q14209	ENSG00000007968
Q14209	ENSG00000282899
Q9BVJ7	ENSG00000158716
P26378	ENSG00000162374
Q6ZN32	ENSG00000253831
P31512	ENSG00000076258
P12318	ENSG00000143226
Q9H2G9	ENSG00000117475
Q6ZVE7	ENSG00000174567
P09488	ENSG00000134184
Q16778	ENSG00000184678
Q86Z02	ENSG00000163349
Q8N6L1	ENSG00000163463
Q9GZV7	ENSG00000132702
Q99665	ENSG00000081985
Q8IZA0	ENSG00000142687
Q9NRD1	ENSG00000116663
Q14376	ENSG00000117308
Q8WW32	ENSG00000176256
A8MYZ6	ENSG00000204060
Q6ZN66	ENSG00000183347
Q9HC44	ENSG00000159592
Q5TGS1	ENSG00000173673
Q5TF58	ENSG00000169991
P16860	ENSG00000120937
Q96BI3	ENSG00000117362
O00230	ENSG00000241563
P20800	ENSG00000127129
O75071	ENSG00000159658
Q7Z408	ENSG00000121904
O75844	ENSG00000084073
P06132	ENSG00000126088
Q16832	ENSG00000162733
P08174	ENSG00000196352
O94760	ENSG00000153904
Q5T7N2	ENSG00000240563
Q4KMZ1	ENSG00000160051
Q8IU57	ENSG00000185436
Q8WYP5	ENSG00000153207
Q92935	ENSG00000158008
Q8IUS5	ENSG00000172031
Q6DN72	ENSG00000181036
Q7L513	ENSG00000132185
P08754	ENSG00000065135
Q68E01	ENSG00000143624
Q68E01	ENSG00000262826
Q8TE85	ENSG00000158055
P21266	ENSG00000134202
P46439	ENSG00000134201
Q7L7L0	ENSG00000181218
Q7L7L0	ENSG00000284841
Q6PXP3	ENSG00000197241
Q5VTY9	ENSG00000054392
Q5VTY9	ENSG00000280680
Q5SSJ5	ENSG00000127483
O14497	ENSG00000117713
P04746	ENSG00000243480
O95841	ENSG00000116194
Q9BZW8	ENSG00000122223
Q9Y597	ENSG00000136636
Q5T754	ENSG00000240386
Q5TA82	ENSG00000187223
P15941	ENSG00000185499
Q8N5G2	ENSG00000204178
Q5T089	ENSG00000116151
Q9NRN5	ENSG00000116774
Q8N5J2	ENSG00000143409
Q5RI15	ENSG00000203667
P52797	ENSG00000143590
P07954	ENSG00000091483
P0CG08	ENSG00000188092
Q9UM19	ENSG00000116983
Q96ID5	ENSG00000117154
Q93033	ENSG00000134256
P07476	ENSG00000163207
Q9Y2Q5	ENSG00000116586
Q70IA8	ENSG00000142961
Q8NGZ3	ENSG00000197437
P0DUB6	ENSG00000237763
P27540	ENSG00000143437
Q5T7R7	ENSG00000204006
Q92496	ENSG00000134365
Q9UJU5	ENSG00000187140
Q9UPW0	ENSG00000198815
Q71DI3	ENSG00000183598
Q71DI3	ENSG00000203811
Q71DI3	ENSG00000203852
Q5JQS6	ENSG00000169224
Q8N257	ENSG00000196890
Q8N257	ENSG00000285449
Q9UGI6	ENSG00000143603
Q9UPN3	ENSG00000127603
Q9Y5B8	ENSG00000143156
Q5SY16	ENSG00000162408
O43920	ENSG00000168653
O94856	ENSG00000163531
Q02577	ENSG00000177551
Q9Y543	ENSG00000069812
Q9HCC6	ENSG00000188290
Q3ZCV2	ENSG00000162398
Q13547	ENSG00000116478
Q86VF2	ENSG00000163395
Q96P70	ENSG00000198700
P14616	ENSG00000027644
O75037	ENSG00000116852
Q15058	ENSG00000118193
Q9P2E2	ENSG00000117245
Q9Y6K8	ENSG00000154027
Q9UK17	ENSG00000171385
Q15053	ENSG00000235750
Q5T871	ENSG00000203784
Q15619	ENSG00000221888
Q5TZ20	ENSG00000188558
Q96R27	ENSG00000171180
Q8N349	ENSG00000196071
Q8NG77	ENSG00000177201
Q96AQ9	ENSG00000185519
Q5D862	ENSG00000143520
Q8WUP2	ENSG00000162458
Q9UK22	ENSG00000116661
Q95460	ENSG00000153029
Q02535	ENSG00000117318
Q02535	ENSG00000283060
Q6UY18	ENSG00000213171
A6PVS8	ENSG00000162620
Q13823	ENSG00000134697
Q5T1S8	ENSG00000184454
Q5JR12	ENSG00000155367
Q9Y266	ENSG00000090273
P41143	ENSG00000116329
Q8NGX8	ENSG00000197532
Q6IF00	ENSG00000276821
Q6IF00	ENSG00000275754
Q6IF00	ENSG00000196240
P0C7T2	ENSG00000281395
P0C7T2	ENSG00000281489
