From	To
P09871	ENSG00000182326
Q14533	ENSG00000205426
P78385	ENSG00000170523
Q9UHB6	ENSG00000050405
P08237	ENSG00000152556
P00439	ENSG00000171759
Q99623	ENSG00000215021
Q96HS1	ENSG00000247077
P30086	ENSG00000089220
P78364	ENSG00000111752
Q96HM7	ENSG00000179715
Q01064	ENSG00000123360
Q14432	ENSG00000172572
Q96J94	ENSG00000125207
Q96J94	ENSG00000275051
O60486	ENSG00000136040
Q8TBX8	ENSG00000166908
Q8N4B1	ENSG00000198324
Q8TDD2	ENSG00000170374
Q7Z6B7	ENSG00000196935
Q14714	ENSG00000123096
Q86XZ4	ENSG00000123352
P37288	ENSG00000166148
P11473	ENSG00000111424
Q16621	ENSG00000123405
Q86UY8	ENSG00000111696
Q9ULR3	ENSG00000111110
P29475	ENSG00000089250
Q8IVL6	ENSG00000110811
Q15434	ENSG00000076067
Q9UL25	ENSG00000080371
O75452	ENSG00000139547
Q92781	ENSG00000135437
P61020	ENSG00000111540
Q86WH2	ENSG00000153179
Q8NHQ8	ENSG00000123094
O75901	ENSG00000198774
P01116	ENSG00000133703
O95294	ENSG00000111344
Q96QF0	ENSG00000127328
P09651	ENSG00000135486
P62854	ENSG00000197728
Q6XYQ8	ENSG00000110975
Q8N3H0	ENSG00000198673
P21579	ENSG00000067715
Q9Y2Z4	ENSG00000139131
Q9NYW3	ENSG00000121377
Q9NYW3	ENSG00000273326
Q9NYW3	ENSG00000274327
Q9NYW2	ENSG00000121314
Q9NYW2	ENSG00000272712
Q9NYW2	ENSG00000277316
Q9NYW1	ENSG00000121381
Q9NYW1	ENSG00000273086
Q9NYW1	ENSG00000273713
Q8WTV0	ENSG00000073060
Q9UPS6	ENSG00000139718
Q9ULS5	ENSG00000057704
P0DPE3	ENSG00000284730
Q15363	ENSG00000086598
Q86WS5	ENSG00000186452
Q8IUR5	ENSG00000133687
Q8N394	ENSG00000179104
Q6ZXV5	ENSG00000139324
Q96K30	ENSG00000139405
Q7L4I2	ENSG00000111011
P82673	ENSG00000061794
Q9P0U3	ENSG00000079387
Q9UQQ2	ENSG00000111252
Q0VAQ4	ENSG00000170545
Q63HR2	ENSG00000111077
Q9NP50	ENSG00000139146
Q9NP50	ENSG00000276371
Q9H741	ENSG00000111412
A1L157	ENSG00000110900
A6NIM6	ENSG00000188991
P62306	ENSG00000139343
Q9H2J7	ENSG00000072041
Q96GA7	ENSG00000139410
P35711	ENSG00000134532
P60174	ENSG00000111669
Q4KMG9	ENSG00000165685
Q9NS93	ENSG00000064115
Q15633	ENSG00000139546
P29350	ENSG00000111679
Q9H4P4	ENSG00000181852
O14508	ENSG00000120833
Q9NSD5	ENSG00000010379
Q9BQ15	ENSG00000139579
Q96GM5	ENSG00000066117
Q9NQ88	ENSG00000078237
P02812	ENSG00000121335
Q969X0	ENSG00000150977
Q9Y2B1	ENSG00000118600
P21583	ENSG00000049130
Q96JW4	ENSG00000136052
Q15020	ENSG00000075856
Q9H7L9	ENSG00000111707
P0C672	ENSG00000231738
Q9NR77	ENSG00000176894
P05388	ENSG00000089157
Q9ULI2	ENSG00000166532
Q02878	ENSG00000089009
P59543	ENSG00000255837
P59543	ENSG00000273092
A3KN83	ENSG00000139697
Q9NYV8	ENSG00000212127
Q9NYV8	ENSG00000261984
Q9NYV8	ENSG00000276541
Q8N4U5	ENSG00000166046
Q96BS2	ENSG00000088992
Q16526	ENSG00000008405
Q86YQ8	ENSG00000139117
Q8N140	ENSG00000255150
Q9BXC0	ENSG00000196917
Q8TDS4	ENSG00000182782
P49019	ENSG00000255398
Q86W92	ENSG00000110841
Q8N309	ENSG00000158113
O75581	ENSG00000070018
O75581	ENSG00000281324
P09960	ENSG00000111144
O75334	ENSG00000139220
O75473	ENSG00000139292
Q5S007	ENSG00000188906
Q9BRT6	ENSG00000139233
Q8N967	ENSG00000166159
Q8N967	ENSG00000285383
Q8IW41	ENSG00000089022
Q86YJ5	ENSG00000139266
