From	To
Q7RTV0	ENSG00000100410
P01127	ENSG00000100311
O15031	ENSG00000196576
Q7Z3Z3	ENSG00000184571
P36543	ENSG00000131100
Q6S545	ENSG00000198062
P62877	ENSG00000100387
P15153	ENSG00000128340
Q9UNT1	ENSG00000079974
Q7Z5A7	ENSG00000219438
Q15750	ENSG00000100324
P53778	ENSG00000188130
Q8NDV3	ENSG00000077935
P62318	ENSG00000100028
Q2NKQ1	ENSG00000167037
Q12824	ENSG00000099956
Q12824	ENSG00000275837
A8K8P3	ENSG00000198089
Q9Y3I0	ENSG00000100220
Q6ICC9	ENSG00000188636
Q9BZR6	ENSG00000040608
Q9NZ20	ENSG00000100078
O60733	ENSG00000184381
Q9NS69	ENSG00000100216
Q9UH36	ENSG00000100104
Q9BVL4	ENSG00000073169
Q8IWY4	ENSG00000159307
Q8WWX9	ENSG00000198832
Q3SXP7	ENSG00000138944
Q96HU1	ENSG00000100359
P35625	ENSG00000100234
B8ZZ34	ENSG00000234965
O60784	ENSG00000100284
Q96RJ3	ENSG00000159958
Q9NTG1	ENSG00000130943
A6NJZ7	ENSG00000183246
Q96D21	ENSG00000100302
O76054	ENSG00000100003
A6NGB0	ENSG00000206140
P43320	ENSG00000244752
Q9BYB4	ENSG00000185838
A0A0B4J1U3	ENSG00000211655
A0A0B4J1U3	ENSG00000273737
P01703	ENSG00000211653
P01703	ENSG00000274575
P01699	ENSG00000211651
P01699	ENSG00000274854
P01700	ENSG00000211648
A0A075B6I6	ENSG00000211645
P01701	ENSG00000211644
Q9BXT6	ENSG00000073146
P01709	ENSG00000278196
P01706	ENSG00000211668
P01704	ENSG00000211666
A0A075B6J9	ENSG00000211664
P01705	ENSG00000211660
A0A075B6J2	ENSG00000211656
A0A075B6J2	ENSG00000281345
P01715	ENSG00000211673
A0A075B6K4	ENSG00000211669
A0A075B6K2	ENSG00000211667
A0A075B6K0	ENSG00000211665
P01714	ENSG00000211663
P80748	ENSG00000211662
A0A075B6J6	ENSG00000211661
P01717	ENSG00000211659
P01718	ENSG00000211658
A0A0A0MS00	ENSG00000211657
A0A0A0MS00	ENSG00000280866
A0A075B6K5	ENSG00000211670
A0A075B6K6	ENSG00000211672
A0A075B6I1	ENSG00000211639
A0A075B6H9	ENSG00000211637
A0A075B6J1	ENSG00000211654
A0A075B6J1	ENSG00000281471
A0A087WSX0	ENSG00000211650
A0A075B6I7	ENSG00000211647
A0A0A0MRZ9	ENSG00000211643
P01721	ENSG00000211640
P04211	ENSG00000211652
P04211	ENSG00000278293
A0A075B6I9	ENSG00000211649
A0A075B6I0	ENSG00000211638
A0A0B4J1Y8	ENSG00000223350
A0A075B6I3	ENSG00000211641
A6NHG4	ENSG00000099974
A6NHG4	ENSG00000275758
P07305	ENSG00000189060
P30711	ENSG00000277656
A0A075B6I4	ENSG00000211642
Q9UGU5	ENSG00000100281
Q6ZVW7	ENSG00000188263
Q96F46	ENSG00000177663
O95907	ENSG00000100156
O95696	ENSG00000100425
Q9BV10	ENSG00000182858
Q13387	ENSG00000008735
Q8N5Z5	ENSG00000100379
A0A087X1C5	ENSG00000205702
O15499	ENSG00000063515
Q6ZQY2	ENSG00000187905
Q2VPJ9	ENSG00000178026
P15018	ENSG00000128342
A0A0A0MT76	ENSG00000211674
P15814	ENSG00000128322
Q9BY89	ENSG00000197077
O75791	ENSG00000100351
Q9BXW7	ENSG00000069998
Q9Y3L3	ENSG00000100092
P09601	ENSG00000100292
Q9NQG7	ENSG00000100099
P05546	ENSG00000099937
Q10567	ENSG00000100280
Q9UGY1	ENSG00000273899
P23142	ENSG00000077942
Q9ULX9	ENSG00000185022
Q09327	ENSG00000128268
Q15759	ENSG00000185386
Q9Y6J0	ENSG00000099991
Q6ICG6	ENSG00000100364
P12036	ENSG00000100285
P13725	ENSG00000099985
Q96JB3	ENSG00000169635
P21964	ENSG00000093010
O15371	ENSG00000100353
B5MD39	ENSG00000274252
Q9BW83	ENSG00000100360
O00192	ENSG00000099889
P18848	ENSG00000128272
Q8WTX7	ENSG00000239282
P05162	ENSG00000100079
Q9BY27	ENSG00000128185
Q9BXF3	ENSG00000099954
Q9Y262	ENSG00000100129
Q14390	ENSG00000100121
Q9UIA0	ENSG00000100055
Q8WYQ3	ENSG00000250479
Q8WYQ3	ENSG00000273607
P53673	ENSG00000196431
Q9NQG6	ENSG00000100335
P53674	ENSG00000100122
Q96RN5	ENSG00000099917
Q9UGB7	ENSG00000100253
Q9BYW1	ENSG00000133460
Q9BYW1	ENSG00000275744
Q96G42	ENSG00000130487
P49674	ENSG00000213923
P10323	ENSG00000100312
P10323	ENSG00000283539
Q9BXK5	ENSG00000099968
Q96NN9	ENSG00000183773
Q9NZK5	ENSG00000093072
Q9P0X4	ENSG00000100346
Q9Y3M2	ENSG00000100211
P50502	ENSG00000100380
F5H4B4	ENSG00000184949
Q8NEG4	ENSG00000133477
O43731	ENSG00000100196
A0A494C0Y3	ENSG00000286102
A0A494C0N9	ENSG00000286175
Q92841	ENSG00000100201
Q9BZE7	ENSG00000128346
Q6NVV7	ENSG00000205643
Q8WYQ5	ENSG00000128191
Q13323	ENSG00000100290
O95236	ENSG00000128284
O14791	ENSG00000100342
Q9BPW4	ENSG00000100336
P35626	ENSG00000100077
P19086	ENSG00000128266
Q15040	ENSG00000100221
Q9NSP4	ENSG00000100162
P46109	ENSG00000099942
Q99999	ENSG00000128242
O60755	ENSG00000128310
Q99501	ENSG00000185340
Q7Z6W7	ENSG00000172404
Q2WGN9	ENSG00000215568
P0CG29	ENSG00000277897
O95931	ENSG00000100307
Q8IYW4	ENSG00000176177
P24347	ENSG00000099953
P24347	ENSG00000275365
Q9UNF0	ENSG00000100266
Q07869	ENSG00000186951
Q5R3F8	ENSG00000166897
P09382	ENSG00000100097
Q9UDX5	ENSG00000242114
O95567	ENSG00000100249
P0DOY2	ENSG00000211677
Q10571	ENSG00000169184
O15442	ENSG00000186732
O75648	ENSG00000100416
Q969V6	ENSG00000196588
Q9HBE1	ENSG00000100105
O00541	ENSG00000100029
Q2M1V0	ENSG00000175329
Q53GT1	ENSG00000099910
Q9BPW8	ENSG00000184117
O75140	ENSG00000100150
Q96Q80	ENSG00000099958
Q96Q80	ENSG00000274437
P0DOY3	ENSG00000211679
P98153	ENSG00000070413
Q86V35	ENSG00000100314
Q9NYZ3	ENSG00000075218
Q09472	ENSG00000100393
Q6IC98	ENSG00000075240
O75600	ENSG00000100116
O95461	ENSG00000133424
Q7RTP6	ENSG00000243156
P11274	ENSG00000186716
B9A064	ENSG00000254709
P33992	ENSG00000100297
Q86V86	ENSG00000198355
P56556	ENSG00000184983
P56556	ENSG00000272765
P56556	ENSG00000277365
P56556	ENSG00000281013
P56556	ENSG00000273397
Q9HBI0	ENSG00000138964
Q92871	ENSG00000100417
Q9NWS6	ENSG00000100376
Q96MU8	ENSG00000183762
Q9Y535	ENSG00000100413
P39023	ENSG00000100316
Q04917	ENSG00000128245
Q9UBR1	ENSG00000100024
O96017	ENSG00000183765
P10635	ENSG00000100197
P10635	ENSG00000275211
Q6UXH1	ENSG00000184164
P53671	ENSG00000182541
Q7Z412	ENSG00000215193
Q9Y6X9	ENSG00000133422
Q15049	ENSG00000100427
Q96FE7	ENSG00000100100
P61218	ENSG00000100142
Q5THK1	ENSG00000183530
Q7Z6Z6	ENSG00000100341
P14174	ENSG00000240972
P14174	ENSG00000276701
P85299	ENSG00000186654
P85298	ENSG00000241484
Q92737	ENSG00000100276
Q9Y512	ENSG00000100347
P48739	ENSG00000180957
A0A590UK83	ENSG00000205704
P53814	ENSG00000183963
Q9NQ50	ENSG00000185608
Q9UDX4	ENSG00000100012
P56693	ENSG00000100146
Q6ICB4	ENSG00000177096
P42356	ENSG00000241973
O43808	ENSG00000100372
P55769	ENSG00000100138
Q96RD6	ENSG00000073150
Q9NRD5	ENSG00000100151
O15547	ENSG00000099957
Q9BY77	ENSG00000100227
O43819	ENSG00000284194
Q9UKX7	ENSG00000093000
A8MYP8	ENSG00000177989
A6NNM3	ENSG00000274600
Q99719	ENSG00000184702
Q15459	ENSG00000099995
Q9HBI1	ENSG00000188677
Q9UFD9	ENSG00000275793
O43251	ENSG00000100320
O43251	ENSG00000277564
Q96PF2	ENSG00000206203
Q9BR01	ENSG00000130540
Q96GD0	ENSG00000241360
Q9Y6U7	ENSG00000099999
Q9Y3A4	ENSG00000189306
O95721	ENSG00000099940
Q9H4I8	ENSG00000183569
Q9HCN8	ENSG00000128228
O43759	ENSG00000100321
Q12772	ENSG00000198911
Q96GP6	ENSG00000244486
P32745	ENSG00000278195
Q9UBB9	ENSG00000100109
Q15735	ENSG00000185133
Q9NST1	ENSG00000100344
P0C7N4	ENSG00000278558
Q9H2D6	ENSG00000100106
Q13356	ENSG00000100023
Q9UDX3	ENSG00000133488
Q9UH03	ENSG00000100167
Q8WUA7	ENSG00000054611
Q9UHP6	ENSG00000100218
Q9BYH1	ENSG00000100095
A0A6I8PU40	ENSG00000253352
A1L190	ENSG00000217442
Q92890	ENSG00000070010
O95922	ENSG00000100271
Q9UMW8	ENSG00000184979
Q6ICL7	ENSG00000100036
O95985	ENSG00000100038
Q8N3F8	ENSG00000100139
P49593	ENSG00000100034
Q8IWF2	ENSG00000100350
Q99705	ENSG00000128285
Q96GF1	ENSG00000138942
Q15080	ENSG00000100365
O43435	ENSG00000184058
P13866	ENSG00000100170
Q9NY91	ENSG00000100191
Q9Y534	ENSG00000172346
O75170	ENSG00000100239
Q99757	ENSG00000100348
P78395	ENSG00000185686
P78395	ENSG00000275013
O75677	ENSG00000128250
B5MCN3	ENSG00000214491
P30566	ENSG00000239900
P56706	ENSG00000188064
O75679	ENSG00000128276
