From	To
P12532	ENSG00000237289
P12532	ENSG00000223572
Q8NBR6	ENSG00000128923
Q9BYZ2	ENSG00000171989
P14618	ENSG00000067225
Q643R3	ENSG00000176454
Q6NSW7	ENSG00000255192
Q9H792	ENSG00000173517
C9JFL3	ENSG00000233041
Q96DM1	ENSG00000182405
P16112	ENSG00000157766
P29122	ENSG00000140479
Q8N8D1	ENSG00000090470
O60658	ENSG00000073417
O60240	ENSG00000166819
Q92186	ENSG00000140557
Q9NXD2	ENSG00000166912
Q9NXD2	ENSG00000277086
Q9NZP6	ENSG00000185823
Q7Z4M0	ENSG00000183324
Q92930	ENSG00000166128
Q6ZRY4	ENSG00000166831
P29762	ENSG00000166426
Q9NYN1	ENSG00000103710
Q96LD8	ENSG00000166192
O15061	ENSG00000182253
A2RTX5	ENSG00000185418
P52657	ENSG00000140307
Q6P4F7	ENSG00000198826
Q6P4F7	ENSG00000275568
P84022	ENSG00000166949
Q8NFY4	ENSG00000137872
Q9Y3Q3	ENSG00000166557
Q9NZR1	ENSG00000128872
Q9NYL9	ENSG00000138594
Q86WT6	ENSG00000185880
Q86WT6	ENSG00000278211
Q9BVW5	ENSG00000075131
Q7Z2Z1	ENSG00000140534
P82912	ENSG00000181991
P09661	ENSG00000131876
Q92541	ENSG00000137815
C9JE40	ENSG00000229474
O75326	ENSG00000138623
O75326	ENSG00000288455
Q8TCT8	ENSG00000138600
O43278	ENSG00000166145
Q9BQE4	ENSG00000131871
Q13621	ENSG00000074803
O14975	ENSG00000140284
A6NGA9	ENSG00000187806
Q12888	ENSG00000067369
Q9Y4G6	ENSG00000171914
Q8NBN3	ENSG00000103978
O43868	ENSG00000137860
Q13596	ENSG00000028528
Q6S5L8	ENSG00000185634
Q7Z699	ENSG00000166068
O75925	ENSG00000033800
Q6IQ55	ENSG00000128881
P35398	ENSG00000069667
Q96TC7	ENSG00000137824
Q6ZNA4	ENSG00000157450
P63162	ENSG00000128739
Q658L1	ENSG00000188659
O94986	ENSG00000103995
Q06547	ENSG00000104064
Q9Y3Q4	ENSG00000138622
Q38SD2	ENSG00000154237
Q9HAT1	ENSG00000140506
Q9UJ55	ENSG00000254585
Q9UJ55	ENSG00000288188
P78559	ENSG00000166963
Q8TE56	ENSG00000140470
Q9NQS1	ENSG00000169857
Q9P035	ENSG00000074696
Q15751	ENSG00000103657
Q86X40	ENSG00000168904
Q6DN12	ENSG00000140563
A2RU49	ENSG00000188266
Q9HBZ2	ENSG00000172379
Q99081	ENSG00000140262
Q8NEH6	ENSG00000138587
P08910	ENSG00000140526
P30926	ENSG00000117971
Q2T9L4	ENSG00000205363
Q9UKX5	ENSG00000137809
Q9H0H3	ENSG00000183655
Q9UBU8	ENSG00000185787
O60566	ENSG00000156970
P0CAP2	ENSG00000255529
Q96S86	ENSG00000140511
