From	To
Q9NUG6	ENSG00000088356
Q9BVI0	ENSG00000025293
Q96KR7	ENSG00000087495
Q8NDH3	ENSG00000215440
Q9H1Q7	ENSG00000132635
Q9NV79	ENSG00000203880
Q9NV79	ENSG00000280663
P12004	ENSG00000132646
A5PLL7	ENSG00000240849
P55058	ENSG00000100979
Q9ULU4	ENSG00000101040
Q9UKY0	ENSG00000171864
O94964	ENSG00000149639
O95292	ENSG00000124164
Q9H488	ENSG00000101346
P35558	ENSG00000124253
P50749	ENSG00000101265
Q9UBG7	ENSG00000124232
P04844	ENSG00000118705
Q9H7V2	ENSG00000101463
P01185	ENSG00000101200
P18031	ENSG00000196396
P35713	ENSG00000203883
Q96RU7	ENSG00000101255
O14818	ENSG00000101182
Q2I0M5	ENSG00000101282
P08579	ENSG00000125870
Q9NZ71	ENSG00000258366
Q9BY42	ENSG00000022277
Q9BYN8	ENSG00000125901
Q9UKK6	ENSG00000132661
Q9H1P3	ENSG00000130703
Q969W9	ENSG00000124225
P03973	ENSG00000124107
P01286	ENSG00000118702
Q92544	ENSG00000101337
Q5VYV7	ENSG00000149346
Q15785	ENSG00000025772
Q9BR10	ENSG00000149634
Q6UDR6	ENSG00000149651
Q5TEA6	ENSG00000101251
O94941	ENSG00000185019
Q96BD0	ENSG00000101187
P78324	ENSG00000198053
Q8TEL6	ENSG00000100991
Q9NUR3	ENSG00000125895
P07204	ENSG00000178726
Q9NQG5	ENSG00000101413
P31431	ENSG00000124145
Q9NR83	ENSG00000125520
P04279	ENSG00000124233
Q13247	ENSG00000124193
Q9BYN0	ENSG00000271303
Q9Y4P9	ENSG00000101222
Q9P2E9	ENSG00000125844
P63220	ENSG00000171858
Q96A57	ENSG00000089063
Q9NUV7	ENSG00000172296
Q9NPE6	ENSG00000061656
P31391	ENSG00000132671
Q969N2	ENSG00000124155
Q8WWT9	ENSG00000158296
Q9NZ72	ENSG00000197457
Q9H4B7	ENSG00000101162
Q8N6M3	ENSG00000197296
Q8TD35	ENSG00000171695
Q8WUT4	ENSG00000125872
Q9BX40	ENSG00000149657
Q15691	ENSG00000101367
Q01101	ENSG00000173404
P48637	ENSG00000100983
O95460	ENSG00000124159
Q7Z434	ENSG00000088888
Q9NQG1	ENSG00000101363
O76076	ENSG00000064205
P14780	ENSG00000100985
A0A0U1RRL7	ENSG00000126005
