From	To
Q9UJU2	ENSG00000138795
Q53GG5	ENSG00000154553
Q96HC4	ENSG00000163110
Q96G03	ENSG00000169299
Q9BZM1	ENSG00000123739
Q9H720	ENSG00000109182
O76074	ENSG00000138735
P35913	ENSG00000133256
Q8N4E4	ENSG00000163440
Q9NRA1	ENSG00000145431
Q99697	ENSG00000164093
O00444	ENSG00000142731
Q5BJH2	ENSG00000132406
P62079	ENSG00000168785
O75795	ENSG00000197888
Q2YD98	ENSG00000163945
P29803	ENSG00000163114
P0CB38	ENSG00000254535
P51157	ENSG00000157869
Q6ZTQ3	ENSG00000169435
P48775	ENSG00000151790
P48775	ENSG00000262635
Q8N614	ENSG00000121895
Q495X7	ENSG00000176979
Q5EBN2	ENSG00000183439
Q9C040	ENSG00000109654
Q9BQ16	ENSG00000196104
Q9BUD6	ENSG00000159674
Q9Y3D5	ENSG00000163319
Q7L099	ENSG00000018189
Q15270	ENSG00000235608
P02814	ENSG00000171201
P57088	ENSG00000109133
Q8TBZ6	ENSG00000145331
Q8N609	ENSG00000174599
O95210	ENSG00000118804
Q8N412	ENSG00000163116
Q15797	ENSG00000170365
Q8IY95	ENSG00000170088
Q8NFZ5	ENSG00000168884
Q96KP6	ENSG00000050730
Q9BYD6	ENSG00000169288
P78317	ENSG00000063978
Q6UXD7	ENSG00000169026
Q99954	ENSG00000109208
Q96HF1	ENSG00000145423
Q96CG3	ENSG00000145365
Q4W5G0	ENSG00000180346
Q8IY51	ENSG00000169989
O94875	ENSG00000154556
A1A4S6	ENSG00000071205
Q9NQZ2	ENSG00000132467
Q9H2B4	ENSG00000145217
P15516	ENSG00000205649
P15516	ENSG00000282967
Q659C4	ENSG00000138709
Q8N0V4	ENSG00000153012
P53582	ENSG00000164024
Q8TCQ1	ENSG00000145416
Q9NSY1	ENSG00000138756
Q9BUT1	ENSG00000164039
P42262	ENSG00000120251
O95237	ENSG00000121207
P26583	ENSG00000164104
P62312	ENSG00000164167
P08235	ENSG00000151623
Q49MG5	ENSG00000164114
O00462	ENSG00000109323
Q6P2P2	ENSG00000164169
P12034	ENSG00000138675
Q13201	ENSG00000138722
Q9BWT6	ENSG00000121211
Q6H8Q1	ENSG00000163995
Q6UWZ7	ENSG00000163322
Q9UGM1	ENSG00000174343
Q9UNQ0	ENSG00000118777
P00326	ENSG00000248144
P33121	ENSG00000151726
Q01484	ENSG00000145362
P35070	ENSG00000174808
Q5BLP8	ENSG00000243449
Q6IE81	ENSG00000077684
P12645	ENSG00000152785
Q96KX1	ENSG00000163633
P48167	ENSG00000109738
P0C0S5	ENSG00000164032
S4R3P1	ENSG00000270394
P50851	ENSG00000198589
Q86UK5	ENSG00000173040
Q9BXS0	ENSG00000188517
Q06265	ENSG00000123737
A8MXD5	ENSG00000215203
Q9C0D6	ENSG00000137460
Q05DH4	ENSG00000164142
Q6V0I7	ENSG00000196159
O43679	ENSG00000169744
Q9P2K1	ENSG00000048342
Q7Z5P4	ENSG00000170509
P32298	ENSG00000125388
Q8IVU3	ENSG00000138642
A6NFD8	ENSG00000187821
Q8TBB1	ENSG00000072201
Q8IY21	ENSG00000137628
P47869	ENSG00000151834
P18505	ENSG00000163288
Q16836	ENSG00000138796
Q14103	ENSG00000138668
Q6NSI3	ENSG00000174137
P02775	ENSG00000163736
P14316	ENSG00000168310
A0A1B0GVH7	ENSG00000234828
Q6UWR7	ENSG00000164303
P83110	ENSG00000170801
Q49A17	ENSG00000174473
Q96P69	ENSG00000155269
Q6UX39	ENSG00000187689
Q13257	ENSG00000164109
Q99735	ENSG00000085871
Q8TAX7	ENSG00000171195
P56730	ENSG00000164099
Q6ZU35	ENSG00000109265
Q14517	ENSG00000083857
Q8NFU4	ENSG00000181617
Q9UN86	ENSG00000138757
P48169	ENSG00000109158
Q14409	ENSG00000229894
O43766	ENSG00000121897
Q3SXY7	ENSG00000183423
Q6ZTZ1	ENSG00000188981
Q5FYB0	ENSG00000180801
P02675	ENSG00000171564
Q9BYJ0	ENSG00000137441
Q14410	ENSG00000196475
O14792	ENSG00000002587
O95202	ENSG00000168924
Q15034	ENSG00000138641
P20155	ENSG00000128040
Q6PIL6	ENSG00000185774
Q96PQ7	ENSG00000109790
Q9Y605	ENSG00000179010
Q2LD37	ENSG00000138688
Q9ULI1	ENSG00000174145
P02671	ENSG00000171560
Q53EU6	ENSG00000138678
Q9HAV7	ENSG00000109519
Q9NP08	ENSG00000215612
Q9NP08	ENSG00000288204
P01591	ENSG00000132465
Q8NHS3	ENSG00000164073
O14718	ENSG00000180245
O94915	ENSG00000075539
Q86XX4	ENSG00000138759
Q8N475	ENSG00000168843
O75879	ENSG00000059691
P15421	ENSG00000197465
Q8TDQ7	ENSG00000163281
Q9NRP0	ENSG00000198856
Q02045	ENSG00000215375
P48645	ENSG00000109255
Q6ZUS6	ENSG00000181982
P43234	ENSG00000256043
P43234	ENSG00000263238
A7E2U8	ENSG00000205129
Q92772	ENSG00000138769
Q5M9N0	ENSG00000163749
Q8N8Q8	ENSG00000163626
Q6ZWB6	ENSG00000183783
Q7L9L4	ENSG00000173542
Q8N1A6	ENSG00000151470
P09417	ENSG00000151552
P32238	ENSG00000163394
P52824	ENSG00000145214
P28907	ENSG00000004468
A0PK11	ENSG00000249581
O15516	ENSG00000134852
Q9NRM1	ENSG00000132464
Q8N441	ENSG00000127418
Q14582	ENSG00000123933
Q9H9K5	ENSG00000226887
Q8TF08	ENSG00000170516
Q13363	ENSG00000159692
Q9BT78	ENSG00000138663
P27707	ENSG00000156136
D6REC4	ENSG00000206113
P05156	ENSG00000205403
Q7Z7G1	ENSG00000109684
P51790	ENSG00000109572
O14810	ENSG00000168993
P08758	ENSG00000164111
Q6ZU67	ENSG00000188848
D6RIA3	ENSG00000248713
Q15723	ENSG00000109381
Q9ULE4	ENSG00000047662
P0CF97	ENSG00000237765
Q16134	ENSG00000171503
O14944	ENSG00000124882
Q6UW88	ENSG00000182585
P54756	ENSG00000145242
Q96N16	ENSG00000152969
P57682	ENSG00000109787
P78314	ENSG00000087266
Q9H0C2	ENSG00000151475
Q8N556	ENSG00000196526
P53367	ENSG00000164144
Q9BPX3	ENSG00000109805
Q6ZW61	ENSG00000181004
O15072	ENSG00000156140
Q9UBX2	ENSG00000260596
Q9NZW4	ENSG00000152591
P12104	ENSG00000145384
Q6UWH4	ENSG00000164125
O43927	ENSG00000156234
Q8N8J7	ENSG00000174749
D6RGX4	ENSG00000229924
P03951	ENSG00000088926
O94988	ENSG00000138640
Q16589	ENSG00000138764
Q7Z449	ENSG00000155016
P0DMC3	ENSG00000248329
P78312	ENSG00000125386
Q6UN15	ENSG00000145216
Q9NRD0	ENSG00000164117
Q9Y2T4	ENSG00000074211
Q8N5Z0	ENSG00000109576
Q8WZ64	ENSG00000047365
Q63HQ0	ENSG00000138660
P58335	ENSG00000163297
Q9C0F1	ENSG00000164118
Q71F23	ENSG00000151725
Q6ZVF9	ENSG00000185477
P03952	ENSG00000164344
Q86Z14	ENSG00000134962
Q92628	ENSG00000170871
Q04756	ENSG00000109758
Q13316	ENSG00000152592
P0C091	ENSG00000183090
Q14331	ENSG00000109536
Q14331	ENSG00000275145
Q14331	ENSG00000283153
Q14331	ENSG00000283630
Q64ET8	ENSG00000205097
Q64ET8	ENSG00000274972
Q64ET8	ENSG00000285063
Q64ET8	ENSG00000285202
Q13480	ENSG00000109458
Q86SF2	ENSG00000109586
Q3SXM0	ENSG00000182308
P55212	ENSG00000138794
O43143	ENSG00000109606
Q9H5J4	ENSG00000170522
O75311	ENSG00000145451
P61296	ENSG00000164107
O43424	ENSG00000152208
P15515	ENSG00000126550
P15515	ENSG00000283046
Q9NXF7	ENSG00000163257
Q9NXV6	ENSG00000168564
P16870	ENSG00000109472
P32321	ENSG00000129187
Q53FE4	ENSG00000138813
P02778	ENSG00000169245
O14625	ENSG00000169248
A0A1B0GW35	ENSG00000250821
O14976	ENSG00000178950
P30968	ENSG00000109163
Q8TC71	ENSG00000163071
Q17RF5	ENSG00000174792
O43490	ENSG00000007062
Q6MZP7	ENSG00000189308
P19838	ENSG00000109320
Q8NBQ5	ENSG00000198189
Q16880	ENSG00000174607
Q9P278	ENSG00000052795
O14979	ENSG00000152795
Q9UHA4	ENSG00000109270
Q96HT8	ENSG00000178988
Q9H903	ENSG00000163738
Q8WX93	ENSG00000129116
Q9H160	ENSG00000168556
Q96CB8	ENSG00000138785
Q9ULD6	ENSG00000164066
Q9H2U2	ENSG00000138777
Q9P2G9	ENSG00000145332
Q9UK39	ENSG00000151014
Q8N3J5	ENSG00000163644
Q08209	ENSG00000138814
Q8IWE2	ENSG00000197712
P15428	ENSG00000164120
Q96LM5	ENSG00000164123
Q14194	ENSG00000072832
Q9NQX1	ENSG00000138738
Q9C0I3	ENSG00000184305
Q8WVX3	ENSG00000164096
Q68CZ6	ENSG00000214367
Q6ZV65	ENSG00000189157
Q2M329	ENSG00000173013
Q96H96	ENSG00000173085
Q8N568	ENSG00000170390
P01133	ENSG00000138798
Q4G0J3	ENSG00000174720
P22607	ENSG00000068078
P53370	ENSG00000170917
Q6ZWL3	ENSG00000145476
P02679	ENSG00000171557
Q9UKA1	ENSG00000118564
Q969H0	ENSG00000109670
P51674	ENSG00000150625
Q9UPQ0	ENSG00000064042
O43677	ENSG00000109390
P22234	ENSG00000128050
Q9P2M1	ENSG00000109771
Q9H204	ENSG00000118579
P78426	ENSG00000163623
Q6UXI9	ENSG00000168743
Q9Y5X5	ENSG00000056291
Q9NX40	ENSG00000109180
A1E959	ENSG00000109205
Q8TCG2	ENSG00000038210
Q3KNV8	ENSG00000185619
P10720	ENSG00000109272
Q12837	ENSG00000151615
Q66K79	ENSG00000109625
Q6ZRC1	ENSG00000181215
Q8IY42	ENSG00000154274
P55157	ENSG00000138823
P28360	ENSG00000163132
Q96NT1	ENSG00000177432
Q9BW91	ENSG00000170502
O43252	ENSG00000138801
O15173	ENSG00000164040
Q96KC9	ENSG00000145309
Q9Y6A5	ENSG00000013810
Q9UMS6	ENSG00000172403
B9EJG8	ENSG00000249242
Q86TJ2	ENSG00000173011
Q9Y6R1	ENSG00000080493
P78316	ENSG00000087269
Q7RTM1	ENSG00000163982
O60245	ENSG00000169851
Q6TCH7	ENSG00000163291
Q9NZF1	ENSG00000145287
Q16585	ENSG00000163069
Q8NHU3	ENSG00000164023
P21815	ENSG00000029559
Q96QK8	ENSG00000163683
Q4ZJI4	ENSG00000164037
Q86UD5	ENSG00000164038
Q8N5G0	ENSG00000250317
A0A1B0GVY4	ENSG00000248771
Q4W5P6	ENSG00000164112
Q9P270	ENSG00000109171
Q6NVV3	ENSG00000163293
O75711	ENSG00000164106
P61009	ENSG00000129128
Q9HD40	ENSG00000109618
Q6UWI2	ENSG00000169116
Q8TBY0	ENSG00000151962
Q13127	ENSG00000084093
Q9UIL1	ENSG00000153130
Q8WTS6	ENSG00000145391
P49207	ENSG00000109475
Q99935	ENSG00000171199
O95487	ENSG00000138802
A0AVI4	ENSG00000168936
Q3MUY2	ENSG00000255072
Q9NQV8	ENSG00000152784
O75446	ENSG00000164105
Q6NUJ1	ENSG00000178597
Q8WU76	ENSG00000184178
Q9C0K1	ENSG00000138821
O94855	ENSG00000150961
Q96PQ0	ENSG00000184985
O43609	ENSG00000164056
Q9HCE5	ENSG00000145388
Q9ULK6	ENSG00000170153
P30876	ENSG00000047315
Q5HYK7	ENSG00000109686
Q8TE82	ENSG00000125089
P25815	ENSG00000163993
A2VDJ0	ENSG00000121210
Q9P2W9	ENSG00000168818
A0PJX4	ENSG00000178343
P32969	ENSG00000163682
Q9H4L7	ENSG00000163104
Q06203	ENSG00000128059
Q8N264	ENSG00000138639
P36537	ENSG00000109181
P36537	ENSG00000275190
Q6NW29	ENSG00000182552
Q9BPW5	ENSG00000128045
Q86SK9	ENSG00000145284
O96028	ENSG00000109685
Q9P2E7	ENSG00000138650
Q9HCL0	ENSG00000189184
Q6V1P9	ENSG00000197410
Q6V1P9	ENSG00000284227
Q01804	ENSG00000164164
P48039	ENSG00000168412
A6NEL2	ENSG00000186212
Q5H8A4	ENSG00000174227
Q9HBX9	ENSG00000171509
Q7Z5S9	ENSG00000164124
Q9H3E2	ENSG00000109762
Q6P9G4	ENSG00000170006
Q7Z6J0	ENSG00000154447
Q7Z392	ENSG00000168538
Q14515	ENSG00000152583
Q5HYJ1	ENSG00000205678
P08294	ENSG00000109610
Q3KNW5	ENSG00000145283
Q9NVA2	ENSG00000138758
Q15669	ENSG00000168421
Q8N9V2	ENSG00000184108
Q8N7C3	ENSG00000179046
Q15399	ENSG00000174125
Q13563	ENSG00000118762
Q99453	ENSG00000109132
P42680	ENSG00000135605
P02776	ENSG00000163737
O94979	ENSG00000138674
O60264	ENSG00000153147
Q8TF72	ENSG00000138771
Q14493	ENSG00000163950
Q8NEY3	ENSG00000150628
Q7RTY5	ENSG00000189099
Q96NL6	ENSG00000151466
Q68CR1	ENSG00000091490
Q14108	ENSG00000138760
Q9NVU7	ENSG00000198301
O43704	ENSG00000173597
P49888	ENSG00000109193
Q9NY57	ENSG00000152953
Q9P246	ENSG00000109689
C9JPN9	ENSG00000227551
Q8IUW5	ENSG00000181826
Q8N4F7	ENSG00000145428
Q495C1	ENSG00000178222
Q8TEA7	ENSG00000145348
Q9NUQ7	ENSG00000109775
Q9NVA4	ENSG00000164168
Q9BSA9	ENSG00000127419
A0A286YF58	ENSG00000273238
O94813	ENSG00000145147
Q9ULZ2	ENSG00000035720
Q9H5L6	ENSG00000168152
A0AVT1	ENSG00000033178
P02771	ENSG00000081051
P09038	ENSG00000138685
Q9NY12	ENSG00000109534
Q9HCC9	ENSG00000159733
Q9Y2E5	ENSG00000013288
P61077	ENSG00000109332
Q9UBK2	ENSG00000109819
P61247	ENSG00000145425
Q9UL52	ENSG00000087128
Q9P2M4	ENSG00000132405
Q15928	ENSG00000131127
Q9BXR5	ENSG00000174123
Q8NB14	ENSG00000170185
Q0WX57	ENSG00000228856
Q0WX57	ENSG00000232264
Q0WX57	ENSG00000231051
Q0WX57	ENSG00000230430
Q0WX57	ENSG00000229579
Q0WX57	ENSG00000231637
Q0WX57	ENSG00000235780
A0A1B0GV85	ENSG00000250673
Q9Y4G8	ENSG00000109756
Q9NQ76	ENSG00000152595
C9JVI0	ENSG00000233136
P10451	ENSG00000118785
P06133	ENSG00000156096
O75310	ENSG00000213759
O60235	ENSG00000153802
Q8IYL2	ENSG00000155275
O76094	ENSG00000174780
O14830	ENSG00000156194
P02808	ENSG00000126549
P02808	ENSG00000282891
Q06330	ENSG00000168214
Q9P2F5	ENSG00000173320
Q6UWM9	ENSG00000135220
Q6UWM9	ENSG00000278216
P54855	ENSG00000196620
Q9H8P0	ENSG00000128039
Q29RF7	ENSG00000121892
Q12923	ENSG00000163629
Q86TI0	ENSG00000065882
O60701	ENSG00000109814
D6RA61	ENSG00000248933
Q8IZU2	ENSG00000150627
P35968	ENSG00000128052
P61086	ENSG00000078140
D6RBM5	ENSG00000250913
P62068	ENSG00000109189
C9J2P7	ENSG00000223569
C9JJH3	ENSG00000231396
Q8N8F6	ENSG00000177752
Q9C0D4	ENSG00000178163
A8MUK1	ENSG00000227140
Q6N021	ENSG00000168769
D6RBQ6	ENSG00000249104
P35251	ENSG00000035928
O14924	ENSG00000159788
Q6MZM9	ENSG00000187533
Q6MZM9	ENSG00000282868
Q96LW4	ENSG00000164306
Q9BY64	ENSG00000135226
D6RCP7	ENSG00000248920
D6R9N7	ENSG00000250844
Q8TBB0	ENSG00000174796
Q9ULC0	ENSG00000164035
P16662	ENSG00000171234
O60763	ENSG00000138768
Q6NXT6	ENSG00000169762
Q9H0I9	ENSG00000151005
D6R901	ENSG00000249811
Q9Y3S2	ENSG00000109445
Q8NEZ3	ENSG00000157796
Q6AWC2	ENSG00000151718
Q6ZMR5	ENSG00000187054
Q9H5U6	ENSG00000168228
Q6PML9	ENSG00000014824
Q17R98	ENSG00000151612
Q9NZH5	ENSG00000250254
Q9Y2C9	ENSG00000174130
Q86YA3	ENSG00000138658
Q14728	ENSG00000109736
P78367	ENSG00000109705
P16234	ENSG00000134853
D6RJB6	ENSG00000250745
Q3SXZ3	ENSG00000250312
Q96MM3	ENSG00000179059
Q86SH2	ENSG00000182223
P0DTE4	ENSG00000173610
O76024	ENSG00000109501
C9JLJ4	ENSG00000232399
Q8N3X6	ENSG00000178177
P37840	ENSG00000145335
O43897	ENSG00000038295
P42681	ENSG00000074966
P29371	ENSG00000169836
Q56VL3	ENSG00000145247
Q8N7B6	ENSG00000163138
Q8IYB9	ENSG00000272602
O43660	ENSG00000171566
A6NK02	ENSG00000250374
Q96I23	ENSG00000145337
Q9P273	ENSG00000218336
P0DJG4	ENSG00000249693
Q8NA56	ENSG00000137473
P49767	ENSG00000150630
Q6ZT07	ENSG00000109436
Q9HC07	ENSG00000134851
O15455	ENSG00000164342
P25874	ENSG00000109424
Q70EK8	ENSG00000145390
P02774	ENSG00000145321
Q9UPY5	ENSG00000151012
Q8TF20	ENSG00000182903
B4DXR9	ENSG00000186777
Q96PM5	ENSG00000163743
Q8IZQ1	ENSG00000163625
O95185	ENSG00000182168
P0DTE5	ENSG00000271271
Q96MU7	ENSG00000083896
Q96MU7	ENSG00000275272
Q6ZWK6	ENSG00000198092
Q08752	ENSG00000171497
Q8N5T2	ENSG00000109680
Q13507	ENSG00000138741
P09936	ENSG00000154277
Q6ZSB9	ENSG00000168826
Q86T26	ENSG00000185873
O60603	ENSG00000137462
Q96EY4	ENSG00000198498
O75083	ENSG00000071127
O15327	ENSG00000109452
P53779	ENSG00000109339
Q15800	ENSG00000052802
Q7Z3B4	ENSG00000138750
A0AV96	ENSG00000163694
