From	To
Q9HAT8	ENSG00000139946
P43116	ENSG00000125384
Q96RV3	ENSG00000100731
Q63HM2	ENSG00000126773
Q13258	ENSG00000168229
A6NEE1	ENSG00000175985
O95428	ENSG00000100767
O43166	ENSG00000197555
Q9Y5K8	ENSG00000100554
Q7L8A9	ENSG00000071246
Q8TD10	ENSG00000151338
P51513	ENSG00000139910
Q6S5H5	ENSG00000187537
Q86U38	ENSG00000196943
Q86U38	ENSG00000285326
Q9HDB5	ENSG00000021645
Q8N3R9	ENSG00000072415
Q15070	ENSG00000155463
P59190	ENSG00000139998
O95072	ENSG00000100918
O95072	ENSG00000285007
Q96NR8	ENSG00000139988
Q96L21	ENSG00000165496
Q8WXH0	ENSG00000054654
Q6ZMZ3	ENSG00000176438
Q17RD7	ENSG00000139973
Q8N9U0	ENSG00000165929
Q8N9U0	ENSG00000276776
Q8NFF2	ENSG00000140090
Q9Y6S9	ENSG00000198208
Q9NP94	ENSG00000165794
P0C7T8	ENSG00000232070
Q9BSI4	ENSG00000092330
Q9BSI4	ENSG00000284915
Q6PL24	ENSG00000100580
P49755	ENSG00000170348
Q07352	ENSG00000185650
A6NKG5	ENSG00000254656
Q16799	ENSG00000139970
Q92696	ENSG00000100949
Q92696	ENSG00000285193
P60900	ENSG00000100902
Q13573	ENSG00000100603
O15321	ENSG00000100926
O15321	ENSG00000285465
Q9H4F8	ENSG00000198732
Q9GZT3	ENSG00000119705
Q13243	ENSG00000100650
P61011	ENSG00000100883
Q9P0W8	ENSG00000042317
Q8WXE9	ENSG00000140022
Q5GAN3	ENSG00000206150
Q07890	ENSG00000100485
Q9H9C1	ENSG00000151445
A0A075B700	ENSG00000211858
A0A075B6Y3	ENSG00000211886
A0A075B6Y9	ENSG00000211847
Q9Y467	ENSG00000165821
Q8WUJ0	ENSG00000198252
Q8WUD1	ENSG00000129472
P07998	ENSG00000129538
Q8WVM8	ENSG00000092108
Q8NBD8	ENSG00000198133
Q00688	ENSG00000100442
O75356	ENSG00000187097
Q16665	ENSG00000100644
Q86SX6	ENSG00000182512
Q6ZRR7	ENSG00000131951
Q99538	ENSG00000100600
Q96L50	ENSG00000165501
Q6PJG2	ENSG00000156030
Q7Z553	ENSG00000139915
Q6P0N0	ENSG00000129534
Q8NEL9	ENSG00000100523
Q8WYK2	ENSG00000140044
P20718	ENSG00000100450
Q7Z4F1	ENSG00000197324
P27448	ENSG00000075413
P61244	ENSG00000125952
P80192	ENSG00000006432
P55010	ENSG00000100664
Q86XA9	ENSG00000129493
Q96AC1	ENSG00000073712
Q14767	ENSG00000119681
Q9Y219	ENSG00000184916
