From	To
Q8IV03	ENSG00000153714
O75970	ENSG00000107186
Q5VZE5	ENSG00000135040
Q15124	ENSG00000154330
Q5T6S3	ENSG00000119403
Q9UPV7	ENSG00000122733
O75151	ENSG00000197724
Q9BRR3	ENSG00000165152
Q9NZQ7	ENSG00000120217
Q9BQ51	ENSG00000197646
Q92824	ENSG00000099139
Q5SRE7	ENSG00000175287
Q99541	ENSG00000147872
Q14914	ENSG00000106853
Q4ADV7	ENSG00000107036
Q9GZR2	ENSG00000148300
Q9GZR2	ENSG00000280706
O95347	ENSG00000136824
Q5VTQ0	ENSG00000155158
Q6UWL2	ENSG00000106868
Q9Y2K6	ENSG00000136878
Q9BTM9	ENSG00000167118
O75348	ENSG00000136888
Q14249	ENSG00000167136
P61106	ENSG00000119396
P23219	ENSG00000095303
Q7Z6M1	ENSG00000136933
Q8IZ41	ENSG00000165105
Q3YEC7	ENSG00000196642
Q9H0F5	ENSG00000137075
Q15527	ENSG00000148291
Q8NGS8	ENSG00000277556
Q5VXU9	ENSG00000165181
Q92529	ENSG00000148082
P28289	ENSG00000136842
Q9Y399	ENSG00000122140
Q76FK4	ENSG00000198000
O00712	ENSG00000147862
Q8IY18	ENSG00000198887
Q9NR46	ENSG00000148341
Q9Y617	ENSG00000135069
P32971	ENSG00000106952
Q9NXH8	ENSG00000198113
Q6PF06	ENSG00000165275
Q99932	ENSG00000137098
P56962	ENSG00000136874
Q8N7X2	ENSG00000197768
Q01974	ENSG00000169071
Q9H0X6	ENSG00000212864
Q92753	ENSG00000198963
Q9NRY2	ENSG00000148153
Q9H330	ENSG00000106771
Q8N5H7	ENSG00000095370
Q9NVV0	ENSG00000095209
Q969S6	ENSG00000187713
Q9NS56	ENSG00000197579
Q9Y490	ENSG00000137076
O14657	ENSG00000136816
Q8N2E6	ENSG00000160404
P23468	ENSG00000153707
P23468	ENSG00000282932
Q9HAS3	ENSG00000197506
P0C874	ENSG00000186788
Q5VVP1	ENSG00000185775
Q8IWB4	ENSG00000276040
Q15464	ENSG00000107338
Q99962	ENSG00000107295
P35030	ENSG00000010438
Q5JS13	ENSG00000136828
Q6KCM7	ENSG00000148339
P60468	ENSG00000106803
Q8NE28	ENSG00000198870
Q8NE28	ENSG00000281245
Q15526	ENSG00000148290
Q15526	ENSG00000280627
Q8IZX4	ENSG00000122728
P32881	ENSG00000120242
