From	To
Q53TS8	ENSG00000155754
Q53TQ3	ENSG00000114933
Q53TQ3	ENSG00000283510
Q53RY4	ENSG00000157992
P48059	ENSG00000169756
Q9Y316	ENSG00000162959
Q9H825	ENSG00000123600
O15055	ENSG00000132326
Q96FA3	ENSG00000197329
Q75T13	ENSG00000197121
Q9BY49	ENSG00000115425
Q9HCR9	ENSG00000128655
Q9UHG3	ENSG00000116005
P54750	ENSG00000115252
Q7Z2X4	ENSG00000153823
Q15116	ENSG00000188389
Q15116	ENSG00000276977
O43924	ENSG00000156973
Q9H2J4	ENSG00000115539
Q0ZLH3	ENSG00000204311
O75159	ENSG00000171150
Q9C0K7	ENSG00000082146
Q658P3	ENSG00000115107
Q9NRP7	ENSG00000163482
P15313	ENSG00000116039
Q8NEY4	ENSG00000143882
Q8NBZ7	ENSG00000115652
Q96A05	ENSG00000250565
Q8N565	ENSG00000118242
P20929	ENSG00000183091
Q6S8J3	ENSG00000188219
A5A3E0	ENSG00000196604
Q6ZMI0	ENSG00000162869
P23760	ENSG00000135903
Q9H0T7	ENSG00000124839
P29558	ENSG00000153250
P62820	ENSG00000138069
Q70E73	ENSG00000173166
Q9HBH5	ENSG00000240857
Q9H0N0	ENSG00000222014
Q53S08	ENSG00000233087
Q6ZP01	ENSG00000177483
A6NKT7	ENSG00000153165
P05976	ENSG00000168530
Q9Y289	ENSG00000138074
Q9NZC9	ENSG00000138375
Q8TD22	ENSG00000144040
Q9C0C4	ENSG00000168758
O95754	ENSG00000135622
Q96HL8	ENSG00000035115
Q92765	ENSG00000162998
Q9BYV2	ENSG00000138100
O60296	ENSG00000115993
Q92519	ENSG00000071575
P31483	ENSG00000116001
Q86X19	ENSG00000186889
Q86V40	ENSG00000186854
P47974	ENSG00000152518
Q6ZSC3	ENSG00000184898
Q8NC44	ENSG00000144567
Q8WXG1	ENSG00000134321
P82675	ENSG00000144029
P82933	ENSG00000135972
Q9BST9	ENSG00000114993
Q6ZNE9	ENSG00000188282
Q16236	ENSG00000116044
Q9HC10	ENSG00000115155
Q9BSG0	ENSG00000135617
P50876	ENSG00000151692
Q8N755	ENSG00000162976
O75533	ENSG00000115524
Q8TER0	ENSG00000162804
Q9BSF0	ENSG00000187699
Q16629	ENSG00000115875
P21549	ENSG00000172482
Q8N831	ENSG00000178021
Q8N801	ENSG00000239605
Q9UEW8	ENSG00000198648
Q16849	ENSG00000054356
P51991	ENSG00000170144
Q6U841	ENSG00000144290
Q9BZV2	ENSG00000135917
Q8WUM9	ENSG00000144136
O00237	ENSG00000239305
Q9NUQ6	ENSG00000196141
A0A286YEX9	ENSG00000284622
Q9NP59	ENSG00000138449
Q99250	ENSG00000136531
Q6PIS1	ENSG00000213901
P35716	ENSG00000176887
Q6ZP80	ENSG00000170417
Q66K66	ENSG00000188760
O60930	ENSG00000171865
Q9H9J2	ENSG00000135900
P31213	ENSG00000277893
Q96SB8	ENSG00000163029
Q02447	ENSG00000172845
Q9P0V3	ENSG00000130147
Q8TEJ3	ENSG00000172985
Q8WVT3	ENSG00000171853
Q96B42	ENSG00000151353
Q9BVS5	ENSG00000171103
Q6IQ16	ENSG00000144228
Q14140	ENSG00000179833
Q96MW7	ENSG00000221944
Q8WZ42	ENSG00000155657
Q7Z698	ENSG00000198369
Q2M3C7	ENSG00000153820
O75886	ENSG00000115145
Q9NQZ5	ENSG00000084090
Q9HBM1	ENSG00000152253
Q9HBM1	ENSG00000277909
P07202	ENSG00000115705
Q9UBZ9	ENSG00000135945
A0A286YF60	ENSG00000284704
P35498	ENSG00000144285
Q7Z4L5	ENSG00000123607
Q6IMI4	ENSG00000138068
Q9UBK7	ENSG00000144134
O75116	ENSG00000134318
A0A286YF01	ENSG00000284718
Q9NY46	ENSG00000153253
Q8WV83	ENSG00000115084
P07316	ENSG00000182187
Q5HY92	ENSG00000182263
Q75VX8	ENSG00000157833
Q3V6T2	ENSG00000115355
Q8WVV9	ENSG00000143889
P98164	ENSG00000081479
Q32MZ4	ENSG00000124831
Q86UE6	ENSG00000162951
Q9H0V9	ENSG00000114988
Q86VH4	ENSG00000176204
Q9UEW3	ENSG00000019169
Q6UB28	ENSG00000172878
Q5I0G3	ENSG00000138400
Q8WWC4	ENSG00000162972
Q9UPY8	ENSG00000084764
P40925	ENSG00000014641
Q9P2E8	ENSG00000144583
Q8TC57	ENSG00000159374
Q9H992	ENSG00000136536
Q13409	ENSG00000077380
O14929	ENSG00000128708
Q14449	ENSG00000115290
Q9HB15	ENSG00000184261
Q13304	ENSG00000144230
Q9NZR2	ENSG00000168702
Q9C0E8	ENSG00000144320
Q9P267	ENSG00000204406
Q56UN5	ENSG00000176601
Q13021	ENSG00000144063
Q9NYL2	ENSG00000091436
Q9Y2U5	ENSG00000169967
P21145	ENSG00000172005
Q96FT7	ENSG00000072182
Q9Y2W7	ENSG00000115041
Q8N7S2	ENSG00000163793
Q9NY74	ENSG00000143971
Q8NBE8	ENSG00000213160
Q0D2K2	ENSG00000168427
O60928	ENSG00000115474
O60282	ENSG00000168280
Q12756	ENSG00000130294
Q07001	ENSG00000135902
P41595	ENSG00000135914
Q9UIF8	ENSG00000123636
Q9UM73	ENSG00000171094
A6NM10	ENSG00000185176
Q9NR80	ENSG00000136002
A8MVX0	ENSG00000214694
