From	To
A6H8Y1	ENSG00000145734
A6H8Y1	ENSG00000273873
Q9BXJ4	ENSG00000082196
O15018	ENSG00000133401
P50479	ENSG00000131435
Q9NR12	ENSG00000196923
Q9BRX2	ENSG00000152684
P35408	ENSG00000171522
Q9H814	ENSG00000164902
Q9NZM6	ENSG00000078795
Q8NBM8	ENSG00000145882
Q08499	ENSG00000113448
P16499	ENSG00000132915
O75340	ENSG00000249915
O95263	ENSG00000113231
P78337	ENSG00000069011
O43164	ENSG00000198961
Q9NYY3	ENSG00000145632
O43678	ENSG00000131495
Q8NC24	ENSG00000164620
Q9BWV2	ENSG00000145757
P21796	ENSG00000213585
Q9BTT4	ENSG00000133398
O43513	ENSG00000155868
O15460	ENSG00000072682
Q9Y5G4	ENSG00000261934
Q9Y5F8	ENSG00000254122
Q9Y5G2	ENSG00000253910
Q9UN70	ENSG00000240184
Q969Q5	ENSG00000169228
Q9H2T7	ENSG00000204764
Q96E17	ENSG00000152932
P20936	ENSG00000145715
Q9NSD7	ENSG00000182631
Q9NSD7	ENSG00000277069
Q96MT1	ENSG00000145860
Q7L0R7	ENSG00000146083
P54136	ENSG00000113643
Q15545	ENSG00000178913
Q16594	ENSG00000273841
Q16594	ENSG00000276463
P26639	ENSG00000113407
Q9C0I1	ENSG00000150712
Q15319	ENSG00000091010
C9JQI7	ENSG00000186952
O94993	ENSG00000039600
O75094	ENSG00000184347
Q9Y6H5	ENSG00000064692
Q9H9B4	ENSG00000164466
Q9BQI6	ENSG00000133302
Q96QR1	ENSG00000161055
Q13309	ENSG00000145604
Q96A61	ENSG00000183718
Q96DC7	ENSG00000113119
Q9Y3B3	ENSG00000134970
Q9BVK6	ENSG00000184840
Q08629	ENSG00000152377
Q96EA4	ENSG00000040275
Q99729	ENSG00000197451
Q96T51	ENSG00000176783
Q96T51	ENSG00000284260
Q92552	ENSG00000113048
Q9NP92	ENSG00000112996
Q9Y5G7	ENSG00000253731
O00254	ENSG00000164220
Q8NBW4	ENSG00000177058
Q9Y666	ENSG00000113504
Q2M3G4	ENSG00000164403
Q92187	ENSG00000113532
O95391	ENSG00000164609
P63208	ENSG00000113558
P36406	ENSG00000113595
Q96PL1	ENSG00000164265
Q8WU08	ENSG00000169302
Q695T7	ENSG00000174358
O60749	ENSG00000205302
Q15025	ENSG00000145901
P62266	ENSG00000186468
O76082	ENSG00000197375
P31040	ENSG00000073578
Q99717	ENSG00000113658
Q9H2E6	ENSG00000092421
Q9C004	ENSG00000187678
Q6ZNK6	ENSG00000255833
Q17RP2	ENSG00000164296
Q9BVS4	ENSG00000058729
Q6PF05	ENSG00000205838
O76061	ENSG00000113739
O15318	ENSG00000113356
P47902	ENSG00000113722
Q9HAZ1	ENSG00000113240
Q9NYQ8	ENSG00000086570
P10915	ENSG00000145681
P31943	ENSG00000169045
P31943	ENSG00000284254
P04035	ENSG00000113161
Q7Z2Q7	ENSG00000186105
O43300	ENSG00000146006
Q12907	ENSG00000169223
P46821	ENSG00000131711
Q9UI17	ENSG00000132837
Q86UD3	ENSG00000173926
O60337	ENSG00000145495
A6NNE9	ENSG00000183654
Q7LFL8	ENSG00000171604
P04141	ENSG00000164400
Q6UX04	ENSG00000153015
Q6PIJ6	ENSG00000145868
P23415	ENSG00000145888
Q9NZL9	ENSG00000038274
Q8N4S9	ENSG00000152939
Q8N4S9	ENSG00000274671
Q13233	ENSG00000095015
O15021	ENSG00000069020
Q6DN14	ENSG00000175471
Q9UJT9	ENSG00000183580
O97980	ENSG00000158497
Q9NQC1	ENSG00000043143
O95235	ENSG00000112984
Q562R1	ENSG00000169067
Q9BYV1	ENSG00000113492
Q9NXU5	ENSG00000185305
