From	To
P07205	ENSG00000170950
Q8WUB8	ENSG00000130024
P20142	ENSG00000096088
O43189	ENSG00000112511
O43189	ENSG00000225553
Q9C0D0	ENSG00000112137
O75167	ENSG00000112419
Q92576	ENSG00000118482
Q8WWQ0	ENSG00000146247
Q96JS3	ENSG00000137338
Q16342	ENSG00000071994
Q9NP56	ENSG00000171408
Q9Y233	ENSG00000112541
Q9NWT1	ENSG00000111845
Q9NWT1	ENSG00000285226
Q6UXB8	ENSG00000164530
Q9UM63	ENSG00000118495
Q13308	ENSG00000112655
P28065	ENSG00000240065
P28065	ENSG00000240118
P28065	ENSG00000243594
P28065	ENSG00000243067
P28065	ENSG00000242711
P28065	ENSG00000243958
P28065	ENSG00000239836
P28065	ENSG00000240508
Q9Y2C5	ENSG00000146039
A7XYQ1	ENSG00000112320
Q9NWH2	ENSG00000215712
Q5VVB8	ENSG00000203756
Q5ST30	ENSG00000137411
Q5ST30	ENSG00000223494
P46939	ENSG00000152818
O95670	ENSG00000213760
O95670	ENSG00000206445
O95670	ENSG00000234668
O95670	ENSG00000226850
O95670	ENSG00000227587
O95670	ENSG00000234920
O95670	ENSG00000230900
Q9Y2C2	ENSG00000111962
A8MW99	ENSG00000269964
Q96G30	ENSG00000135324
Q6P444	ENSG00000146410
Q6NYC8	ENSG00000146112
Q6NYC8	ENSG00000206485
Q6NYC8	ENSG00000225060
Q6NYC8	ENSG00000230341
Q6NYC8	ENSG00000234000
Q6NYC8	ENSG00000229998
Q99466	ENSG00000204301
Q99466	ENSG00000238196
Q99466	ENSG00000223355
Q99466	ENSG00000234876
Q96KW2	ENSG00000158553
Q99489	ENSG00000203797
Q9ULC3	ENSG00000112210
Q7Z419	ENSG00000137393
Q7Z6P3	ENSG00000255587
Q9NTX7	ENSG00000118518
Q96D71	ENSG00000135597
Q92766	ENSG00000124782
O15056	ENSG00000078269
Q5T160	ENSG00000146282
Q7Z7C8	ENSG00000137413
Q8N103	ENSG00000164691
Q4VX76	ENSG00000164674
Q96RJ0	ENSG00000146399
Q9P1P5	ENSG00000146378
O14804	ENSG00000135569
Q96RI8	ENSG00000146383
Q969N4	ENSG00000146385
Q96RI9	ENSG00000237110
Q9NYJ8	ENSG00000055208
Q96FX8	ENSG00000112378
Q02094	ENSG00000112077
O94885	ENSG00000111961
Q8IX30	ENSG00000146197
Q9NRX5	ENSG00000111897
Q6UW10	ENSG00000196260
Q6UW10	ENSG00000206465
Q6UW10	ENSG00000230072
Q6UW10	ENSG00000237814
Q6UW10	ENSG00000225454
Q9UJC5	ENSG00000198478
Q9UJW2	ENSG00000137251
Q15035	ENSG00000065308
Q8IVF5	ENSG00000146426
O95238	ENSG00000124664
Q9BXY4	ENSG00000146374
P82664	ENSG00000048544
P09234	ENSG00000124562
Q9NVS2	ENSG00000096080
Q9Y676	ENSG00000204568
Q9Y676	ENSG00000203624
Q9Y676	ENSG00000223775
Q9Y676	ENSG00000229861
Q9Y676	ENSG00000233813
Q9Y676	ENSG00000226111
Q9Y676	ENSG00000227420
Q13950	ENSG00000124813
Q99946	ENSG00000204314
Q99946	ENSG00000206331
Q99946	ENSG00000235956
Q99946	ENSG00000225141
Q99946	ENSG00000229071
Q99946	ENSG00000229488
Q99946	ENSG00000227122
Q99946	ENSG00000238056
Q9Y6P5	ENSG00000080546
Q13641	ENSG00000146242
Q13641	ENSG00000283085
Q12899	ENSG00000137313
Q12899	ENSG00000231002
Q12899	ENSG00000234046
Q12899	ENSG00000228881
Q12899	ENSG00000231641
Q12899	ENSG00000226060
Q12899	ENSG00000230230
Q12899	ENSG00000234127
P51649	ENSG00000112294
Q9NQE7	ENSG00000112812
Q9H0U9	ENSG00000189241
Q06587	ENSG00000204227
Q06587	ENSG00000206287
Q06587	ENSG00000226788
Q06587	ENSG00000231115
Q06587	ENSG00000228520
Q06587	ENSG00000235107
Q9NRA2	ENSG00000119899
Q5M8T2	ENSG00000182747
Q9H7B2	ENSG00000197498
Q5SSQ6	ENSG00000228727
Q5SSQ6	ENSG00000227074
Q5SSQ6	ENSG00000227861
Q5SSQ6	ENSG00000237918
Q5SSQ6	ENSG00000234951
Q5SSQ6	ENSG00000229176
Q5TGI4	ENSG00000203727
Q93096	ENSG00000112245
Q9P1U0	ENSG00000066379
Q9P1U0	ENSG00000206502
Q9P1U0	ENSG00000233795
Q9P1U0	ENSG00000235176
Q9P1U0	ENSG00000236808
Q9P1U0	ENSG00000224859
Q9P1U0	ENSG00000236949
Q9P1U0	ENSG00000235443
Q8N228	ENSG00000146285
Q9UGP8	ENSG00000025796
Q8TB61	ENSG00000157593
Q9GZR1	ENSG00000112701
Q9P2C4	ENSG00000146433
P14373	ENSG00000204713
P14373	ENSG00000215641
P14373	ENSG00000234495
P14373	ENSG00000237071
P14373	ENSG00000229006
Q5JTD0	ENSG00000137221
P01236	ENSG00000172179
Q9UGC6	ENSG00000091844
Q6DKI1	ENSG00000146223
P28702	ENSG00000204231
P28702	ENSG00000206289
P28702	ENSG00000228333
P28702	ENSG00000235712
P28702	ENSG00000231321
P28702	ENSG00000227322
Q5VUM1	ENSG00000154079
Q496A3	ENSG00000249481
Q5T5C0	ENSG00000164506
P49842	ENSG00000204344
P49842	ENSG00000206342
P49842	ENSG00000236250
P49842	ENSG00000234947
P49842	ENSG00000226257
P49842	ENSG00000226033
B7ZBB8	ENSG00000219607
Q99808	ENSG00000112759
P25398	ENSG00000112306
Q96JX3	ENSG00000122335
Q9NYL5	ENSG00000146233
Q9UBI9	ENSG00000112406
P30511	ENSG00000204642
P30511	ENSG00000206509
P30511	ENSG00000229698
P30511	ENSG00000137403
P30511	ENSG00000235220
P30511	ENSG00000237508
Q9BTT6	ENSG00000137269
Q5TDP6	ENSG00000146166
Q04760	ENSG00000124767
Q9NUN5	ENSG00000168216
P48163	ENSG00000065833
P29966	ENSG00000277443
Q99750	ENSG00000112559
Q8NFP4	ENSG00000112139
P20794	ENSG00000111837
Q8N884	ENSG00000164430
P09210	ENSG00000244067
Q92833	ENSG00000008083
Q7RTV2	ENSG00000182793
P16402	ENSG00000124575
Q13002	ENSG00000164418
P23527	ENSG00000274641
P46095	ENSG00000146360
Q9Y4H4	ENSG00000213654
Q9Y4H4	ENSG00000206314
Q9Y4H4	ENSG00000236697
Q9Y4H4	ENSG00000233490
Q9Y4H4	ENSG00000237052
Q9Y4H4	ENSG00000234243
Q9Y4H4	ENSG00000234508
P62805	ENSG00000274618
P62805	ENSG00000197238
P62805	ENSG00000197837
P62805	ENSG00000158406
P62805	ENSG00000278705
P62805	ENSG00000197061
P62805	ENSG00000270882
P62805	ENSG00000270276
P62805	ENSG00000273542
P62805	ENSG00000277157
P62805	ENSG00000276966
P62805	ENSG00000276180
P62805	ENSG00000278637
P62805	ENSG00000275126
Q9NQE9	ENSG00000111911
Q9Y333	ENSG00000204392
Q9Y333	ENSG00000172850
Q9Y333	ENSG00000231502
Q9Y333	ENSG00000224979
Q9Y333	ENSG00000225998
Q9Y333	ENSG00000236826
Q86VZ4	ENSG00000120256
Q6ZN17	ENSG00000187772
P35410	ENSG00000204687
P35410	ENSG00000206470
P35410	ENSG00000206515
P35410	ENSG00000233141
P35410	ENSG00000234954
P35410	ENSG00000228377
P35410	ENSG00000228515
P35410	ENSG00000237284
Q14244	ENSG00000135525
Q9Y6R4	ENSG00000085511
Q99683	ENSG00000197442
O43318	ENSG00000135341
Q5SRI9	ENSG00000172469
Q7Z4H3	ENSG00000111906
P0DMV8	ENSG00000204389
P0DMV8	ENSG00000215328
P0DMV8	ENSG00000235941
P0DMV8	ENSG00000234475
P0DMV8	ENSG00000237724
Q14573	ENSG00000096433
P12872	ENSG00000096395
Q6UVY6	ENSG00000079931
Q6ZRQ5	ENSG00000146263
Q5JSQ8	ENSG00000256980
Q8NE71	ENSG00000204574
Q8NE71	ENSG00000206490
Q8NE71	ENSG00000236342
Q8NE71	ENSG00000232169
Q8NE71	ENSG00000225989
Q8NE71	ENSG00000231129
Q8NE71	ENSG00000236149
Q9NVV5	ENSG00000146416
Q8TC20	ENSG00000164304
Q9UBP8	ENSG00000146049
P11717	ENSG00000197081
Q9HCI6	ENSG00000168116
Q6P5S2	ENSG00000184530
P67870	ENSG00000204435
P67870	ENSG00000206406
P67870	ENSG00000224774
P67870	ENSG00000228875
P67870	ENSG00000224398
P67870	ENSG00000230700
P67870	ENSG00000232960
Q99880	ENSG00000185130
P17096	ENSG00000137309
Q969J5	ENSG00000164485
Q7Z5Y7	ENSG00000112078
Q9H1H9	ENSG00000137177
Q4VXA5	ENSG00000135314
O95279	ENSG00000164626
Q96T55	ENSG00000095981
P13942	ENSG00000227801
P13942	ENSG00000206290
P13942	ENSG00000204248
P13942	ENSG00000235708
P13942	ENSG00000230930
P01906	ENSG00000206301
P01906	ENSG00000237541
P01906	ENSG00000231526
P01906	ENSG00000257473
P01906	ENSG00000225103
P01906	ENSG00000223793
P01906	ENSG00000233192
P01906	ENSG00000231823
Q9UK97	ENSG00000112146
P42685	ENSG00000111816
Q12948	ENSG00000054598
Q5SW24	ENSG00000164488
Q96EV8	ENSG00000047579
O43491	ENSG00000079819
O43559	ENSG00000137218
