From	To
Q14CX5	ENSG00000138111
O00151	ENSG00000107438
Q01813	ENSG00000067057
Q9BX93	ENSG00000138308
Q9H5P4	ENSG00000186862
Q8NEN9	ENSG00000165650
P18669	ENSG00000171314
Q96FC7	ENSG00000165443
Q96RR1	ENSG00000107815
Q9P0L9	ENSG00000107593
P51160	ENSG00000095464
Q53EL6	ENSG00000150593
O75364	ENSG00000107859
P48426	ENSG00000150867
Q8WTT2	ENSG00000173145
Q86WR7	ENSG00000148426
P10745	ENSG00000265203
Q86V20	ENSG00000122376
Q96FJ0	ENSG00000138134
P10124	ENSG00000122862
P45880	ENSG00000165637
P00749	ENSG00000122861
Q02962	ENSG00000075891
Q5VT03	ENSG00000214562
Q9UHM6	ENSG00000122375
Q6NUJ5	ENSG00000171813
Q9NP72	ENSG00000099246
Q9H2L5	ENSG00000107551
P02753	ENSG00000138207
Q9BQS2	ENSG00000204176
Q9H987	ENSG00000166317
O95359	ENSG00000138162
Q9BT17	ENSG00000148824
A5PKW4	ENSG00000059915
O00767	ENSG00000099194
A0MZ66	ENSG00000187164
Q6P4A7	ENSG00000183605
Q5SRD1	ENSG00000204152
Q01085	ENSG00000151923
Q92563	ENSG00000107742
Q6UX71	ENSG00000120594
O43665	ENSG00000148908
Q9NS39	ENSG00000185736
P78346	ENSG00000148688
Q15404	ENSG00000148484
Q9Y3D3	ENSG00000182180
Q8IZC4	ENSG00000182010
Q8WXA3	ENSG00000204130
P21452	ENSG00000075073
P53992	ENSG00000176986
Q2M3R5	ENSG00000176273
Q9H2G2	ENSG00000065613
P35247	ENSG00000133661
O95858	ENSG00000099282
P48061	ENSG00000107562
Q9NQW1	ENSG00000075826
Q8IWL2	ENSG00000122852
Q9H2K2	ENSG00000107854
Q9Y6L7	ENSG00000095587
Q9UPU3	ENSG00000156395
Q5SQS7	ENSG00000178217
Q9NTN9	ENSG00000095539
Q86XK3	ENSG00000156384
Q6ZUK4	ENSG00000196932
Q96NB2	ENSG00000156398
Q9BX66	ENSG00000095637
Q9HB21	ENSG00000107679
O75602	ENSG00000077327
O95425	ENSG00000197321
Q9HAU5	ENSG00000151461
Q9NR31	ENSG00000079332
Q9H9S3	ENSG00000065665
Q5VWG9	ENSG00000165632
P10632	ENSG00000138115
Q9NQ79	ENSG00000095713
Q9NWT6	ENSG00000166135
P0CJ74	ENSG00000256892
O95970	ENSG00000108231
Q86VH5	ENSG00000198739
Q9NX47	ENSG00000198060
Q5T0T0	ENSG00000165406
Q5T0T0	ENSG00000278545
Q5T686	ENSG00000119986
Q96BP2	ENSG00000172586
Q9H7U1	ENSG00000107771
Q7KZN9	ENSG00000014919
Q9NX09	ENSG00000168209
Q9BZE4	ENSG00000107937
Q8NDV2	ENSG00000154478
P38571	ENSG00000107798
Q86XE5	ENSG00000241935
Q8N456	ENSG00000165383
Q8TCA0	ENSG00000172731
Q9H2I8	ENSG00000148655
Q9C0I9	ENSG00000148814
Q9BSK0	ENSG00000155254
Q5VYJ5	ENSG00000204740
