From	To
Q701N4	ENSG00000205867
Q701N4	ENSG00000278489
Q701N4	ENSG00000281533
O75690	ENSG00000241233
Q9HCJ2	ENSG00000148948
Q9NVC6	ENSG00000042429
Q32M88	ENSG00000142102
Q6PCE3	ENSG00000165434
Q8N2H9	ENSG00000174516
Q9UHJ9	ENSG00000148985
Q9H6A9	ENSG00000197136
P0DJD8	ENSG00000229859
P0DJD7	ENSG00000229183
P0DJD9	ENSG00000256713
P42785	ENSG00000137509
Q9Y5Y4	ENSG00000183134
O00408	ENSG00000186642
Q13370	ENSG00000152270
Q16549	ENSG00000160613
Q9GZP0	ENSG00000170962
Q7Z3Z4	ENSG00000134627
P50454	ENSG00000149257
Q9BUA3	ENSG00000168005
Q9UGK8	ENSG00000129158
P46977	ENSG00000134910
Q9P2Y5	ENSG00000198382
Q86UX7	ENSG00000149781
P49959	ENSG00000020922
Q9Y3B8	ENSG00000076043
Q8NGP4	ENSG00000174937
Q8NGI2	ENSG00000181074
Q9UKS6	ENSG00000165912
Q7Z4N8	ENSG00000149380
O43422	ENSG00000137492
Q9BWF3	ENSG00000173933
Q9Y580	ENSG00000076053
Q9H0U4	ENSG00000174903
Q13702	ENSG00000165917
Q15771	ENSG00000137502
P20340	ENSG00000175582
Q02833	ENSG00000099849
Q02833	ENSG00000273859
A6NK89	ENSG00000189431
P01112	ENSG00000174775
P01112	ENSG00000276536
P25791	ENSG00000135363
Q8WVD5	ENSG00000110315
P19474	ENSG00000132109
Q13671	ENSG00000174791
Q9Y6J9	ENSG00000162227
Q96I59	ENSG00000137513
Q8IV01	ENSG00000173227
Q7L8C5	ENSG00000019505
O43581	ENSG00000011347
Q8NBV8	ENSG00000149043
Q8NBV8	ENSG00000288149
Q86SS6	ENSG00000170743
Q9HCH5	ENSG00000137501
Q9UKI9	ENSG00000137709
P84095	ENSG00000177105
P35542	ENSG00000148965
Q96ER3	ENSG00000166788
Q9NQ34	ENSG00000175348
Q8IWZ4	ENSG00000150244
P0CI25	ENSG00000168930
Q9BSJ1	ENSG00000124900
O14773	ENSG00000166340
A6NGJ6	ENSG00000204450
Q6AZZ1	ENSG00000167333
Q9Y296	ENSG00000196655
Q9Y296	ENSG00000280495
Q9NRS4	ENSG00000137648
Q9BYE2	ENSG00000137747
Q9BZD6	ENSG00000135378
P58753	ENSG00000150455
O75382	ENSG00000110171
Q9C035	ENSG00000132256
Q03395	ENSG00000149489
O95197	ENSG00000133318
Q6ZRI0	ENSG00000188162
O14683	ENSG00000175274
Q9NVD7	ENSG00000197702
Q96H72	ENSG00000165915
Q11206	ENSG00000110080
P0DKB5	ENSG00000261594
Q9BVC6	ENSG00000110108
Q8IYM9	ENSG00000132274
Q969Z4	ENSG00000054967
Q6ZRR5	ENSG00000181264
C9J1S8	ENSG00000223417
C9J1S8	ENSG00000233802
A0A3B3IT33	ENSG00000220948
A6NI03	ENSG00000189253
O75556	ENSG00000124939
Q9HCB6	ENSG00000262655
P62487	ENSG00000168002
Q96MS0	ENSG00000154134
Q9Y345	ENSG00000165970
P62861	ENSG00000149806
Q8N413	ENSG00000162241
Q9NRS6	ENSG00000110025
Q5BJD5	ENSG00000166471
Q96B21	ENSG00000151715
Q8IVM8	ENSG00000149742
Q8TDP1	ENSG00000172922
Q6T423	ENSG00000196600
O43290	ENSG00000175467
P35712	ENSG00000110693
Q86XE0	ENSG00000172803
Q86YD3	ENSG00000149582
Q13296	ENSG00000110484
P17947	ENSG00000066336
Q68D10	ENSG00000179119
Q6B0B8	ENSG00000173825
Q3LXA3	ENSG00000149476
Q8NGN6	ENSG00000182634
Q8NH19	ENSG00000174970
Q8IWT1	ENSG00000177098
Q8IUX1	ENSG00000171204
