From	To
Q8N5I3	ENSG00000198553
Q9UIL8	ENSG00000136147
P52945	ENSG00000139515
O75570	ENSG00000120662
Q5W0Q7	ENSG00000132952
Q9NX57	ENSG00000139832
Q14644	ENSG00000185989
Q14644	ENSG00000280477
P06400	ENSG00000139687
Q01851	ENSG00000152192
P86496	ENSG00000204919
Q8WV15	ENSG00000184497
Q9Y217	ENSG00000139505
Q96PX8	ENSG00000178235
Q6UWJ1	ENSG00000150403
P29144	ENSG00000134900
Q5T4D3	ENSG00000125247
Q92665	ENSG00000102738
Q9Y619	ENSG00000102743
O95171	ENSG00000136155
O00422	ENSG00000150459
Q96T68	ENSG00000136169
Q5W111	ENSG00000123178
Q96KW9	ENSG00000153498
Q96KW9	ENSG00000275865
Q6UWI4	ENSG00000180730
Q9Y252	ENSG00000127870
P46059	ENSG00000088386
A8MV23	ENSG00000253309
Q9Y651	ENSG00000125285
O15198	ENSG00000120693
Q99805	ENSG00000125304
A2A2V5	ENSG00000180440
Q9Y2L1	ENSG00000083520
Q8TAV4	ENSG00000133115
Q9Y6E0	ENSG00000102572
Q9UI36	ENSG00000276644
Q9NR64	ENSG00000150361
Q5SVS4	ENSG00000174032
Q8WWI1	ENSG00000136153
Q9Y4H2	ENSG00000185950
Q9UK53	ENSG00000153487
Q9BW62	ENSG00000102781
Q9UKT7	ENSG00000005812
P09429	ENSG00000189403
Q8TC92	ENSG00000120658
Q86V97	ENSG00000165572
Q7Z4G1	ENSG00000188243
P24530	ENSG00000136160
Q9UL03	ENSG00000102786
Q15835	ENSG00000185974
Q15835	ENSG00000288263
Q14330	ENSG00000125245
P78396	ENSG00000133101
Q6UYE1	ENSG00000186047
Q5TBA9	ENSG00000073910
Q5VYS4	ENSG00000102802
B2RNN3	ENSG00000205863
O00505	ENSG00000102753
Q9Y287	ENSG00000136156
O00410	ENSG00000065150
Q9NV92	ENSG00000102471
Q9Y6H8	ENSG00000121743
P29033	ENSG00000165474
Q6NSX1	ENSG00000123171
Q8WWK9	ENSG00000136108
Q9NRM7	ENSG00000150457
O15068	ENSG00000126217
Q96B26	ENSG00000120699
Q9NPJ6	ENSG00000136146
Q9NSV4	ENSG00000139734
Q9Y2S2	ENSG00000165475
P11279	ENSG00000185896
Q6Y288	ENSG00000187676
P31371	ENSG00000102678
Q5VZF2	ENSG00000139793
Q8IYU8	ENSG00000165487
Q9H4S2	ENSG00000169840
Q8WVZ9	ENSG00000120696
Q8N752	ENSG00000180138
Q9Y4X4	ENSG00000118922
Q13887	ENSG00000102554
P20292	ENSG00000132965
P49336	ENSG00000132964
O75829	ENSG00000136110
A6NNP5	ENSG00000242715
Q9Y2H6	ENSG00000102531
Q5W0A0	ENSG00000165837
P10768	ENSG00000139684
Q92915	ENSG00000102466
Q9BWV3	ENSG00000102543
Q13042	ENSG00000130177
Q86V42	ENSG00000150510
P36888	ENSG00000122025
Q12778	ENSG00000150907
Q96JB2	ENSG00000136152
Q9UEF7	ENSG00000133116
P47775	ENSG00000132975
