From	To
P12532	NP_001015001.1
P12532	NP_001308855.1
P12532	NP_001308856.1
P12532	NP_001308857.1
P12532	NP_066270.1
P12532	XP_011519496.1
P12532	XP_011519497.1
P12532	XP_011519498.1
P12532	XP_011519499.1
P12532	XP_016877858.1
P12532	XP_016877859.1
Q8NBR6	NP_001035540.1
Q8NBR6	NP_001035543.1
Q9BYZ2	NP_149972.1
P14618	NP_001193725.1
P14618	NP_001193726.1
P14618	NP_001193727.1
P14618	NP_001193728.1
P14618	NP_001303247.1
P14618	NP_002645.3
P14618	NP_872270.1
P14618	NP_872271.1
P14618	XP_005254502.1
P14618	XP_016877802.1
Q643R3	NP_705841.2
Q9H792	NP_079052.2
Q9H792	XP_005254727.1
Q9H792	XP_005254728.1
Q9H792	XP_005254730.1
Q9H792	XP_005254731.1
Q9H792	XP_005254732.1
Q9H792	XP_011520335.1
Q9H792	XP_011520336.1
Q9H792	XP_011520337.1
Q9H792	XP_011520338.1
Q9H792	XP_011520339.1
Q9H792	XP_011520340.1
Q9H792	XP_011520341.1
C9JFL3	NP_001139115.1
Q96DM1	NP_689808.2
P16112	NP_001126.3
P16112	NP_037359.3
P16112	XP_011519616.1
P29122	NP_001278238.1
P29122	NP_002561.1
P29122	NP_612192.1
P29122	NP_612195.1
P29122	NP_612196.1
P29122	NP_612197.1
P29122	NP_612198.2
Q8N8D1	NP_005698.1
O60658	NP_001230066.1
O60658	NP_002596.1
O60658	NP_775656.1
O60658	XP_016877800.1
O60240	NP_001138783.1
O60240	NP_002657.3
O60240	XP_005254991.1
Q92186	NP_006002.1
Q9NXD2	NP_060232.2
Q9NZP6	NP_061831.2
Q7Z4M0	NP_001035826.1
Q92930	NP_057614.1
Q6ZRY4	NP_919248.1
P29762	NP_004369.1
Q9NYN1	NP_001294859.1
Q9NYN1	NP_057647.1
Q96LD8	NP_001159812.1
Q96LD8	NP_001165580.1
Q96LD8	NP_001165581.1
Q96LD8	NP_001165582.1
Q96LD8	NP_660205.3
Q96LD8	XP_005254214.1
Q96LD8	XP_011519519.1
O15061	NP_056101.5
O15061	NP_663780.2
A2RTX5	NP_689547.2
P52657	NP_001307858.1
P52657	NP_001307859.1
P52657	NP_004483.1
Q6P4F7	NP_001273408.1
Q6P4F7	NP_001273409.1
Q6P4F7	NP_055598.1
Q6P4F7	NP_955389.1
P84022	NP_001138574.1
P84022	NP_001138575.1
P84022	NP_001138576.1
P84022	NP_005893.1
Q8NFY4	NP_001185928.1
Q8NFY4	NP_065909.1
Q8NFY4	NP_079242.2
Q8NFY4	NP_705869.1
Q8NFY4	NP_705870.1
Q8NFY4	NP_705871.1
Q8NFY4	NP_705872.1
Q8NFY4	XP_005254744.1
Q8NFY4	XP_005254746.1
Q8NFY4	XP_011520379.1
Q8NFY4	XP_011520380.1
Q8NFY4	XP_011520381.1
Q8NFY4	XP_011520382.1
Q8NFY4	XP_011520383.1
Q8NFY4	XP_016878108.1
Q8NFY4	XP_016878109.1
Q8NFY4	XP_016878110.1
Q9Y3Q3	NP_001317305.1
Q9Y3Q3	NP_031390.1
Q9NZR1	NP_001136357.1
Q9NZR1	NP_055363.1
Q9NYL9	NP_055362.1
Q9NYL9	XP_016877576.1
Q9NYL9	XP_016877577.1
Q86WT6	NP_001288073.1
Q86WT6	NP_001288074.1
Q86WT6	NP_001288075.1
Q86WT6	NP_542783.2
Q86WT6	NP_892030.3
Q9BVW5	NP_001276915.1
Q9BVW5	NP_060328.2
Q9BVW5	XP_005254578.1
Q9BVW5	XP_005254579.1
Q9BVW5	XP_006720657.1
Q9BVW5	XP_011520045.1
Q9BVW5	XP_016877879.1
Q7Z2Z1	NP_001294954.1
Q7Z2Z1	NP_689472.3
P82912	NP_001308899.1
P82912	NP_001308901.1
P82912	NP_001308902.1
P82912	NP_001308903.1
P82912	NP_001308905.1
P82912	NP_073750.2
P82912	NP_789775.1
P09661	NP_003081.2
Q92541	NP_055953.3
C9JE40	NP_001138584.1
O75326	NP_001139501.1
O75326	NP_001139502.1
O75326	NP_003603.1
Q8TCT8	NP_116191.2
O43278	NP_001027539.1
O43278	NP_003701.1
O43278	NP_857593.1
O43278	XP_006720720.1
Q9BQE4	NP_060915.2
Q9BQE4	NP_982298.2
Q13621	NP_000329.2
Q13621	NP_001171761.1
O14975	NP_001153101.1
O14975	NP_003636.2
A6NGA9	NP_001073931.1
Q12888	NP_001135451.1
Q12888	NP_001135452.1
Q12888	NP_005648.1
Q9Y4G6	NP_055874.2
Q9Y4G6	XP_016878157.1
Q8NBN3	NP_001103973.1
Q8NBN3	NP_001273416.1
Q8NBN3	NP_056312.2
O43868	NP_004203.2
O43868	XP_011520500.1
Q13596	NP_001229862.1
Q13596	NP_003090.2
Q13596	NP_683758.1
Q6S5L8	NP_976224.3
Q7Z699	NP_689807.1
O75925	NP_001307616.1
O75925	NP_057250.1
O75925	XP_016878177.1
Q6IQ55	NP_775771.3
P35398	NP_002934.1
P35398	NP_599022.1
P35398	NP_599023.1
P35398	NP_599024.1
Q96TC7	NP_001291731.1
Q96TC7	NP_001310823.1
Q96TC7	NP_001310824.1
Q96TC7	NP_060615.1
Q6ZNA4	NP_001257457.1
Q6ZNA4	NP_001257458.1
Q6ZNA4	NP_001257459.1
Q6ZNA4	NP_001317260.1
Q6ZNA4	NP_060080.6
Q6ZNA4	XP_006720642.1
Q6ZNA4	XP_016877827.1
P63162	NP_003088.1
P63162	NP_005669.2
P63162	NP_073716.1
P63162	NP_073717.1
P63162	NP_073718.1
P63162	NP_073719.1
Q658L1	NP_001008227.1
Q658L1	NP_001335631.1
Q658L1	NP_001335632.1
O94986	NP_001181927.1
O94986	NP_055800.2
O94986	XP_006720500.1
Q06547	NP_001307839.1
Q06547	NP_002032.2
Q06547	NP_005245.2
Q06547	NP_057738.1
Q06547	NP_057739.1
Q06547	NP_852092.1
Q06547	XP_005254331.1
Q06547	XP_016877542.1
Q9Y3Q4	NP_005468.1
Q38SD2	NP_078928.3
Q38SD2	XP_011520314.1
Q38SD2	XP_011520315.1
Q9HAT1	NP_068591.2
Q9UJ55	NP_061939.3
P78559	NP_002364.5
Q8TE56	NP_620688.2
Q8TE56	XP_016877473.1
Q9NQS1	NP_065104.1
Q9P035	NP_057479.2
Q15751	NP_003913.3
Q86X40	NP_001271329.1
Q86X40	NP_001308604.1
Q86X40	NP_653199.2
Q86X40	XP_011519520.1
Q6DN12	NP_001153115.1
Q6DN12	NP_001153116.1
Q6DN12	NP_060819.3
Q6DN12	XP_005255012.1
Q6DN12	XP_005255017.1
Q6DN12	XP_006720666.1
Q6DN12	XP_011520073.1
Q6DN12	XP_011520074.1
Q6DN12	XP_016877893.1
Q6DN12	XP_016877894.1
A2RU49	NP_001013641.2
A2RU49	NP_001077081.1
Q9HBZ2	NP_055677.3
Q99081	NP_001293149.1
Q99081	NP_001309080.1
Q99081	NP_001309086.1
Q99081	NP_001309088.1
Q99081	NP_001309091.1
Q99081	NP_001309094.1
Q99081	NP_003196.1
Q99081	NP_996919.1
Q99081	NP_996920.1
Q99081	NP_996921.1
Q99081	NP_996923.1
Q8NEH6	NP_060835.1
P08910	NP_008942.3
P08910	NP_690888.1
P08910	XP_005254889.1
P08910	XP_005254890.1
P08910	XP_011519467.1
P30926	NP_000741.1
P30926	NP_001243496.1
Q2T9L4	NP_001034703.1
Q2T9L4	XP_005254426.1
Q9UKX5	NP_001004439.1
Q9H0H3	NP_071925.2
Q9UBU8	NP_001252532.1
Q9UBU8	NP_001252533.1
Q9UBU8	NP_001252534.1
Q9UBU8	NP_006782.1
Q9UBU8	NP_996670.1
O60566	NP_001202.4
P0CAP2	NP_001018112.1
P0CAP2	NP_056347.1
Q96S86	NP_001294881.1
Q96S86	NP_839946.1
Q13163	NP_001193733.1
Q13163	NP_002748.1
Q13163	NP_660143.1
Q9BRS8	NP_001273608.1
Q9BRS8	NP_060827.2
Q9BRS8	NP_932062.1
Q8IUY3	NP_001012660.1
Q8NA03	NP_001311267.1
Q8NA03	NP_689810.3
Q8NA03	XP_011519607.1
Q8NA03	XP_011519608.1
P20807	NP_000061.1
P20807	NP_077320.1
P20807	NP_775110.1
P20807	NP_775111.1
P20807	NP_775112.1
P20807	NP_775113.1
Q9BV29	NP_001074260.1
Q9BV29	NP_001074261.1
Q9BV29	NP_001276061.1
Q9BV29	NP_443081.1
Q9NVI1	NP_001106849.1
Q9NVI1	NP_060663.2
Q9NVI1	XP_011520058.1
Q9NVI1	XP_011520059.1
Q9NVI1	XP_011520066.1
P07332	NP_001137255.1
P07332	NP_001137256.1
P07332	NP_001137257.1
P07332	NP_001996.1
P07332	XP_005254937.1
P07332	XP_005254939.1
P07332	XP_016877494.1
P07332	XP_016877495.1
P07332	XP_016877496.1
P07332	XP_016877497.1
P07332	XP_016877498.1
P07332	XP_016877499.1
P31644	NP_000801.1
P31644	NP_001158509.1
P31644	XP_005268315.1
P31644	XP_006720522.1
A6NMD2	NP_001269401.1
H3BSY2	NP_001269397.1
P13804	NP_000117.1
P13804	NP_001121188.1
Q68DA7	NP_001096654.1
Q68DA7	NP_001264242.1
Q68DA7	NP_001264243.1
Q68DA7	XP_011519806.1
Q68DA7	XP_016877619.1
Q8TDJ6	NP_001167587.1
Q8TDJ6	NP_001167588.1
Q8TDJ6	NP_056078.2
A6NDK9	NP_001157876.1
P0C870	NP_001108104.1
P20674	NP_004246.2
P16452	NP_000110.2
P16452	NP_001107606.1
P16452	XP_011519651.1
P16452	XP_011519652.1
P16452	XP_011519653.1
O14775	NP_006569.1
O14775	NP_057278.2
P05408	NP_001138229.1
P05408	NP_003011.1
Q13367	NP_001265440.1
Q13367	NP_001265441.1
Q13367	NP_001335370.1
Q13367	NP_004635.2
P59780	NP_005820.1
Q9UPM8	NP_001239056.1
Q9UPM8	NP_031373.2
Q9UPM8	XP_005254321.1
Q9UPM8	XP_006720510.1
Q8WVC0	NP_001273359.1
Q8WVC0	NP_620147.1
O14770	NP_001207411.1
O14770	NP_002390.1
O14770	NP_733774.1
O14770	NP_733775.1
O14770	NP_733776.1
O14770	NP_733777.1
O14770	NP_758526.1
O14770	NP_758527.1
O14770	XP_016877694.1
Q02750	NP_002746.1
Q02750	XP_016877900.1
Q16659	NP_002739.1
Q16659	XP_005254594.1
Q16659	XP_005254595.1
Q16659	XP_005254596.1
Q16659	XP_011520084.1
Q9BZB8	NP_001073001.1
Q9BZB8	NP_001073002.1
Q9BZB8	NP_001073003.1
Q9BZB8	NP_001275748.1
Q9BZB8	NP_085097.3
F8WBI6	NP_001269423.1
Q86VS3	NP_001026885.1
Q86VS3	NP_001271276.1
Q86VS3	NP_001271277.1
Q86VS3	NP_001271278.1
Q86VS3	NP_001309404.1
Q86VS3	NP_073621.2
Q8IUZ0	NP_001185946.1
Q8IUZ0	NP_001185947.1
Q8IUZ0	NP_001271286.1
Q8IUZ0	NP_060161.2
Q8IUZ0	XP_011520017.1
Q8IUZ0	XP_016877847.1
A6NLJ0	NP_001007596.2
A6NLJ0	XP_016877659.1
Q6ZUT6	NP_997263.2
Q9Y3E1	NP_057157.1
Q96AZ6	NP_001290162.1
Q96AZ6	NP_001290163.1
Q96AZ6	NP_001290165.1
Q96AZ6	NP_002192.2
Q96AZ6	XP_005254956.1
Q96AZ6	XP_006720551.1
Q9NP66	NP_001291433.1
Q9NP66	NP_001291434.1
Q9NP66	NP_060670.1
Q9NP66	XP_011519460.1
P83111	NP_001275514.1
P83111	NP_116246.2
P83111	NP_741982.1
Q8WWG1	NP_612640.1
Q8WWG1	XP_016877434.1
Q8WWG1	XP_016877435.1
Q8WWG1	XP_016877436.1
Q8WWG1	XP_016877437.1
P06865	NP_000511.2
P06865	NP_001305754.1
Q8NEZ5	NP_036302.1
Q8NEZ5	NP_671717.1
Q8NEZ5	XP_011519749.1
O95714	NP_004658.3
Q8N9N7	NP_694992.2
P50440	NP_001473.1
Q9C002	NP_115789.1
Q9C002	NP_922946.1
P61769	NP_004039.1
Q96RK4	NP_001239607.1
Q96RK4	NP_001307594.1
Q96RK4	NP_149017.2
Q96RK4	XP_011520150.1
Q96RK4	XP_011520151.1
Q96RK4	XP_016877940.1
Q96RK4	XP_016877941.1
Q96RK4	XP_016877942.1
Q96RK4	XP_016877943.1
Q8N5R6	NP_001274110.1
Q8N5R6	NP_079331.3
Q8N5R6	NP_877592.2
Q6ZRI6	NP_056307.2
Q8WUR7	NP_001153587.1
Q8WUR7	NP_001153588.1
Q8WUR7	NP_653198.2
O43570	NP_001209.1
O43570	NP_996808.1
Q9NV31	NP_060755.1
Q9HD36	NP_001293097.1
Q9HD36	NP_065129.1
Q16548	NP_001108207.1
Q16548	NP_004040.1
P61201	NP_001137359.1
P61201	NP_004227.1
P0C2S0	NP_001139140.1
P0C2S0	XP_005254435.1
P0C2S0	XP_006720567.1
P0C2S0	XP_011519855.1
P0C2S0	XP_016877667.1
Q7L5Y6	NP_001137546.1
Q7L5Y6	NP_001308525.1
Q7L5Y6	NP_060466.2
A6NNL5	NP_001137408.1
P50213	NP_005521.1
Q05D32	NP_057480.2
Q05D32	XP_005254498.1
Q05D32	XP_006720628.1
P21781	NP_002000.1
Q8NHP7	NP_001273370.1
Q8NHP7	NP_689809.2
Q8NHP7	XP_011519600.1
Q9NVX0	NP_001123919.1
Q9NVX0	NP_001310560.1
Q9NVX0	NP_001310561.1
Q9NVX0	NP_060567.1
Q9NVX0	XP_016877885.1
Q9NVX0	XP_016877886.1
C9JR72	NP_001094832.1
Q9Y2Y9	NP_001289390.1
