From	To
P55268	NP_002283.3
P55268	XP_005265184.1
Q8NBL1	NP_689518.1
Q9NZ53	NP_056535.1
Q9BWX1	NP_001265150.1
Q9BWX1	NP_001308055.1
Q9BWX1	NP_001308056.1
Q9BWX1	NP_057567.3
Q8NDX5	NP_001295045.1
Q8NDX5	NP_079223.3
P49585	NP_001299602.1
P49585	NP_005008.2
Q6L8Q7	NP_808881.3
Q9BUL8	NP_009148.2
Q9BUL8	NP_665858.1
Q9BUL8	NP_665859.1
Q9BUL8	XP_005247143.1
Q9BUL8	XP_005247144.1
Q9BUL8	XP_005247145.1
Q9BUL8	XP_006713548.1
Q9BUL8	XP_011510670.1
Q9BUL8	XP_011510671.1
Q9BUL8	XP_016861133.1
Q8WUM4	NP_001155901.1
Q8WUM4	NP_001243121.1
Q8WUM4	NP_037506.2
Q8WW12	NP_001307324.1
Q8WW12	NP_001307326.1
Q8WW12	NP_001307327.1
Q8WW12	NP_001307328.1
Q8WW12	NP_001307329.1
Q8WW12	NP_001307330.1
Q8WW12	NP_065090.1
Q9UKZ9	NP_037495.1
Q9UIW2	NP_115618.3
O43157	NP_001123554.1
O43157	NP_002664.2
O43157	XP_016862120.1
Q9Y4D7	NP_055918.2
Q99570	NP_055417.1
P42336	NP_006209.2
P42336	XP_006713721.1
P42336	XP_011511196.1
P42338	NP_006210.1
P42338	XP_005247587.1
P42338	XP_006713722.1
P42338	XP_011511197.1
P42338	XP_016862108.1
P08473	NP_000893.2
P08473	NP_009218.2
P08473	NP_009219.2
P08473	NP_009220.2
P08473	XP_006713709.1
P08473	XP_006713710.1
P08473	XP_011511157.1
P08473	XP_011511158.1
P08473	XP_011511159.1
Q6ZRP0	NP_001128129.1
P02788	NP_001186078.1
P02788	NP_001308050.1
P02788	NP_001308051.1
P02788	NP_002334.2
O60902	NP_001157150.1
O60902	NP_003021.3
O60902	NP_006875.2
O60902	XP_006713791.1
O60902	XP_016862544.1
Q9Y6A9	NP_054760.3
Q86TL2	NP_940965.1
Q765I0	NP_937795.2
Q765I0	XP_011510933.1
Q96ER9	NP_001243893.1
Q96ER9	NP_001243894.1
Q96ER9	NP_001243895.1
Q96ER9	NP_001243896.1
Q96ER9	NP_001243897.1
Q96ER9	NP_001243898.1
