From	To
Q9NUG6	NP_110442.1
Q9BVI0	NP_057520.2
Q9BVI0	XP_016883353.1
Q9BVI0	XP_016883354.1
Q9BVI0	XP_016883355.1
Q9BVI0	XP_016883356.1
Q96KR7	NP_001186434.1
Q96KR7	NP_001186435.1
Q96KR7	NP_001268436.1
Q96KR7	NP_542403.1
Q96KR7	NP_899067.1
Q96KR7	NP_899069.1
Q96KR7	XP_011526827.1
Q96KR7	XP_016883115.1
Q96KR7	XP_016883116.1
Q96KR7	XP_016883118.1
Q96KR7	XP_016883119.1
Q96KR7	XP_016883120.1
Q8NDH3	NP_001191801.1
Q8NDH3	NP_001191802.1
Q8NDH3	NP_078939.3
Q9H1Q7	NP_001258097.1
Q9H1Q7	NP_073597.2
Q9H1Q7	XP_005260861.1
Q9H1Q7	XP_005260862.1
Q9NV79	NP_001098395.1
Q9NV79	NP_060727.2
P12004	NP_002583.1
P12004	NP_872590.1
A5PLL7	NP_001155977.1
A5PLL7	NP_954580.1
A5PLL7	NP_954673.1
P55058	NP_001229849.1
P55058	NP_001229850.1
P55058	NP_006218.1
P55058	NP_872617.1
Q9ULU4	NP_001268700.1
Q9ULU4	NP_001268701.1
Q9ULU4	NP_001268702.1
Q9ULU4	NP_001268703.1
Q9ULU4	NP_001268704.1
Q9ULU4	NP_001268705.1
Q9ULU4	NP_001268706.1
Q9ULU4	NP_001268707.1
Q9ULU4	NP_001268710.1
Q9ULU4	NP_001268711.1
Q9ULU4	NP_001268712.1
Q9ULU4	NP_001268713.1
Q9ULU4	NP_036540.3
Q9ULU4	NP_898868.1
Q9ULU4	NP_898869.1
Q9ULU4	XP_005260413.1
Q9ULU4	XP_005260417.1
Q9ULU4	XP_005260423.1
Q9ULU4	XP_006723825.1
Q9ULU4	XP_011527053.1
Q9ULU4	XP_016883250.1
Q9ULU4	XP_016883256.1
Q9ULU4	XP_016883257.1
Q9UKY0	NP_036541.2
O94964	NP_542194.2
O94964	NP_954650.2
O95292	NP_001182606.1
O95292	NP_004729.1
Q9H488	NP_056167.1
Q9H488	NP_758436.1
P35558	NP_002582.3
P50749	NP_055552.1
P50749	NP_739580.1
P50749	XP_005260952.1
P50749	XP_016883639.1
P50749	XP_016883640.1
P50749	XP_016883641.1
P50749	XP_016883642.1
Q9UBG7	NP_001268377.1
Q9UBG7	NP_001268378.1
Q9UBG7	NP_055091.2
P04844	NP_001129243.1
P04844	NP_001311228.1
P04844	NP_001311230.1
P04844	NP_001311231.1
P04844	NP_001311232.1
P04844	NP_001311233.1
P04844	NP_001311234.1
P04844	NP_001311235.1
P04844	NP_002942.2
Q9H7V2	NP_001310535.1
Q9H7V2	NP_001310536.1
Q9H7V2	NP_079169.1
Q9H7V2	XP_016883554.1
Q9H7V2	XP_016883555.1
Q9H7V2	XP_016883556.1
Q9H7V2	XP_016883557.1
P01185	NP_000481.2
P01185	XP_011527569.1
P18031	NP_001265547.1
P18031	NP_002818.1
P35713	NP_060889.1
Q96RU7	NP_001288117.1
Q96RU7	NP_001288119.1
Q96RU7	NP_001288122.1
Q96RU7	NP_001288125.1
Q96RU7	NP_001288130.1
Q96RU7	NP_066981.2
O14818	NP_002783.1
Q2I0M5	NP_001025042.2
Q2I0M5	NP_001035096.1
P08579	NP_003083.1
P08579	NP_937863.1
Q9NZ71	NP_001269938.1
Q9NZ71	NP_001269939.1
Q9NZ71	NP_057518.1
Q9NZ71	NP_116575.3
Q9BY42	NP_001269964.1
Q9BY42	NP_001269965.1
Q9BY42	NP_001269966.1
Q9BY42	NP_057491.2
Q9BYN8	NP_110438.1
Q9UKK6	NP_037380.1
Q9UKK6	XP_011527532.1
Q9H1P3	NP_055650.1
Q9H1P3	NP_653081.1
Q9H1P3	XP_016883654.1
Q969W9	NP_001242905.1
Q969W9	NP_064567.2
Q969W9	NP_954638.1
Q969W9	NP_954639.1
Q969W9	NP_954640.1
P03973	NP_003055.1
P01286	NP_001171660.1
P01286	NP_066567.1
P01286	XP_011527086.1
P01286	XP_011527090.1
Q92544	NP_055557.2
Q92544	XP_005260679.1
Q5VYV7	NP_001009608.1
Q15785	NP_006800.2
Q9BR10	NP_542175.1
Q6UDR6	NP_848550.1
Q5TEA6	NP_001258468.1
Q5TEA6	XP_006723710.1
O94941	NP_055763.1
O94941	NP_955447.1
Q96BD0	NP_057438.3
P78324	NP_001035111.1
P78324	NP_001035112.1
P78324	NP_001317657.1
P78324	NP_542970.1
P78324	XP_005260727.1
Q8TEL6	NP_056453.1
Q8TEL6	NP_955400.1
Q9NUR3	NP_001291677.1
Q9NUR3	NP_001291678.1
Q9NUR3	NP_060824.1
Q9NUR3	XP_011527584.1
Q9NUR3	XP_011527585.1
Q9NUR3	XP_011527586.1
Q9NUR3	XP_016883413.1
P07204	NP_000352.1
Q9NQG5	NP_067038.1
P31431	NP_002990.2
Q9NR83	NP_064446.2
P04279	NP_002998.1
Q13247	NP_006266.2
Q9BYN0	NP_542763.1
Q9Y4P9	NP_056232.2
Q9P2E9	NP_001036041.1
Q9P2E9	NP_004578.2
P63220	NP_001015.1
Q96A57	NP_001009923.1
Q96A57	NP_001009924.1
Q96A57	NP_001009925.1
Q96A57	NP_001317913.1
Q96A57	NP_001317914.1
Q96A57	NP_001317915.1
Q96A57	NP_054864.3
Q96A57	XP_016883325.1
Q9NUV7	NP_060797.2
Q9NPE6	NP_003107.1
P31391	NP_001043.2
Q969N2	NP_001171657.1
Q969N2	NP_001171658.1
Q969N2	NP_001171659.1
Q969N2	NP_057021.2
Q8WWT9	NP_001011554.1
Q8WWT9	NP_001180268.1
Q8WWT9	NP_001180269.1
Q8WWT9	NP_073740.2
Q9NZ72	NP_001263239.1
Q9NZ72	NP_056978.2
Q9H4B7	NP_110400.1
Q8N6M3	NP_001073941.1
Q8TD35	NP_001007126.1
Q8TD35	XP_005260257.3
Q8WUT4	NP_689824.2
Q9BX40	NP_653304.2
Q15691	NP_036457.1
Q15691	XP_011526998.1
Q01101	NP_002187.1
P48637	NP_000169.1
P48637	NP_001309423.1
P48637	NP_001309424.1
O95460	NP_085080.1
O95460	NP_085095.1
O95460	XP_005260654.1
Q7Z434	NP_001193420.1
Q7Z434	NP_065797.2
Q9NQG1	NP_001003897.1
Q9NQG1	NP_071360.1
Q9NQG1	XP_016883495.1
Q9NQG1	XP_016883496.1
O76076	NP_001310298.1
O76076	NP_001310299.1
O76076	NP_003872.1
P14780	NP_004985.2
P43681	NP_000735.1
P43681	NP_001243502.1
P43681	XP_011526826.1
Q9UJ99	NP_067071.1
Q9UJ99	XP_011527296.1
Q8NCL9	NP_001291716.1
Q8NCL9	NP_699191.1
P78504	NP_000205.1
P78504	XP_016883196.1
Q2M2Z5	NP_001156494.1
Q2M2Z5	NP_001156495.1
Q2M2Z5	NP_060944.3
O60762	NP_001303963.1
O60762	NP_001303964.1
O60762	NP_001303965.1
O60762	NP_003850.1
Q9BYM8	NP_006453.1
Q9BYM8	NP_112506.2
O43638	NP_004109.1
O14965	NP_001310232.1
O14965	NP_001310233.1
O14965	NP_001310234.1
O14965	NP_003591.2
O14965	NP_940835.1
O14965	NP_940836.1
O14965	NP_940837.1
O14965	NP_940838.1
O14965	NP_940839.1
O14965	XP_016883524.1
Q9H4G0	NP_001245258.1
Q9H4G0	NP_001245259.1
Q9H4G0	NP_001245260.1
Q9H4G0	NP_036288.2
Q9H4G0	NP_818932.1
Q9H4G0	XP_016883205.1
Q9H4G0	XP_016883206.1
Q9H4G0	XP_016883208.1
Q9UJQ1	NP_001186826.1
Q9UJQ1	NP_036393.1
Q9BYK8	NP_001032412.2
Q9BYK8	NP_208384.3
Q96KK3	NP_001309728.1
Q96KK3	NP_002242.2
P18428	NP_004130.2
Q9Y261	NP_068556.2
Q9Y261	NP_710141.1
P56537	NP_001254739.1
P56537	NP_002203.1
P56537	NP_852131.1
P56537	NP_852133.1
Q9H112	NP_543020.2
Q9H112	NP_570612.1
P14138	NP_001289384.1
P14138	NP_001289385.1
P14138	NP_996915.1
P14138	NP_996916.1
P14138	NP_996917.1
Q9NUB4	NP_001243467.1
Q9NUB4	NP_542777.1
Q9BQM9	NP_543015.1
Q96PH6	NP_473453.1
Q30KQ5	NP_001032819.1
Q9H1M4	NP_620713.1
Q9NZU0	NP_037413.1
Q9NZU0	NP_938205.1
Q9NZU0	XP_005260739.1
Q9NZU0	XP_011527506.1
Q9NZU0	XP_011527507.1
Q9Y264	NP_001309738.1
Q9Y264	NP_057069.1
P30305	NP_001274448.1
P30305	NP_001274453.1
P30305	NP_004349.1
P30305	NP_068658.1
P30305	NP_068659.1
Q16517	NP_001309731.1
Q16517	NP_005377.1
Q16517	NP_859017.1
Q9H1M3	NP_543021.1
Q9BQ89	NP_001035812.1
Q9BQ89	NP_001276074.1
Q9BQ89	NP_001276075.1
Q9BQ89	NP_001276076.1
Q9BQ89	NP_113612.1
Q9BQ89	NP_997004.1
Q9BQ89	XP_011527683.1
P41235	NP_000448.3
P41235	NP_001025174.1
P41235	NP_001025175.1
P41235	NP_001245284.1
P41235	NP_001274111.1
P41235	NP_001274112.1
P41235	NP_001274113.1
P41235	NP_787110.2
P41235	NP_849181.1
Q9BQP7	NP_001297267.1
Q9BQP7	NP_001297268.1
Q9BQP7	NP_443097.1
Q9BQP7	XP_016883616.1
Q9BQP7	XP_016883617.1
P01178	NP_000906.1
P01178	XP_011527540.1
Q9NPY3	NP_036204.2
Q9BTV7	NP_112492.2
Q9Y5N1	NP_009163.2
Q9Y5N1	XP_005260323.1
Q96MM6	NP_001184256.1
Q96MM6	NP_443202.3
Q96MM6	XP_016883121.1
Q96L93	NP_001186794.1
Q96L93	NP_001186795.1
Q96L93	NP_078980.3
Q96L93	XP_016883415.1
Q14721	NP_004966.1
Q14721	XP_006723847.1
Q14721	XP_011527101.1
Q9BR39	NP_065166.2
Q9BR39	NP_787109.2
O75354	NP_001107561.1
O75354	NP_001238.2
O75354	NP_001304870.1
O75354	NP_001309307.1
O75354	NP_001309308.1
O75354	NP_001309309.1
O75354	NP_001309310.1
O75354	NP_001309311.1
O75354	NP_001309312.1
O75354	NP_001309313.1
O75354	NP_001309314.1
O75354	NP_001309315.1
O75354	NP_001309316.1
O75354	NP_001309317.1
O75354	NP_001309318.1
O75354	NP_001309319.1
O75354	NP_001309320.1
O75354	NP_001309321.1
O75354	NP_001309322.1
O75354	NP_001309323.1
O75354	NP_001309324.1
O75354	NP_001309325.1
O75354	NP_001309326.1
O75354	NP_001309327.1
O75354	XP_006723728.1
O75354	XP_011527698.1
O75354	XP_011527699.1
Q9BQL6	NP_060141.3
O00567	NP_006383.2
O75110	NP_006036.1
A1L168	NP_001009612.1
Q8NBC4	NP_872390.2
Q8NI51	NP_001255969.1
Q8NI51	NP_001255970.1
Q8NI51	NP_001255971.1
Q8NI51	NP_001255972.1
Q8NI51	NP_001255973.1
Q8NI51	NP_001255974.1
Q8NI51	NP_001255975.1
Q8NI51	NP_001255976.1
Q8NI51	NP_001255977.1
Q8NI51	NP_001255978.1
Q8NI51	NP_001255979.1
Q8NI51	NP_001255980.1
Q8NI51	NP_001255981.1
Q8NI51	NP_001255983.1
Q8NI51	NP_001255984.1
Q8NI51	NP_542185.2
Q8N687	NP_697020.2
Q96SM3	NP_001171628.1
Q96SM3	NP_062555.1
Q9H4K7	NP_056481.1
Q9H4K7	XP_005260450.1
Q9H4K7	XP_011527078.1
Q9H4K7	XP_016883295.1
Q12934	NP_001155177.1
Q12934	NP_001186.1
Q12934	NP_001265535.1
Q12934	NP_001265536.1
Q12934	NP_001265537.1
Q96MZ0	NP_001243666.1
Q96MZ0	NP_001243667.1
Q96MZ0	NP_001243668.1
Q96MZ0	NP_001243669.1
Q96MZ0	NP_076939.3
Q8TDM0	NP_001010974.1
Q8TDM0	NP_060313.3
Q8TDM0	NP_942094.2
Q8TDM0	XP_011527189.1
Q8WYA6	NP_001268424.1
Q8WYA6	NP_110517.2
Q8WYA6	XP_011527219.1
O43837	NP_001317692.1
O43837	NP_008830.2
O43837	NP_777280.1
P41968	NP_063941.3
Q96MY1	NP_001243727.1
Q96MY1	NP_542183.2
Q96MY1	XP_005260345.1
Q96MY1	XP_005260346.1
Q96MY1	XP_016883158.1
Q9UBR2	NP_001327.2
O95528	NP_110404.1
Q9BQN1	NP_848563.1
Q9H116	NP_001303941.1
Q9H116	NP_001303948.1
Q9H116	NP_071927.1
Q9H116	XP_011527623.1
Q9H116	XP_011527624.1
P56381	NP_008817.1
Q8N688	NP_697019.1
Q9H4G1	NP_542177.1
Q5W186	NP_001008693.2
Q9BVV2	NP_001306081.1
Q9BVV2	NP_001306082.1
Q9BVV2	NP_076964.1
Q9BVV2	XP_011527343.1
Q9UNN8	NP_006395.2
P01036	NP_001890.1
Q9H501	NP_001263309.1
Q9H501	NP_057733.2
Q9H501	XP_016883363.1
Q9UKD1	NP_036516.1
Q9UKD1	XP_005260259.1
Q01094	NP_005216.1
O95925	NP_001185915.1
O95925	NP_001289790.1
O95925	NP_065131.1
O43555	NP_001297149.1
O43555	NP_001492.1
O43555	NP_847901.1
O43555	NP_847902.1
O43555	XP_016883312.1
P07199	NP_001801.1
O00167	NP_005235.3
O00167	NP_742108.2
Q9NTX9	NP_001177755.1
Q9NTX9	NP_001177756.1
Q9NTX9	NP_071389.1
Q7L8L6	NP_068598.1
Q5JWF2	NP_001296812.1
Q5JWF2	NP_536350.2
Q5JWF2	XP_016883302.1
O95467	NP_000507.1
O95467	NP_001070956.1
O95467	NP_001070957.1
