From	To
Q9HAT8	NP_067078.1
P43116	NP_000947.2
Q96RV3	NP_001295089.1
Q96RV3	NP_055797.2
Q63HM2	NP_001317106.1
Q63HM2	NP_071940.4
Q13258	NP_000944.1
Q13258	NP_001268398.1
Q13258	XP_005267948.1
A6NEE1	NP_001154970.1
O95428	NP_775733.3
O95428	XP_011535592.1
O95428	XP_011535593.1
O95428	XP_011535594.1
O43166	NP_001271174.1
O43166	NP_001271175.1
O43166	NP_056371.1
O43166	XP_005267573.1
O43166	XP_011534932.1
O43166	XP_011534933.1
O43166	XP_011534934.1
O43166	XP_011534937.1
O43166	XP_016876648.1
O43166	XP_016876649.1
O43166	XP_016876650.1
O43166	XP_016876651.1
O43166	XP_016876652.1
O43166	XP_016876653.1
O43166	XP_016876654.1
O43166	XP_016876655.1
O43166	XP_016876656.1
O43166	XP_016876657.1
O43166	XP_016876658.1
O43166	XP_016876659.1
O43166	XP_016876660.1
O43166	XP_016876661.1
O43166	XP_016876662.1
O43166	XP_016876663.1
O43166	XP_016876664.1
O43166	XP_016876665.1
O43166	XP_016876666.1
O43166	XP_016876667.1
O43166	XP_016876668.1
O43166	XP_016876669.1
O43166	XP_016876675.1
O43166	XP_016876676.1
O43166	XP_016876677.1
O43166	XP_016876678.1
O43166	XP_016876679.1
O43166	XP_016876680.1
O43166	XP_016876681.1
O43166	XP_016876682.1
Q9Y5K8	NP_057078.1
Q7L8A9	NP_055724.1
Q8TD10	NP_001182225.1
Q8TD10	NP_001182226.1
Q8TD10	NP_620059.1
Q8TD10	XP_016876492.1
Q8TD10	XP_016876493.1
Q8TD10	XP_016876494.1
P51513	NP_002506.2
P51513	NP_006480.2
P51513	NP_006482.1
Q6S5H5	NP_001005356.1
Q86U38	NP_001273296.1
Q86U38	NP_777573.1
Q9HDB5	NP_001098720.1
Q9HDB5	NP_001258949.1
Q9HDB5	NP_004787.2
Q9HDB5	NP_620426.2
Q8N3R9	NP_001243479.1
Q8N3R9	NP_071919.2
Q8N3R9	XP_005268060.1
Q8N3R9	XP_011535388.1
Q8N3R9	XP_011535389.1
Q15070	NP_005006.3
P59190	NP_001295083.1
P59190	NP_941959.1
O95072	NP_001041670.1
O95072	NP_005123.2
Q96NR8	NP_689656.2
Q96L21	NP_542784.1
Q8WXH0	NP_055995.4
Q8WXH0	NP_878914.1
Q8WXH0	NP_878917.1
Q8WXH0	NP_878918.2
Q6ZMZ3	NP_689805.3
Q6ZMZ3	XP_005267434.1
Q6ZMZ3	XP_006720126.1
Q6ZMZ3	XP_016876545.1
Q17RD7	NP_114120.2
Q17RD7	XP_006720335.1
Q17RD7	XP_011535521.1
Q17RD7	XP_016877182.1
Q17RD7	XP_016877183.1
Q17RD7	XP_016877184.1
Q8N9U0	NP_001122067.1
Q8N9U0	NP_001122068.1
Q8N9U0	NP_001276063.1
Q8N9U0	NP_689545.1
Q8NFF2	NP_705932.2
Q8NFF2	NP_705933.2
Q8NFF2	NP_705934.1
Q8NFF2	XP_011534743.1
Q8NFF2	XP_011534744.1
Q9Y6S9	NP_113652.2
Q9NP94	NP_001243517.1
Q9NP94	NP_055394.2
P0C7T8	NP_001140155.1
P0C7T8	XP_006720296.1
P0C7T8	XP_011535380.1
P0C7T8	XP_011535381.1
Q9BSI4	NP_001092744.1
Q9BSI4	NP_036593.2
Q6PL24	NP_001333062.1
Q6PL24	NP_001333063.1
Q6PL24	NP_998766.1
P49755	NP_006818.3
Q07352	NP_001231627.1
Q07352	NP_001231630.1
Q07352	NP_004917.2
A6NKG5	NP_001128360.1
Q16799	NP_066959.1
Q16799	NP_996734.1
Q92696	NP_004572.3
Q92696	NP_878256.1
P60900	NP_001269161.1
P60900	NP_001269162.1
P60900	NP_001269163.1
P60900	NP_002782.1
P60900	XP_016876957.1
Q13573	NP_036377.1
O15321	NP_001014842.1
O15321	NP_001275935.1
O15321	NP_006396.2
Q9H4F8	NP_001030024.1
Q9H4F8	NP_071420.1
Q9GZT3	NP_001254792.1
Q9GZT3	NP_001254793.1
Q9GZT3	NP_112487.1
Q13243	NP_001034554.1
Q13243	NP_001307143.1
Q13243	NP_008856.2
P61011	NP_001139754.1
P61011	NP_003127.1
P61011	XP_011535408.1
Q9P0W8	NP_001035518.1
Q9P0W8	NP_060888.2
Q8WXE9	NP_001243359.1
Q8WXE9	NP_149095.2
Q5GAN3	NP_001012264.1
Q07890	NP_008870.2
P0C7M3	NP_001094811.1
Q9H9C1	NP_001180243.1
Q9H9C1	NP_001180244.1
Q9H9C1	NP_001180245.1
Q9H9C1	NP_001180246.1
Q9H9C1	NP_071350.2
Q9Y467	NP_001278375.1
Q9Y467	NP_001278376.1
Q9Y467	NP_005398.2
Q8WUJ0	NP_001124173.1
Q8WUJ0	NP_660294.1
Q8WUD1	NP_001156852.1
Q8WUD1	NP_116235.2
Q8WUD1	XP_016877200.1
P07998	NP_002924.1
P07998	NP_937875.1
P07998	NP_937877.1
P07998	NP_937878.1
Q8WVM8	NP_001244305.1
Q8WVM8	NP_001269961.1
Q8WVM8	NP_057190.2
Q8WVM8	NP_878255.1
Q8NBD8	NP_001335471.1
Q8NBD8	NP_001335472.1
Q8NBD8	NP_001335473.1
Q8NBD8	NP_001335475.1
Q8NBD8	NP_001335476.1
Q8NBD8	NP_001335477.1
Q8NBD8	NP_001335478.1
Q8NBD8	NP_872332.1
Q8NBD8	XP_016876542.1
Q8NBD8	XP_016876544.1
Q00688	NP_002004.1
O75356	NP_001240.1
O75356	NP_001308914.1
O75356	NP_001308915.1
O75356	NP_001308916.1
O75356	NP_001308917.1
O75356	XP_005268281.1
O75356	XP_016877302.1
Q16665	NP_001230013.1
Q16665	NP_001521.1
Q16665	NP_851397.1
Q86SX6	NP_057501.2
