From	To
Q8N5I3	NP_775876.1
Q8N5I3	NP_955751.1
Q9UIL8	NP_001035533.1
Q9UIL8	NP_001035534.1
P52945	NP_000200.1
O75570	NP_004285.2
O75570	XP_005266656.1
O75570	XP_006719960.1
O75570	XP_006719961.1
O75570	XP_006719963.1
O75570	XP_011533620.1
O75570	XP_011533622.1
O75570	XP_011533623.1
O75570	XP_011533625.1
O75570	XP_011533627.1
O75570	XP_016876351.1
O75570	XP_016876352.1
O75570	XP_016876353.1
O75570	XP_016876354.1
O75570	XP_016876355.1
O75570	XP_016876356.1
O75570	XP_016876357.1
O75570	XP_016876358.1
O75570	XP_016876362.1
O75570	XP_016876363.1
O75570	XP_016876364.1
Q5W0Q7	NP_001308461.1
Q5W0Q7	NP_001308462.1
Q5W0Q7	NP_001308463.1
Q5W0Q7	NP_005791.3
Q5W0Q7	XP_005266270.1
Q9NX57	NP_060287.1
Q14644	NP_001307750.1
Q14644	NP_001307751.1
Q14644	NP_031394.2
Q14644	XP_011533143.1
Q14644	XP_011533144.1
P06400	NP_000312.2
Q01851	NP_006228.3
P86496	NP_001123876.1
P86496	NP_001123877.1
P86496	NP_001123878.1
P86496	NP_001123879.1
P86496	NP_940843.1
P86496	XP_016855016.1
Q8WV15	NP_872420.1
Q9Y217	NP_004676.3
Q96PX8	NP_001268432.1
Q96PX8	NP_443142.1
Q6UWJ1	NP_060375.4
Q6UWJ1	XP_006720032.1
Q6UWJ1	XP_011535800.1
P29144	NP_001317517.1
P29144	NP_003282.2
Q5T4D3	NP_001073137.1
Q5T4D3	NP_001273382.1
Q5T4D3	NP_116202.2
Q5T4D3	XP_016876285.1
Q92665	NP_005821.2
Q9Y619	NP_055067.1
O95171	NP_001154178.1
O95171	NP_003834.3
O95171	NP_659001.2
O00422	NP_005861.2
Q96T68	NP_001153780.1
Q96T68	NP_114121.2
Q5W111	NP_001120954.1
Q5W111	NP_065189.1
Q96KW9	NP_660291.2
Q6UWI4	NP_001007539.1
Q9Y252	NP_005968.1
Q9Y252	NP_898864.1
Q9Y252	NP_898865.1
Q9Y252	NP_898866.1
Q9Y252	XP_005266542.1
Q9Y252	XP_005266543.1
Q9Y252	XP_011533479.1
Q9Y252	XP_011533480.1
P46059	NP_005064.1
A8MV23	NP_001094790.1
Q9Y651	NP_009015.1
O15198	NP_001120689.1
O15198	NP_005896.1
Q99805	NP_004791.1
A2A2V5	NP_982276.2
Q9Y2L1	NP_001121698.1
Q9Y2L1	NP_055768.3
Q8TAV4	NP_001137505.1
Q8TAV4	NP_660329.1
Q9Y6E0	NP_001027467.2
Q9Y6E0	NP_003567.2
Q9UI36	NP_004383.4
Q9UI36	NP_542937.3
Q9UI36	NP_542938.3
Q9UI36	XP_011533241.1
Q9NR64	NP_001273654.1
Q9NR64	NP_065917.1
Q5SVS4	NP_001010875.1
Q5SVS4	NP_001273735.1
Q5SVS4	XP_016876013.1
Q8WWI1	NP_001293009.1
Q8WWI1	NP_001317512.1
Q8WWI1	NP_005349.3
Q8WWI1	NP_056667.2
Q9Y4H2	NP_003740.2
Q9UK53	NP_001254657.1
Q9UK53	NP_005528.4
Q9UK53	NP_937860.1
Q9UK53	NP_937861.1
Q9UK53	NP_937862.1
Q9BW62	NP_001014402.1
Q9BW62	NP_115492.1
Q9BW62	XP_005266631.1
Q9UKT7	NP_036290.1
Q9UKT7	XP_005266393.1
P09429	NP_001300821.1
P09429	NP_001300822.1
P09429	NP_002119.1
Q8TC92	NP_001121087.1
Q8TC92	NP_001229792.1
Q8TC92	NP_001334893.1
Q8TC92	NP_001334894.1
Q8TC92	NP_001334895.1
Q8TC92	NP_001334896.1
Q8TC92	NP_001334897.1
Q8TC92	NP_001334898.1
Q8TC92	NP_060463.2
Q8TC92	XP_011533428.1
Q8TC92	XP_011533429.1
Q8TC92	XP_016876126.1
Q8TC92	XP_016876127.1
Q86V97	NP_690867.3
Q7Z4G1	NP_987091.1
Q7Z4G1	NP_987093.1
P24530	NP_000106.1
P24530	NP_001116131.1
P24530	NP_001188326.1
P24530	NP_003982.1
Q9UL03	NP_001035026.1
Q9UL03	NP_001035027.1
Q9UL03	NP_001293020.1
Q9UL03	NP_036273.1
Q9UL03	XP_011533342.1
Q15835	NP_002920.1
Q14330	NP_001091670.1
Q14330	NP_005283.1
Q14330	XP_006720009.1
P78396	NP_001104515.1
P78396	NP_001104516.1
P78396	NP_001104517.1
P78396	NP_003905.1
P78396	XP_011533596.1
P78396	XP_011533597.1
P78396	XP_011533598.1
Q6UYE1	NP_001293064.1
Q6UYE1	NP_945340.2
Q5TBA9	NP_075463.2
Q5VYS4	NP_116238.2
B2RNN3	NP_001007538.1
B2RNN3	XP_011533372.1
O00505	NP_002258.2
Q9Y287	NP_068839.1
O00410	NP_002262.3
O00410	XP_005254109.1
O00410	XP_005254110.1
O00410	XP_011519389.1
O00410	XP_011519390.1
O00410	XP_011519391.1
O00410	XP_011519392.1
O00410	XP_016876051.1
Q9NV92	NP_061953.2
Q9Y6H8	NP_068773.2
Q9Y6H8	XP_011533350.1
P29033	NP_003995.2
P29033	XP_011533351.1
Q6NSX1	NP_001333004.1
Q6NSX1	NP_112580.2
Q8WWK9	NP_001091995.1
Q8WWK9	NP_001273615.1
Q8WWK9	NP_001273616.1
Q8WWK9	NP_060674.3
Q9NRM7	NP_055387.2
Q9NRM7	XP_005266399.1
O15068	NP_001106203.2
O15068	NP_001307744.1
O15068	NP_001307745.1
O15068	NP_001307746.1
O15068	NP_079255.4
Q96B26	NP_852480.1
Q9NPJ6	NP_001257558.1
Q9NPJ6	NP_054885.1
Q9NSV4	NP_001035982.1
Q9NSV4	NP_001245295.1
Q9NSV4	NP_001245296.1
Q9NSV4	NP_001245297.1
Q9NSV4	NP_001245298.1
Q9NSV4	NP_001245299.1
Q9NSV4	NP_112194.2
Q9Y2S2	NP_057058.2
P11279	NP_005552.3
Q6Y288	NP_919299.3
P31371	NP_002001.1
Q5VZF2	NP_001292999.1
Q5VZF2	NP_659002.1
Q5VZF2	NP_997187.1
Q5VZF2	XP_016875798.1
