From	To
Q7RTV0	NP_116147.1
P01127	NP_002599.1
P01127	NP_148937.1
O15031	NP_036533.2
O15031	XP_005261966.1
O15031	XP_005261967.1
O15031	XP_005261968.1
O15031	XP_006724476.1
O15031	XP_016884192.1
O15031	XP_016884193.1
Q7Z3Z3	NP_001008496.2
P36543	NP_001034455.1
P36543	NP_001034456.1
P36543	NP_001687.1
Q6S545	NP_001129685.1
P62877	NP_055063.1
P15153	NP_002863.1
Q9UNT1	NP_001003789.1
Q9UNT1	NP_001124391.1
Q9UNT1	NP_001124392.1
Q9UNT1	NP_001124393.1
Q9UNT1	NP_001124394.1
Q9UNT1	NP_001124395.1
Q9UNT1	NP_009012.1
Q9UNT1	XP_005261956.1
Q9UNT1	XP_011528977.1
Q9UNT1	XP_016884036.1
Q9UNT1	XP_016884037.1
Q9UNT1	XP_016884038.1
Q9UNT1	XP_016884041.1
Q9UNT1	XP_016884042.1
Q9UNT1	XP_016884043.1
Q9UNT1	XP_016884044.1
Q9UNT1	XP_016884045.1
Q9UNT1	XP_016884046.1
Q9UNT1	XP_016884047.1
Q7Z5A7	NP_001076436.1
Q7Z5A7	NP_056196.2
Q15750	NP_006107.1
Q15750	NP_705717.1
P53778	NP_001290181.1
P53778	NP_002960.2
Q8NDV3	NP_001278430.1
Q8NDV3	NP_683515.4
P62318	NP_001265585.1
P62318	NP_004166.1
Q2NKQ1	NP_001035037.1
Q2NKQ1	NP_001091967.1
Q2NKQ1	NP_001091968.1
Q2NKQ1	NP_597711.1
Q12824	NP_001007469.1
Q12824	NP_003064.2
A8K8P3	NP_001007468.1
A8K8P3	NP_001245254.1
A8K8P3	NP_001245255.1
A8K8P3	NP_001245256.1
A8K8P3	NP_055590.2
A8K8P3	XP_006724453.1
A8K8P3	XP_016884640.1
A8K8P3	XP_016884643.1
Q9Y3I0	NP_055121.1
Q6ICC9	NP_115663.2
Q9BZR6	NP_075380.1
Q9NZ20	NP_056530.2
O60733	NP_001004426.1
O60733	NP_001186491.1
O60733	NP_003551.2
O60733	XP_005261821.1
O60733	XP_005261822.1
O60733	XP_005261823.1
O60733	XP_006724395.1
O60733	XP_016884470.1
O60733	XP_016884471.1
O60733	XP_016884477.1
Q9NS69	NP_064628.1
Q9UH36	NP_001013716.2
Q9BVL4	NP_113642.1
Q8IWY4	NP_766638.2
Q8WWX9	NP_536355.1
Q3SXP7	NP_001092764.1
Q3SXP7	XP_005261847.1
Q96HU1	NP_001288778.1
Q96HU1	NP_056520.2
P35625	NP_000353.1
B8ZZ34	NP_001193949.1
B8ZZ34	XP_006724317.1
O60784	NP_001129201.1
O60784	NP_001129202.1
O60784	NP_001129204.1
O60784	NP_005479.1
Q96RJ3	NP_443177.1
Q9NTG1	NP_006062.1
A6NJZ7	NP_001122105.1
Q96D21	NP_055125.2
Q96D21	XP_005261499.1
Q96D21	XP_011528342.1
Q96D21	XP_016884190.1
Q96D21	XP_016884191.1
O76054	NP_001191133.1
O76054	NP_036561.1
O76054	NP_203740.1
A6NGB0	NP_001193981.1
P43320	NP_000487.1
P43320	XP_006724204.1
P43320	XP_011528202.1
Q9BYB4	NP_443730.1
A4QPB2	NP_001129244.1
A4QPB2	NP_872298.1
A4QPB2	XP_006724435.1
A4QPB2	XP_016884572.1
A4QPB2	XP_016884573.1
A4QPB2	XP_016884574.1
A4QPB2	XP_016884575.1
A4QPB2	XP_016884576.1
A4QPB2	XP_016884577.1
Q9BXT6	NP_001157576.1
Q9BXT6	NP_001157577.1
Q9BXT6	NP_001157578.1
Q9BXT6	NP_061868.1
A6NHG4	NP_001077862.1
P07305	NP_005309.1
P30711	NP_000844.2
P30711	NP_001280736.1
P30711	NP_001280737.1
P30711	NP_001280738.1
P30711	NP_001280739.1
P30711	NP_001280740.1
P30711	NP_001280741.1
Q9UGU5	NP_001003681.1
Q9UGU5	XP_006724165.1
Q6ZVW7	NP_001001694.2
Q96F46	NP_001276834.1
Q96F46	NP_055154.3
O95907	NP_037488.2
O95907	XP_016884174.1
O95696	NP_001291737.1
O95696	NP_001291738.1
O95696	XP_016884204.1
O95696	XP_016884205.1
O95696	XP_016884206.1
Q9BV10	NP_077010.1
Q13387	NP_036456.1
Q8N5Z5	NP_001269613.1
Q8N5Z5	NP_001269614.1
Q8N5Z5	NP_001269615.1
Q8N5Z5	NP_078957.2
A0A087X1C5	NP_001335315.1
O15499	NP_005306.1
Q6ZQY2	NP_001277935.1
Q2VPJ9	NP_997527.2
P15018	NP_001244064.1
P15018	NP_002300.1
P15814	NP_064455.1
P15814	NP_690594.1
Q9BY89	NP_001138678.1
Q9BY89	XP_005261850.1
Q9BY89	XP_005261851.1
Q9BY89	XP_006724409.1
O75791	NP_001278753.1
O75791	NP_001278754.1
O75791	NP_001278757.1
O75791	NP_004801.1
Q9BXW7	NP_060299.4
Q9BXW7	NP_149061.1
Q9Y3L3	NP_061830.3
P09601	NP_002124.1
Q9NQG7	NP_071364.4
Q9NQG7	NP_690054.1
Q9NQG7	XP_016884531.1
Q9NQG7	XP_016884532.1
Q9NQG7	XP_016884533.1
P05546	NP_000176.2
Q10567	NP_001118.3
Q10567	NP_001159491.1
Q10567	NP_663782.2
Q9UGY1	NP_077289.1
P23142	NP_001987.2
P23142	NP_006476.2
P23142	NP_006477.2
P23142	NP_006478.2
Q9ULX9	NP_001155044.1
Q9ULX9	NP_001155045.1
Q9ULX9	NP_001155046.1
Q9ULX9	NP_036455.1
Q09327	NP_001091740.1
Q09327	NP_002400.3
Q09327	XP_005261666.1
Q09327	XP_011528486.1
Q09327	XP_011528487.1
Q09327	XP_011528488.1
Q09327	XP_011528489.1
Q09327	XP_011528490.1
Q09327	XP_011528491.1
Q09327	XP_011528492.1
Q09327	XP_011528493.1
Q09327	XP_011528494.1
Q09327	XP_011528496.1
Q09327	XP_016884291.1
Q15759	NP_002742.3
Q9Y6J0	NP_001186210.1
Q9Y6J0	NP_001188358.1
Q9Y6J0	NP_036427.1
Q9Y6J0	XP_016884172.1
Q6ICG6	NP_001009880.1
Q6ICG6	NP_056079.1
Q6ICG6	XP_011528319.1
P12036	NP_066554.2
P13725	NP_001306037.1
P13725	NP_065391.1
Q96JB3	NP_055909.2
Q96JB3	XP_011528309.1
Q96JB3	XP_011528310.1
Q96JB3	XP_011528311.1
Q96JB3	XP_011528312.1
Q96JB3	XP_016884158.1
P21964	NP_000745.1
P21964	NP_001128633.1
P21964	NP_001128634.1
P21964	NP_009294.1
P21964	XP_016884083.1
P21964	XP_016884084.1
O15371	NP_003744.1
Q9BW83	NP_001171172.1
Q9BW83	NP_006851.1
Q9BW83	XP_006724169.1
O00192	NP_001661.1
O00192	XP_006724310.1
O00192	XP_011528482.1
P18848	NP_001666.2
P18848	NP_877962.1
P18848	XP_016884296.1
Q8WTX7	NP_001032755.1
P05162	NP_006489.1
Q9BY27	NP_150282.2
Q9BXF3	NP_001276975.1
Q9BXF3	NP_001276976.1
Q9Y262	NP_001229852.1
Q9Y262	NP_057175.1
Q14390	NP_001269808.1
Q14390	NP_954578.2
Q9UIA0	NP_001304953.1
Q9UIA0	NP_037517.1
Q8WYQ3	NP_001288268.1
Q8WYQ3	NP_998885.1
P53673	NP_001877.1
P53673	XP_016884087.1
Q9NQG6	NP_001291493.1
Q9NQG6	NP_061881.2
Q9NQG6	XP_011528538.1
Q9NQG6	XP_011528539.1
Q9NQG6	XP_011528540.1
Q9NQG6	XP_016884327.1
P53674	NP_001878.1
P53674	XP_011528201.1
Q96RN5	NP_001003891.1
Q96RN5	NP_001280164.1
Q96RN5	NP_001280165.1
Q96RN5	NP_056973.2
Q9UGB7	NP_060054.4
Q9BYW1	NP_001020109.1
Q9BYW1	NP_001020110.1
Q9BYW1	NP_110434.3
Q96G42	NP_612442.2
P49674	NP_001276841.1
P49674	NP_001885.1
P49674	NP_689407.1
P10323	NP_001088.2
Q9BXK5	NP_001257658.1
Q9BXK5	NP_001257659.1
Q9BXK5	NP_001257660.1
Q9BXK5	NP_056182.2
Q9BXK5	XP_011544423.1
Q9BXK5	XP_016884217.1
Q9BXK5	XP_016884218.1
Q9BXK5	XP_016884219.1
Q9BXK5	XP_016884220.1
Q9BXK5	XP_016884221.1
Q9BXK5	XP_016884222.1
Q96NN9	NP_001018070.1
Q96NN9	NP_001139760.1
Q96NN9	NP_653305.1
Q9NZK5	NP_001269154.1
Q9NZK5	NP_001269155.1
Q9NZK5	NP_001269156.1
Q9NZK5	NP_001269157.1
Q9NZK5	NP_001269158.1
Q9NZK5	NP_803124.1
Q9NZK5	XP_011544435.1
Q9P0X4	NP_001003406.1
Q9P0X4	NP_066919.2
Q9Y3M2	NP_001002880.2
Q9Y3M2	NP_056188.1
P50502	NP_003923.2
F5H4B4	NP_001013669.1
F5H4B4	NP_001277959.1
Q8NEG4	NP_612444.2
O43731	NP_006846.1
O43731	NP_057839.1
Q92841	NP_006377.2
Q9BZE7	NP_001193991.1
Q9BZE7	NP_115950.3
Q6NVV7	NP_997210.3
Q6NVV7	XP_011528267.1
Q8WYQ5	NP_001177255.1
