From	To
Q701N4	NP_001004325.1
O75690	NP_066384.2
Q9HCJ2	NP_001245348.1
Q9HCJ2	NP_065980.1
Q9HCJ2	XP_011518540.1
Q9HCJ2	XP_011518541.1
Q9HCJ2	XP_011518542.1
Q9HCJ2	XP_011518543.1
Q9HCJ2	XP_011518544.1
Q9HCJ2	XP_011518545.1
Q9HCJ2	XP_011518546.1
Q9HCJ2	XP_016873559.1
Q9HCJ2	XP_016873560.1
Q9HCJ2	XP_016873561.1
Q9HCJ2	XP_016873562.1
Q9HCJ2	XP_016873563.1
Q9HCJ2	XP_016873564.1
Q9HCJ2	XP_016873565.1
Q9HCJ2	XP_016873566.1
Q9HCJ2	XP_016873567.1
Q9HCJ2	XP_016873568.1
Q9NVC6	NP_004259.3
Q32M88	NP_079368.3
Q32M88	XP_011518685.1
Q32M88	XP_016873844.1
Q6PCE3	NP_775853.2
Q8N2H9	NP_001091980.1
Q8N2H9	NP_001230064.1
Q8N2H9	NP_001230065.1
Q8N2H9	NP_659502.2
Q8N2H9	XP_011543186.1
Q8N2H9	XP_016872954.1
Q9UHJ9	NP_001138910.1
Q9UHJ9	NP_001243164.1
Q9UHJ9	NP_001243165.1
Q9UHJ9	NP_001243166.1
Q9UHJ9	NP_001243167.1
Q9UHJ9	NP_001243168.1
Q9UHJ9	NP_001243169.1
Q9UHJ9	NP_001269967.1
Q9UHJ9	NP_001269968.1
Q9UHJ9	NP_001269969.1
Q9UHJ9	NP_001333327.1
Q9UHJ9	NP_001333329.1
Q9UHJ9	NP_001333334.1
Q9UHJ9	NP_055304.1
Q9UHJ9	XP_006718253.1
Q9UHJ9	XP_006718254.1
Q9UHJ9	XP_011518304.1
Q9UHJ9	XP_011518305.1
Q9UHJ9	XP_011518306.1
Q9H6A9	NP_115599.2
P0DJD8	NP_001073275.1
P0DJD7	NP_001073276.1
P0DJD7	XP_016854970.1
P0DJD9	NP_055039.1
P42785	NP_001306143.1
P42785	NP_005031.1
P42785	NP_955450.2
Q9Y5Y4	NP_004769.2
O00408	NP_001137311.1
O00408	NP_001139681.1
O00408	NP_001230713.1
O00408	NP_002590.1
Q13370	NP_000913.2
Q16549	NP_004707.2
Q9GZP0	NP_079484.1
Q9GZP0	NP_149126.1
Q7Z3Z4	NP_689644.2
P50454	NP_001193943.1
P50454	NP_001226.2
P50454	XP_011543629.1
Q9BUA3	NP_612480.1
Q9UGK8	NP_036271.1
P46977	NP_001265432.1
P46977	NP_001265433.1
P46977	NP_689926.1
P46977	XP_011541109.1
Q9P2Y5	NP_003360.2
Q86UX7	NP_113659.3
Q86UX7	NP_848537.1
Q86UX7	XP_011543596.1
