From	To
Q9ULX7	NP_036245.1
Q01518	NP_001099000.1
Q01518	NP_006358.1
Q01518	XP_005270425.1
Q01518	XP_011538811.1
Q01518	XP_011538812.1
Q01518	XP_011538813.1
Q01518	XP_011538814.1
Q01518	XP_011538815.1
Q01518	XP_011538816.1
Q01518	XP_011538817.1
Q01518	XP_016855556.1
Q01518	XP_016855557.1
Q01518	XP_016855558.1
Q01518	XP_016855559.1
Q01518	XP_016855560.1
Q01518	XP_016855561.1
Q5VVM6	NP_001074319.1
Q5VVM6	XP_011540369.1
Q5VVM6	XP_011540370.1
Q5VVM6	XP_016857714.1
Q5VVM6	XP_016857715.1
O60341	NP_001009999.1
O60341	NP_055828.2
Q5TCM9	NP_848525.1
P16581	NP_000441.2
P61326	NP_002361.1
A1L020	NP_001087194.1
Q13113	NP_005755.1
P36871	NP_001166289.1
P36871	NP_001166290.1
P36871	NP_002624.2
P56645	NP_001276790.1
P56645	NP_001276791.1
P56645	NP_001276792.1
P56645	NP_001276793.1
P56645	NP_058515.1
Q86YL7	NP_001006625.1
Q86YL7	NP_001006626.1
Q86YL7	NP_006465.3
Q86YL7	NP_938203.2
Q86YL7	XP_006710358.1
Q86YI8	NP_722519.2
Q8IZ21	NP_001041648.1
Q8IZ21	NP_076412.3
Q8IZ21	XP_016857657.1
Q8IZ21	XP_016857662.1
P43115	NP_001119516.1
P43115	NP_942007.1
P43115	NP_942008.1
P43115	NP_942009.1
P43115	NP_942010.1
P43115	NP_942011.1
P43115	NP_942012.1
Q15121	NP_001284505.1
Q15121	NP_001284506.1
Q15121	NP_001284507.1
Q15121	NP_003759.1
Q15121	XP_006711662.1
Q5VY43	NP_001073940.1
Q5VY43	XP_005245198.1
Q5VY43	XP_011507812.1
Q5VY43	XP_016856725.1
A6NKB5	NP_055616.3
Q8IXK0	NP_004418.2
Q8IXK0	NP_932157.1
Q8IXK0	XP_005270627.1
Q8IXK0	XP_016856005.1
Q8IXK0	XP_016856006.1
Q8IXK0	XP_016856007.1
Q6P3X8	NP_001017434.1
Q6P3X8	NP_733843.1
Q6P3X8	XP_011542461.1
Q6P3X8	XP_011542463.1
Q8N414	NP_001245240.1
Q9H4B4	NP_004064.2
P98160	NP_001278789.1
P98160	NP_005520.4
Q9UBV8	NP_036524.1
Q07343	NP_001032416.1
Q07343	NP_001032417.1
Q07343	NP_001032418.1
Q07343	NP_001284369.1
Q07343	NP_001284370.1
Q07343	NP_001284371.1
Q07343	NP_002591.2
Q8NBP7	NP_777596.2
O75051	NP_079455.3
Q5T2W1	NP_001188254.1
Q5T2W1	NP_001188255.1
Q5T2W1	NP_002605.2
Q5T2W1	XP_016856953.1
Q92786	NP_001257545.1
Q92786	NP_002754.2
