From	To
Q9UJU2	NP_001124185.1
Q9UJU2	NP_001124186.1
Q9UJU2	NP_001159591.1
Q9UJU2	NP_057353.1
Q53GG5	NP_001107579.1
Q53GG5	NP_055291.2
Q96HC4	NP_001011515.1
Q96HC4	NP_001011516.1
Q96HC4	NP_001243358.1
Q96HC4	NP_006448.4
Q96G03	NP_060760.2
Q9BZM1	NP_110448.2
Q9H720	NP_001273720.1
Q9H720	NP_079363.2
O76074	NP_001074.2
O76074	NP_236914.2
O76074	NP_246273.2
P35913	NP_000274.2
P35913	NP_001138763.1
P35913	NP_001138764.1
P35913	XP_016863774.1
P35913	XP_016863775.1
Q8N4E4	NP_689614.2
Q9NRA1	NP_057289.1
Q9NRA1	XP_016863945.1
Q99697	NP_000316.2
Q99697	NP_001191326.1
Q99697	NP_001191327.1
Q99697	NP_001191328.1
Q99697	NP_700475.1
Q99697	NP_700476.1
Q99697	XP_011530329.1
O00444	NP_001177728.1
O00444	NP_001177730.1
O00444	NP_055079.3
Q5BJH2	NP_001284480.1
Q5BJH2	NP_001284481.1
Q5BJH2	NP_116316.1
Q5BJH2	XP_005248091.1
P62079	NP_005714.2
O75795	NP_001068.1
Q2YD98	NP_001304863.1
Q2YD98	NP_001304864.1
Q2YD98	NP_065945.2
Q2YD98	XP_016863979.1
Q2YD98	XP_016863980.1
Q2YD98	XP_016863981.1
Q2YD98	XP_016863982.1
Q2YD98	XP_016863983.1
P29803	NP_005381.1
P51157	NP_001017979.1
P51157	NP_001153073.1
P51157	NP_004240.2
Q6ZTQ3	NP_001257320.1
Q6ZTQ3	NP_001257321.1
Q6ZTQ3	NP_803876.1
Q6ZTQ3	NP_958834.1
Q6ZTQ3	XP_011529990.1
P48775	NP_005642.1
Q8N614	NP_001290157.1
Q8N614	NP_079219.1
Q8N614	XP_011512051.1
Q495X7	NP_001244954.1
Q495X7	NP_689833.1
Q495X7	XP_011529985.1
Q5EBN2	NP_001012414.1
Q9C040	NP_001123539.1
Q9C040	NP_056086.2
Q9C040	XP_016863433.1
Q9C040	XP_016863434.1
Q9C040	XP_016863437.1
Q9C040	XP_016863438.1
Q9C040	XP_016863439.1
Q9C040	XP_016863440.1
Q9C040	XP_016863441.1
Q9BQ16	NP_001035249.1
Q9BQ16	NP_001191281.1
Q9BQ16	NP_001191282.1
Q9BQ16	NP_001191283.1
Q9BQ16	NP_001191284.1
Q9BQ16	NP_001191285.1
Q9BQ16	NP_001191287.1
Q9BQ16	NP_001238896.1
Q9BQ16	NP_058646.2
Q9BQ16	XP_011530320.1
Q9BQ16	XP_016863747.1
Q9BUD6	NP_001121797.1
Q9BUD6	NP_001185950.1
Q9BUD6	NP_036577.1
Q9Y3D5	NP_001284698.1
Q9Y3D5	NP_001284699.1
Q9Y3D5	NP_057151.1
Q7L099	NP_001032519.1
Q7L099	NP_001124181.1
Q7L099	NP_001278922.1
Q7L099	NP_001278923.1
Q7L099	NP_001332769.1
Q7L099	NP_055776.1
P02814	NP_006676.1
P57088	NP_060596.2
P57088	XP_005248173.1
P57088	XP_005248174.1
Q8TBZ6	NP_001128137.1
Q8TBZ6	NP_001128138.1
Q8TBZ6	NP_689505.1
Q8TBZ6	XP_005263409.1
Q8TBZ6	XP_006714480.1
Q8N609	NP_689615.2
O95210	NP_003934.1
Q8N412	NP_777612.1
Q15797	NP_001003688.1
Q15797	NP_005891.1
Q15797	XP_005263049.1
Q15797	XP_006714280.1
Q15797	XP_011530263.1
Q15797	XP_011530264.1
Q15797	XP_011530265.1
Q15797	XP_011530266.1
Q8IY95	NP_001093859.1
Q8NFZ5	NP_001154999.1
Q8NFZ5	NP_001278945.1
Q8NFZ5	NP_077285.3
Q96KP6	NP_001122315.2
Q96KP6	NP_001231693.1
Q96KP6	NP_079149.3
Q9BYD6	NP_064621.3
Q9BYD6	XP_011530500.1
Q9BYD6	XP_011530501.1
P78317	NP_001171938.1
P78317	NP_001171939.1
P78317	NP_002929.1
Q6UXD7	NP_001281270.1
Q6UXD7	NP_001281271.1
