From	To
Q96MP8	NP_001161433.1
Q96MP8	NP_694578.1
Q2M2H8	NP_001280555.1
O94880	NP_055475.2
P15259	NP_000281.2
Q16816	NP_001245388.1
Q16816	NP_006204.1
Q86TG7	NP_001035242.1
Q86TG7	NP_001165908.1
Q86TG7	NP_001165909.1
Q86TG7	NP_001171890.1
Q86TG7	NP_001171891.1
Q86TG7	NP_055883.2
Q14123	NP_001177985.1
Q14123	NP_001177986.1
Q14123	NP_001177987.2
Q14123	NP_001177988.1
Q14123	NP_001308984.1
Q14123	NP_001308985.1
Q14123	NP_001308986.1
Q14123	NP_001308987.1
Q14123	NP_001308988.1
Q14123	NP_005011.1
Q14123	XP_016867756.1
Q9Y6V0	NP_055325.2
Q9Y6V0	NP_149015.2
Q15113	NP_002584.2
P04085	NP_002598.4
P04085	NP_148983.1
Q9HCM2	NP_001099013.1
Q9HCM2	NP_065962.1
Q9HCM2	NP_861440.2
Q9HCM2	XP_005250743.1
Q9HCM2	XP_006716234.1
Q8TDX9	NP_612152.1
Q96NK8	NP_073565.2
O00483	NP_002480.1
Q16718	NP_001269348.1
Q16718	NP_001269349.1
Q16718	NP_001269350.1
Q16718	NP_001269351.1
Q16718	NP_004991.1
Q16864	NP_001185838.1
Q16864	NP_004222.2
Q9UL63	NP_001138826.1
Q9UL63	NP_001308245.1
Q9UL63	NP_037387.2
Q9UI43	NP_037525.1
Q9Y5A7	NP_001230280.1
Q9Y5A7	NP_057202.3
Q9Y5A7	XP_005250068.1
Q9Y5A7	XP_016867795.1
O96001	NP_001138595.1
O96001	NP_006649.2
O96001	XP_011513396.1
O95007	NP_001005281.1
Q8N7R1	NP_872401.3
A4D1S5	NP_001008749.2
A4D1S5	XP_005250053.1
A4D1S5	XP_016867696.1
Q16654	NP_002603.1
C9J798	XP_005250141.1
Q9UJ41	NP_001273989.1
Q9UJ41	NP_001273990.1
Q9UJ41	NP_001273991.1
Q9UJ41	NP_055319.1
P63000	NP_008839.2
P63000	NP_061485.1
O43374	NP_001073346.2
O43374	NP_008920.5
A4D1T9	NP_001008271.2
P35244	NP_002938.1
Q9GZM3	NP_001091084.2
Q9GZM3	NP_116581.3
Q9GZM3	XP_016867861.1
Q9GZM3	XP_016867862.1
P49848	NP_001177344.1
P49848	NP_005632.1
P49848	NP_647476.1
P49848	XP_006716163.1
Q9NYW5	NP_058640.1
Q9NYW4	NP_061853.1
Q16563	NP_006745.1
Q16563	NP_874384.1
Q9BXJ8	NP_114131.1
Q9UKN1	NP_001157934.1
Q99551	NP_001288063.1
Q99551	NP_001288064.1
Q99551	NP_008911.1
Q99551	XP_005250650.1
Q99551	XP_006716189.1
O95178	NP_004537.1
Q9NRJ5	NP_064529.4
Q8N3G9	NP_001127922.1
Q8N3G9	NP_001127923.1
Q8N3G9	NP_690877.1
Q9Y5X2	NP_037453.1
Q15465	NP_000184.1
P60896	NP_006295.1
Q86XT4	NP_001268379.1
Q86XT4	NP_001268380.1
Q86XT4	NP_835226.2
Q9BRZ2	NP_112223.1
Q9BRZ2	XP_011514891.1
Q7Z7H5	NP_001289987.1
Q7Z7H5	NP_001289989.1
Q7Z7H5	NP_872353.2
Q86UV7	NP_944606.2
Q7L0X0	NP_055632.2
Q9BVT8	NP_001129516.1
Q9BVT8	NP_113622.1
Q9C037	NP_148977.2
Q9C037	NP_149082.1
A6NIY4	NP_001293070.1
P0CI01	NP_001139682.2
Q6PCB5	NP_940869.2
Q9Y2R5	NP_057053.1
Q96EL2	NP_114403.1
Q96NL0	NP_001127877.1
Q96NL0	NP_001127878.1
Q96NL0	NP_612147.1
Q9Y291	NP_057155.1
Q9Y291	NP_444263.1
O60568	NP_001075.1
Q8TBP6	NP_061331.2
Q5K651	NP_001180236.1
Q5K651	NP_060124.2
Q7KZF4	NP_055205.2
Q99985	NP_006370.1
Q14563	NP_006071.1
Q14563	XP_005250167.1
Q14563	XP_005250168.1
Q14563	XP_006715902.1
Q14563	XP_011514036.1
Q14563	XP_016867162.1
A6NKU9	NP_001004351.3
Q9NQA5	NP_062815.3
O95859	NP_036470.1
O95859	XP_005250296.1
O95859	XP_011514295.1
O95859	XP_011514296.1
O95859	XP_016867401.1
Q9Y4A5	NP_001231509.1
Q9Y4A5	NP_003487.1
O95857	NP_055214.1
O95772	NP_114405.1
O95772	XP_005249937.1
O95772	XP_011513874.1
O95772	XP_016868181.1
O95772	XP_016868182.1
O95772	XP_016868183.1
Q9ULQ0	NP_001127808.1
Q9ULQ0	NP_065755.1
Q9UHE8	NP_036581.1
Q1RMZ1	NP_689769.2
Q9BYC8	NP_114109.1
Q9Y5W8	NP_055947.1
Q9Y5W8	XP_005249729.1
Q5HYL7	NP_689987.3
Q5HYL7	XP_011513552.1
Q96HN2	NP_001124192.1
Q96HN2	NP_001124194.2
Q96HN2	NP_001124195.1
Q96HN2	NP_056143.1
A6NHP3	NP_001159811.1
A6NHP3	XP_005250150.1
P20366	NP_003173.1
P20366	NP_054702.1
P20366	NP_054703.1
P20366	NP_054704.1
Q05209	NP_001124480.1
Q05209	NP_001124481.1
Q05209	NP_002826.3
Q96QR8	NP_150093.1
Q9BZW2	NP_001311329.1
Q9BZW2	NP_071889.2
Q9BXP5	NP_001122324.1
Q9BXP5	NP_001122325.1
Q9BXP5	NP_001122326.1
Q9BXP5	NP_056992.4
Q8NFT2	NP_001035755.1
Q8NFT2	NP_001035756.1
Q8NFT2	NP_001231873.1
Q8NFT2	NP_001231875.1
Q8NFT2	NP_694544.2
Q8NFT2	XP_006715984.1
Q8NFT2	XP_016867442.1
Q8NFT2	XP_016867443.1
Q9NRC1	NP_060882.2
Q9NRC1	NP_068708.1
Q9BXU1	NP_001247433.1
Q9BXU1	NP_001247434.1
Q9BXU1	NP_113602.2
Q9BXU1	NP_116562.2
Q8IV56	NP_001316925.1
Q8IV56	NP_001316926.1
Q8IV56	NP_787083.1
Q8IV56	XP_011513500.1
Q8IV56	XP_011513501.1
Q9NWF9	NP_996994.1
Q9NWF9	NP_996999.1
Q9NWF9	XP_005249842.1
