From	To
A8MX34	NP_001244238.1
O76011	NP_066293.2
O76011	XP_003403930.1
P84157	NP_001008528.1
P84157	NP_001008529.1
P84157	NP_940932.2
O15534	NP_002607.2
O15534	XP_005256746.1
Q96QT6	NP_001028733.1
Q96QT6	NP_001277060.1
Q96QT6	NP_065940.1
Q9BUL5	NP_001271446.1
Q9BUL5	NP_001271447.1
Q9BUL5	NP_077273.2
Q8IZL8	NP_001265170.1
Q8IZL8	NP_055204.3
Q9UBM1	NP_001254480.1
Q9UBM1	NP_001254481.1
Q9UBM1	NP_009100.2
Q9UBM1	NP_680477.1
Q9UBM1	NP_680478.1
P35232	NP_001268425.1
P35232	NP_001268426.1
P35232	NP_001268644.1
P35232	NP_002625.1
P35232	XP_016880252.1
Q96FM1	NP_001278655.1
Q96FM1	NP_001278657.1
Q96FM1	NP_001278659.1
Q96FM1	NP_001278661.1
Q96FM1	NP_001278662.1
Q96FM1	NP_219487.3
P16284	NP_000433.4
P16284	XP_005276937.1
P16284	XP_005276938.1
P16284	XP_005276939.1
P16284	XP_011523191.1
P16284	XP_011523192.1
P16284	XP_016880227.1
P16284	XP_016880228.1
P16284	XP_016880229.1
P36955	NP_001316832.1
P36955	NP_002606.3
Q99447	NP_001171846.1
Q99447	NP_001243364.1
Q99447	NP_001269132.1
Q99447	NP_001269133.1
Q99447	NP_002852.1
Q99447	XP_016880400.1
Q8WYR1	NP_001136105.1
Q8WYR1	NP_001238780.1
Q8WYR1	NP_001238781.1
Q8WYR1	NP_001238782.1
Q8WYR1	NP_001238784.1
Q8WYR1	NP_055123.2
Q5UE93	NP_001010855.1
Q5UE93	XP_016879718.1
P78356	NP_003550.1
O15067	NP_036525.1
O00231	NP_001257411.1
O00231	NP_002806.2
Q969G3	NP_003070.3
O43508	NP_003800.1
O43508	NP_742086.1
P30874	NP_001041.1
Q9NYH9	NP_060898.2
Q14168	NP_001265299.1
Q14168	NP_001265300.1
Q14168	NP_001265301.1
Q14168	NP_001265302.1
Q14168	NP_001265303.1
Q14168	NP_001265304.1
Q14168	NP_001265305.2
Q14168	NP_001265310.1
Q14168	NP_005365.4
Q9NYA4	NP_004678.3
Q9NYA4	XP_005257843.1
Q9NYA4	XP_006722231.1
Q9Y623	NP_060003.2
Q9Y623	XP_016880165.1
P22079	NP_001153574.1
P22079	NP_006142.1
P05164	NP_000241.1
Q9BZG1	NP_001138414.1
Q9BZG1	NP_001243205.1
Q9BZG1	NP_001243206.1
Q9BZG1	NP_001243207.1
Q9BZG1	NP_114140.4
Q15276	NP_001077054.1
Q15276	NP_001278510.1
Q15276	NP_004694.2
Q9Y272	NP_001186918.1
Q9Y272	NP_057168.1
P51148	NP_001238968.1
P51148	NP_004574.2
P51148	NP_958842.1
P51148	XP_011523392.1
P51148	XP_011523393.1
Q8NG50	NP_001030008.1
Q8NG50	NP_001156592.1
Q8NG50	NP_001156593.1
Q8NG50	NP_001156594.1
Q8NG50	NP_001156596.1
Q8NG50	NP_001156597.1
Q8NG50	NP_001156602.1
Q8NG50	NP_001317123.1
Q8NG50	NP_663629.1
P60763	NP_005043.1
O75916	NP_001075424.1
O75916	NP_003826.2
P24928	NP_000928.1
O00623	NP_000277.1
Q96FV2	NP_001138495.1
Q96FV2	NP_612364.2
Q96FV2	XP_005257833.1
Q92503	NP_001034662.2
Q92503	NP_001137470.1
Q92503	NP_001137471.1
Q92503	NP_001137473.1
Q92503	NP_001191337.1
Q92503	NP_001191339.1
Q92503	NP_002994.3
Q8TEV9	NP_658988.2
P04278	NP_001031.2
P04278	NP_001139751.1
P04278	NP_001139752.1
P04278	NP_001139753.1
P04278	NP_001276042.1
P04278	NP_001276043.1
P04278	NP_001276044.1
P04278	NP_001276045.1
Q8ND04	NP_060619.4
Q92925	NP_001091896.1
Q92925	NP_001317369.1
Q96LD4	NP_258411.2
Q96LD4	XP_005257844.1
Q96LD4	XP_005257845.1
Q6PJ69	NP_001243053.1
Q6PJ69	NP_775818.2
Q9Y5R8	NP_001160093.1
Q9Y5R8	NP_067033.1
Q6UXZ0	NP_001306871.1
Q6UXZ0	NP_996663.1
Q6UXZ0	XP_011523089.1
O95411	NP_004731.2
P17152	NP_003867.1
Q71RG4	NP_001070142.1
Q71RG4	NP_001317164.1
Q71RG4	NP_077012.2
Q71RG4	NP_803190.2
Q71RG4	XP_011523500.1
Q71RG4	XP_011523503.1
Q71RG4	XP_011523507.1
Q71RG4	XP_011523508.1
Q71RG4	XP_011523509.1
Q71RG4	XP_011523510.1
Q71RG4	XP_011523511.1
Q71RG4	XP_016880537.1
Q71RG4	XP_016880538.1
Q71RG4	XP_016880539.1
Q71RG4	XP_016880540.1
A6NLX3	NP_001121548.1
A6NLX3	XP_005256689.1
A6NLX3	XP_005256690.1
P62750	NP_000975.2
Q9HA92	NP_060816.1
Q9Y2R9	NP_057055.2
Q9Y3D9	NP_057154.2
Q59EK9	NP_001138297.1
Q59EK9	NP_001138298.1
Q59EK9	NP_006686.1
Q9C000	NP_001028225.1
Q9C000	NP_055737.1
Q9C000	NP_127497.1
Q9C000	NP_127499.1
Q9C000	NP_127500.1
Q9BZF2	NP_665741.1
P01298	NP_002713.1
Q96HE9	NP_060774.2
P62195	NP_001186092.1
P62195	NP_002796.4
P01242	NP_002050.1
P01242	NP_072050.1
P01242	NP_072051.1
P01242	NP_072052.1
Q96H20	NP_001304121.1
Q96H20	NP_001304122.1
Q96H20	NP_001304123.1
Q96H20	NP_009172.2
Q7Z6J9	NP_997229.2
Q96CP7	NP_001153879.1
Q96CP7	NP_612472.1
A6NGC4	NP_001157879.1
Q309B1	NP_001032407.1
Q309B1	XP_005256538.1
Q309B1	XP_005256540.1
Q309B1	XP_011521992.1
Q309B1	XP_016879734.1
Q309B1	XP_016879735.1
Q309B1	XP_016879736.1
Q309B1	XP_016879737.1
Q309B1	XP_016879738.1
Q309B1	XP_016879739.1
Q309B1	XP_016879740.1
Q309B1	XP_016879741.1
Q14258	NP_005073.2
Q8IUH8	NP_787078.2
Q7KZ85	NP_001307684.1
Q7KZ85	NP_003161.2
