From	To
Q3LI59	NP_853648.1
O00764	NP_003672.1
O00764	XP_005261256.1
O00764	XP_011528062.1
O00764	XP_011528063.1
O00764	XP_016883972.1
O00764	XP_016883973.1
O76083	NP_001001567.1
O76083	NP_001001568.1
O76083	NP_001001569.1
O76083	NP_001001570.1
O76083	NP_001001571.1
O76083	NP_001001572.1
O76083	NP_001001573.1
O76083	NP_001001574.1
O76083	NP_001001575.1
O76083	NP_001001576.1
O76083	NP_001001577.1
O76083	NP_001001578.1
O76083	NP_001001579.1
O76083	NP_001001580.1
O76083	NP_001001581.1
O76083	NP_001001582.1
O76083	NP_001001583.1
O76083	NP_001001584.1
O76083	NP_001001585.1
O76083	NP_001302462.1
O76083	NP_002597.1
O76083	XP_016883855.1
O95613	NP_001302458.1
O95613	NP_006022.3
P48539	NP_006189.2
P41440	NP_001192135.1
P41440	NP_001192136.1
P41440	NP_919231.1
P41440	XP_011528002.1
P41440	XP_011528003.1
P41440	XP_011528004.1
P41440	XP_011528005.1
P41440	XP_011528006.1
P41440	XP_016883935.1
Q5DID0	NP_001004416.2
Q5DID0	NP_001186456.1
Q5DID0	NP_001186457.2
Q5DID0	NP_775839.3
Q5DID0	XP_016883995.1
O43426	NP_001153774.1
O43426	NP_001153778.1
O43426	NP_003886.3
O43426	NP_982271.2
O43426	XP_016883989.1
O15393	NP_001128571.1
O15393	NP_005647.3
O15393	XP_011528033.1
P57727	NP_001243246.1
P57727	NP_076927.1
P57727	NP_115780.1
P57727	NP_115781.1
Q13009	NP_003244.2
Q13009	XP_005261094.1
Q13009	XP_005261095.1
Q13009	XP_011528013.1
Q13009	XP_011528014.1
Q13009	XP_011528015.1
Q13009	XP_016883936.1
Q13009	XP_016883937.1
Q13009	XP_016883938.1
Q13009	XP_016883939.1
Q13009	XP_016883940.1
Q13009	XP_016883941.1
Q13009	XP_016883942.1
P82932	NP_115865.1
Q01196	NP_001001890.1
Q01196	NP_001116079.1
Q01196	NP_001745.2
Q01196	XP_005261125.1
Q01196	XP_011528068.1
Q9NSI8	NP_001243299.1
Q9NSI8	NP_001273452.1
Q9NSI8	NP_071419.3
A8MWV9	XP_006724011.1
A8MWV9	XP_011507198.1
A8MWV9	XP_016884011.1
Q9NVD3	NP_001007260.1
Q9NVD3	NP_001007262.1
Q9NVD3	NP_001273681.1
Q9NVD3	NP_059134.1
Q9NVD3	XP_011527938.1
Q9NVD3	XP_011527939.1
Q9NVD3	XP_011527940.1
Q9NVD3	XP_011527941.1
Q9NVD3	XP_011527942.1
Q9NVD3	XP_011527944.1
Q9NVD3	XP_011527945.1
Q9NVD3	XP_011527946.1
Q9NVD3	XP_016883892.1
Q9NVD3	XP_016883893.1
Q9NVD3	XP_016883894.1
P56557	NP_006125.2
P56557	XP_011528048.1
P48553	NP_003265.3
P48553	XP_016855323.1
Q9H0A9	NP_001136326.1
Q9H0A9	NP_115637.3
Q9H0A9	XP_005261245.1
Q9H0A9	XP_016883969.1
Q03403	NP_005414.1
P58499	NP_478066.3
P58499	NP_996847.1
Q06546	NP_001184226.1
Q06546	NP_002031.2
Q06546	XP_005260995.1
Q06546	XP_011527822.1
Q06546	XP_011527823.1
Q06546	XP_016883802.1
Q9BY71	NP_112153.1
P57077	NP_001273546.1
P57077	NP_001273547.1
P57077	NP_001273548.1
P57077	NP_001273549.1
P57077	NP_001273551.1
P57077	NP_001273553.1
P57077	NP_001273563.1
P57077	NP_064537.1
Q99712	NP_001263364.1
Q99712	NP_001263365.1
Q99712	NP_001263366.1
Q99712	NP_001263367.1
Q99712	NP_001263368.1
Q99712	NP_002234.2
Q99712	NP_733932.1
Q99712	NP_733933.1
Q99712	XP_005261032.1
Q99712	XP_006724065.1
Q99712	XP_011527862.1
Q99712	XP_011527863.1
Q99712	XP_016883832.1
Q99712	XP_016883833.1
Q99712	XP_016883834.1
P45844	NP_004906.3
P45844	NP_058198.2
