From	To
O60885	NP_001317313.1
O60885	NP_055114.1
O60885	NP_490597.1
O60885	XP_011526156.1
O60885	XP_011526158.1
Q9Y3X0	NP_056418.1
Q9Y3X0	XP_016882067.1
P0C6S8	NP_001094861.1
Q8N344	NP_060020.1
P12955	NP_000276.2
P12955	NP_001159528.1
P12955	NP_001159529.1
P34995	NP_000946.2
Q6ZS72	NP_940934.1
Q9NZ42	NP_001268461.1
Q9NZ42	NP_758844.1
Q9GZU2	NP_001139656.1
Q9GZU2	NP_001139657.1
Q9GZU2	NP_001139658.1
Q9GZU2	NP_001139659.1
Q9GZU2	NP_006201.1
P27815	NP_001104777.1
P27815	NP_001104778.1
P27815	NP_001104779.1
P27815	NP_001230050.1
P27815	NP_006193.1
P27815	XP_011526356.1
Q08493	NP_000914.2
Q08493	NP_001092288.1
Q08493	NP_001092289.1
Q08493	NP_001317101.1
Q08493	XP_011526358.1
Q6UW60	NP_060043.2
O14737	NP_004699.1
O14737	XP_005259449.1
Q9BRP1	NP_115722.1
Q8IVA1	NP_001258759.1
Q8IVA1	NP_777555.1
Q8IVA1	XP_016881740.1
Q9BX97	NP_112600.1
O60664	NP_001157661.1
O60664	NP_001157666.1
O60664	NP_005808.3
Q96Q06	NP_001073869.1
Q00G26	NP_001013728.2
P43119	NP_000951.1
Q496M5	NP_001230008.1
A6NLU0	NP_001138486.1
O95136	NP_004221.3
Q9BVK8	NP_001229526.1
Q9BVK8	NP_116024.1
Q9UGK3	NP_001013863.1
Q9UGK3	NP_060190.2
Q8IX01	NP_001017392.2
Q8IX01	NP_001308626.1
Q8IX01	NP_055699.2
Q8IX01	XP_016881626.1
B3KS81	NP_001139113.1
Q8IVT2	NP_775752.1
Q8IVT2	XP_011525987.1
Q8IVT2	XP_011525988.1
Q99742	NP_001308015.1
Q99742	NP_002508.2
Q6IFN5	NP_001073404.1
Q96RQ9	NP_001244946.1
Q96RQ9	NP_001244947.1
Q96RQ9	NP_690863.1
Q96RQ9	NP_758962.1
O95716	NP_004274.1
P61018	NP_057238.3
Q9NYR8	NP_056540.2
Q86YV0	NP_001334956.1
Q86YV0	NP_001334957.1
Q86YV0	NP_075055.1
P43686	NP_006494.1
P43686	NP_694546.1
Q8NBN7	NP_001139443.1
Q8NBN7	NP_612421.1
Q8NBN7	XP_005258530.1
Q8NBN7	XP_011524709.1
F8VTS6	NP_001264326.1
F8VTS6	XP_011525561.1
Q8N205	NP_001034965.1
Q8N205	NP_001284664.1
Q9BQG1	NP_001153800.1
Q9BQG1	NP_001153801.1
Q9BQG1	NP_115674.1
Q9BQG1	XP_011525692.1
Q9BQG1	XP_011525693.1
O00445	NP_001284703.1
O00445	NP_003171.2
O00445	XP_006723402.1
O00445	XP_016882664.1
O00445	XP_016882665.1
P21731	NP_001051.1
P21731	NP_963998.2
P21731	XP_011526516.1
Q71SY5	NP_112235.2
Q16674	NP_001189482.1
Q16674	NP_006524.1
P40429	NP_001257420.1
P40429	NP_036555.1
Q8N5S1	NP_001308227.1
Q8N5S1	NP_775908.2
P51532	NP_001122316.1
P51532	NP_001122317.1
P51532	NP_001122318.1
P51532	NP_001122319.1
P51532	NP_001122320.1
P51532	NP_003063.2
P51532	XP_016882654.1
P51532	XP_016882655.1
P51532	XP_016882656.1
P51532	XP_016882657.1
Q8NBT3	NP_775904.2
Q9BRG2	NP_005481.2
Q9BRG2	XP_005259529.1
Q5PRF9	NP_001290543.1
Q5PRF9	NP_060498.2
Q5PRF9	XP_011525365.1
Q5PRF9	XP_016882409.1
Q5PRF9	XP_016882410.1
Q9Y566	NP_057232.2
Q9Y566	XP_006723296.1
Q9Y566	XP_011525316.1
Q9H0W8	NP_061981.2
Q9NYZ4	NP_055257.2
Q9NYZ4	XP_011525037.1
Q9Y336	NP_001185487.1
Q9Y336	NP_055256.1
Q13445	NP_006849.1
Q96A98	NP_848544.1
Q7Z410	NP_892018.1
O14669	NP_000942.1
O14669	XP_006723349.1
Q96BF3	NP_001162597.1
Q96BF3	NP_001295161.1
Q96BF3	NP_653216.2
Q6UWY2	NP_999875.1
Q9BTD8	NP_001306042.1
Q9BTD8	NP_077297.2
Q02543	NP_000971.1
Q9Y230	NP_001308120.1
Q9Y230	NP_006657.1
Q9Y230	XP_011524632.1
O15235	NP_066930.1
O15235	NP_203526.1
O15235	NP_203527.1
O75298	NP_005610.1
O75298	NP_996783.1
O75298	NP_996784.1
Q96RI0	NP_003941.2
Q9H7P9	NP_073746.2
Q9H7P9	XP_005259220.1
Q8WWY3	NP_056444.3
Q8WWY3	XP_006723200.1
Q9UI14	NP_006414.2
P0C264	NP_001186753.1
Q9BV35	NP_077008.2
O43557	NP_003798.2
O43557	NP_742011.2
O43557	XP_016882906.1
A6NL88	NP_001138648.1
P19429	NP_000354.4
P98077	NP_036567.2
Q9NRA0	NP_001191087.1
Q9NRA0	NP_001191088.1
Q9NRA0	NP_001191089.1
Q9NRA0	NP_064511.2
Q9NRA0	XP_006723355.1
Q9NRA0	XP_011525435.1
Q9NRA0	XP_011525436.1
P23327	NP_002143.1
Q9UJT2	NP_068379.1
Q96QH2	NP_115528.4
Q13046	NP_002774.2
P62987	NP_001029102.1
P62987	NP_001307946.1
P62987	NP_001307947.1
P62987	NP_001307948.1
P62987	NP_001307949.1
P62987	NP_003324.1
Q9Y2P5	NP_001308125.1
Q9Y2P5	NP_036386.1
Q9H6F2	NP_076979.1
Q6UW68	NP_001138888.1
Q6UW68	NP_001308041.1
Q6UW68	NP_001308042.1
Q6UW68	NP_001308043.1
Q6UW68	NP_212133.1
Q6UW68	NP_940938.1
Q6UW68	XP_005259956.1
Q8WVP5	NP_001161414.1
Q8WVP5	NP_689575.2
Q8WVP5	XP_005259544.1
Q8WVP5	XP_011525982.1
Q9BZW4	NP_001001524.2
Q99961	NP_001186872.1
Q99961	NP_001186873.1
Q99961	NP_003016.1
Q9NUL5	NP_001295206.1
Q9NUL5	NP_060851.2
Q9NUL5	XP_016882423.1
Q86VD7	NP_001308473.1
Q86VD7	NP_848621.2
Q86VD7	XP_005259918.1
Q86VD7	XP_011526239.1
Q15428	NP_009096.2
Q9NX00	NP_060324.1
P54920	NP_003818.2
P63302	NP_003000.1
Q8N7X8	NP_775906.1
Q8N7X8	XP_005258856.1
Q8N7X8	XP_011525123.1
Q8TCT7	NP_001070706.1
Q8TCT7	NP_694533.1
Q01892	NP_001230927.1
Q01892	NP_001230928.1
Q01892	NP_001230929.1
Q01892	NP_003112.2
Q13263	NP_005753.1
Q9H4M7	NP_001154826.1
Q9H4M7	NP_065955.2
Q8WXF3	NP_001298126.1
Q8WXF3	NP_543140.1
Q9BWG4	NP_001009998.1
Q9BWG4	NP_116016.1
